编号,推算时间,表面位移_mm,非初始零值标记,局部差分突变候选标记,局部差分突变评分,趋势识别用位移_mm,稳健趋势位移_mm,原始速度_mm_h,滚动72点速度_mm_h,滚动72点加速度_mm_h2,阶段编号,阶段名称,分阶段模型拟合位移_mm,分阶段模型残差_mm
3145,2024-05-25 20:00:00,58.654,False,False,0.71161869119086,58.654,58.654,-0.43799999999995975,0.20625000000000013,-0.0006041666666666881,1,缓慢匀速形变阶段,68.7429829242435,-10.088982924243503
3146,2024-05-25 20:10:00,58.487,False,False,1.392297439286536,58.487,58.672,-1.0020000000000095,0.20625000000000013,0.00036111111111110833,1,缓慢匀速形变阶段,68.77220505322737,-10.285205053227365
3147,2024-05-25 20:20:00,58.672,False,False,0.8848823725242864,58.672,58.697,1.109999999999971,0.2191666666666663,0.001020833333333274,1,缓慢匀速形变阶段,68.80142718221126,-10.12942718221126
3148,2024-05-25 20:30:00,58.697,False,False,0.10237806170624254,58.697,58.727,0.1500000000000341,0.21450000000000044,0.0003819444444444926,1,缓慢匀速形变阶段,68.83064931119515,-10.133649311195143
3149,2024-05-25 20:40:00,58.777,False,False,0.2351435675239264,58.777,58.777,0.47999999999998977,0.21925000000000003,0.0014652777777777691,1,缓慢匀速形变阶段,68.85987144017903,-10.082871440179034
3150,2024-05-25 20:50:00,58.919,False,False,0.6683027708575143,58.919,58.831,0.8519999999999754,0.21708333333333307,0.0007777777777777407,1,缓慢匀速形变阶段,68.8890935691629,-9.970093569162898
3151,2024-05-25 21:00:00,58.651,False,False,1.856396585715308,58.651,58.873,-1.6079999999999615,0.1960000000000003,-0.0010972222222221824,1,缓慢匀速形变阶段,68.91831569814681,-10.26731569814681
3152,2024-05-25 21:10:00,58.873,False,False,1.1942818034768303,58.873,58.919,1.3319999999999652,0.22224999999999953,0.0016111111111110563,1,缓慢匀速形变阶段,68.94753782713067,-10.074537827130676
3153,2024-05-25 21:20:00,58.831,False,False,0.4393471919526248,58.831,58.919,-0.2519999999999669,0.2155833333333336,0.00084722222222227,1,缓慢匀速形变阶段,68.97675995611456,-10.14575995611456
3154,2024-05-25 21:30:00,59.136,False,False,1.7049627531214613,59.136,58.92,1.8299999999999983,0.23050000000000045,0.0024236111111111867,1,缓慢匀速形变阶段,69.00598208509845,-9.86998208509845
3155,2024-05-25 21:40:00,59.003,False,False,1.0499148614493952,59.003,58.935,-0.798000000000016,0.21000000000000027,-0.001249999999999948,1,缓慢匀速形变阶段,69.03520421408234,-10.032204214082341
3156,2024-05-25 21:50:00,58.935,False,False,0.6245284809968293,58.935,58.984,-0.40799999999998704,0.19650000000000034,-0.002201388888888841,1,缓慢匀速形变阶段,69.0644263430662,-10.1294263430662
3157,2024-05-25 22:00:00,59.112,False,False,0.8972583497624479,59.112,59.003,1.0619999999999976,0.2199166666666669,0.002201388888888938,1,缓慢匀速形变阶段,69.09364847205012,-9.981648472050118
3158,2024-05-25 22:10:00,58.984,False,False,0.990078179048176,58.984,59.053,-0.7680000000000007,0.2085000000000002,0.0012916666666666677,1,缓慢匀速形变阶段,69.12287060103398,-10.138870601033979
3159,2024-05-25 22:20:00,59.125,False,False,0.6744907594765952,59.125,59.112,0.8459999999999894,0.219,-0.01247222222222222,1,缓慢匀速形变阶段,69.15209273001787,-10.02709273001787
3160,2024-05-25 22:30:00,59.053,False,False,0.6559267936194407,59.053,59.125,-0.43200000000001637,0.21308333333333293,0.0009861111111110835,1,缓慢匀速形变阶段,69.18131485900176,-10.128314859001762
3161,2024-05-25 22:40:00,59.131,False,False,0.28464747647639677,59.131,59.131,0.46800000000001774,0.21000000000000027,0.00020833333333339135,1,缓慢匀速形变阶段,69.21053698798565,-10.079536987985648
3162,2024-05-25 22:50:00,59.277,False,False,0.6994718987165004,59.277,59.136,0.8760000000000048,0.22083333333333321,0.0014236111111111001,1,缓慢匀速形变阶段,69.23975911696951,-9.962759116969508
3163,2024-05-25 23:00:00,59.157,False,False,0.9591382359529479,59.157,59.157,-0.7200000000000273,0.20683333333333329,0.0015416666666666773,1,缓慢匀速形变阶段,69.2689812459534,-10.111981245953402
3164,2024-05-25 23:10:00,58.92,False,False,1.6769449157628447,58.92,59.177,-1.4219999999999686,-0.015666666666666273,-0.03443749999999992,1,缓慢匀速形变阶段,69.29820337493729,-10.378203374937286
3165,2024-05-25 23:20:00,59.177,False,False,1.3799214620484184,59.177,59.254,1.5419999999999874,0.21116666666666659,0.0016736111111111094,1,缓慢匀速形变阶段,69.32742550392118,-10.150425503921177
3166,2024-05-25 23:30:00,59.45,False,False,1.4913052571913887,59.45,59.277,1.6380000000000194,0.23500000000000001,0.0032986111111110716,1,缓慢匀速形变阶段,69.35664763290507,-9.906647632905063
3167,2024-05-25 23:40:00,59.484,False,False,0.012044477847810861,59.484,59.305,0.20399999999999352,0.22616666666666654,0.0015833333333332932,1,缓慢匀速形变阶段,69.38586976188896,-9.901869761888953
3168,2024-05-25 23:50:00,59.305,False,False,1.2483995635925895,59.305,59.351,-1.0740000000000123,0.19391666666666652,-0.002118055555555602,1,缓慢匀速形变阶段,69.41509189087282,-10.110091890872816
3169,2024-05-26 00:00:00,59.254,False,False,0.49853664830881494,59.254,59.402,-0.3060000000000116,0.1906666666666664,-0.0011527777777778035,1,缓慢匀速形变阶段,69.4443140198567,-10.190314019856707
3170,2024-05-26 00:10:00,59.402,False,False,0.6686256224377234,59.402,59.45,0.8880000000000194,0.19475000000000028,-0.0008611111111110764,1,缓慢匀速形变阶段,69.4735361488406,-10.071536148840593
3171,2024-05-26 00:20:00,59.583,False,False,0.8768379873195459,59.583,59.484,1.0859999999999843,0.22908333333333294,0.0021874999999999347,1,缓慢匀速形变阶段,69.50275827782448,-9.919758277824485
3172,2024-05-26 00:30:00,59.499,False,False,0.6392999372430724,59.499,59.499,-0.5039999999999765,0.19991666666666674,-0.002881944444444439,1,缓慢匀速形变阶段,69.53198040680837,-10.03298040680837
3173,2024-05-26 00:40:00,59.351,False,False,1.0146687077344538,59.351,59.51,-0.8880000000000194,0.20099999999999993,-4.1666666666666706e-05,1,缓慢匀速形变阶段,69.56120253579226,-10.210202535792263
3174,2024-05-26 00:50:00,59.645,False,False,1.5249356301210957,59.645,59.583,1.7640000000000242,0.219,0.0020069444444444037,1,缓慢匀速形变阶段,69.59042466477612,-9.94542466477612
3175,2024-05-26 01:00:00,59.721,False,False,0.2866585727774901,59.721,59.645,0.45599999999996044,0.22499999999999964,0.001479166666666624,1,缓慢匀速形变阶段,69.61964679376001,-9.898646793760015
3176,2024-05-26 01:10:00,59.816,False,False,0.39345294302802386,59.816,59.695,0.5700000000000358,0.22875000000000037,0.0023402777777778,1,缓慢匀速形变阶段,69.6488689227439,-9.832868922743899
3177,2024-05-26 01:20:00,59.51,False,False,2.011639107210842,59.51,59.707,-1.836000000000027,0.16933333333333303,-0.006423611111111141,1,缓慢匀速形变阶段,69.67809105172779,-10.168091051727792
3178,2024-05-26 01:30:00,59.873,False,False,1.981316605962469,59.873,59.721,2.1779999999999973,0.214583333333333,-0.0005763888888889271,1,缓慢匀速形变阶段,69.70731318071168,-9.834313180711682
3179,2024-05-26 01:40:00,59.81,False,False,0.5901794145419619,59.81,59.762,-0.3779999999999717,0.22733333333333347,0.0018472222222222108,1,缓慢匀速形变阶段,69.73653530969554,-9.926535309695538
3180,2024-05-26 01:50:00,59.762,False,False,0.4938235917596462,59.762,59.81,-0.2880000000000109,0.21724999999999994,0.0012499999999999987,1,缓慢匀速形变阶段,69.76575743867943,-10.003757438679429
3181,2024-05-26 02:00:00,59.695,False,False,0.47575687498795133,59.695,59.816,-0.402000000000001,0.19466666666666654,-0.0016180555555555833,1,缓慢匀速形变阶段,69.79497956766332,-10.099979567663318
3182,2024-05-26 02:10:00,59.707,False,False,0.1361357496191176,59.707,59.85,0.07200000000000273,0.19333333333333336,-0.0013750000000000036,1,缓慢匀速形变阶段,69.82420169664721,-10.117201696647207
3183,2024-05-26 02:20:00,59.85,False,False,0.8106265090957128,59.85,59.873,0.8580000000000041,0.20925000000000024,-0.00016666666666662286,1,缓慢匀速形变阶段,69.8534238256311,-10.003423825631096
3184,2024-05-26 02:30:00,59.885,False,False,0.00618798861903681,59.885,59.885,0.20999999999997954,0.19016666666666637,-0.003791666666666712,1,缓慢匀速形变阶段,69.88264595461499,-9.997645954614988
3185,2024-05-26 02:40:00,60.0,False,False,0.5012270781431688,60.0,59.978,0.6900000000000119,0.21799999999999997,2.0833333333333353e-05,1,缓慢匀速形变阶段,69.91186808359885,-9.911868083598847
3186,2024-05-26 02:50:00,60.216,False,False,1.1580879077805648,60.216,60.0,1.2960000000000065,0.21816666666666684,0.0005138888888889248,1,缓慢匀速形变阶段,69.94109021258274,-9.725090212582735
3187,2024-05-26 03:00:00,60.102,False,False,0.9417418151182709,60.102,60.052,-0.6840000000000259,0.20583333333333323,-0.0017916666666666359,1,缓慢匀速形变阶段,69.97031234156663,-9.868312341566629
3188,2024-05-26 03:10:00,59.978,False,False,1.005373018842419,59.978,60.102,-0.7439999999999714,0.1785833333333334,-0.004340277777777776,1,缓慢匀速形变阶段,69.99953447055051,-10.021534470550513
3189,2024-05-26 03:20:00,60.052,False,False,0.25694886075297346,60.052,60.158,0.4439999999999884,0.17966666666666656,-0.005937500000000029,1,缓慢匀速形变阶段,70.02875659953438,-9.976756599534376
3190,2024-05-26 03:30:00,60.222,False,False,0.9173074328881752,60.222,60.216,1.0200000000000102,0.35616666666666674,0.024819444444444432,1,缓慢匀速形变阶段,70.0579787285183,-9.835978728518292
3191,2024-05-26 03:40:00,60.158,False,False,0.6610009442870469,60.158,60.222,-0.38400000000000034,0.20366666666666688,0.0010208333333333712,1,缓慢匀速形变阶段,70.08720085750215,-9.929200857502153
3192,2024-05-26 03:50:00,60.255,False,False,0.424929178470265,60.255,60.255,0.5820000000000078,0.2055000000000001,-0.0008749999999999822,1,缓慢匀速形变阶段,70.11642298648604,-9.86142298648604
3193,2024-05-26 04:00:00,60.415,False,False,1.0186186979850462,60.415,60.323,0.9599999999999795,0.21399999999999983,-0.0006527777777777846,1,缓慢匀速形变阶段,70.14564511546993,-9.730645115469933
3194,2024-05-26 04:10:00,60.409,False,False,0.27530235080677057,60.409,60.326,-0.036000000000001364,-0.05883333333333359,-0.044652777777777826,1,缓慢匀速形变阶段,70.17486724445382,-9.765867244453823
3195,2024-05-26 04:20:00,60.323,False,False,0.8259070524203117,60.323,60.409,-0.5159999999999911,0.2185,0.0011111111111110881,1,缓慢匀速形变阶段,70.20408937343768,-9.881089373437682
3196,2024-05-26 04:30:00,60.326,False,False,0.213359321875259,60.326,60.413,0.018000000000000682,0.19508333333333341,-0.0020763888888888867,1,缓慢匀速形变阶段,70.2333115024216,-9.9073115024216
3197,2024-05-26 04:40:00,60.64,False,False,1.9271164556475826,60.64,60.415,1.8840000000000003,0.2155833333333336,-0.021458333333333312,1,缓慢匀速形变阶段,70.26253363140546,-9.62253363140546
3198,2024-05-26 04:50:00,60.413,False,False,1.644931546070519,60.413,60.478,-1.3620000000000232,0.19424999999999967,-0.0024305555555555656,1,缓慢匀速形变阶段,70.29175576038935,-9.878755760389353
3199,2024-05-26 05:00:00,60.739,False,False,2.0028246021193254,60.739,60.573,1.956000000000003,0.23316666666666622,0.002930555555555485,1,缓慢匀速形变阶段,70.32097788937324,-9.581977889373242
3200,2024-05-26 05:10:00,60.699,False,False,0.5058680696074104,60.699,60.586,-0.23999999999999488,0.22266666666666643,0.00068055555555555,1,缓慢匀速形变阶段,70.35020001835713,-9.65120001835713
3201,2024-05-26 05:20:00,60.573,False,False,1.085930122757264,60.573,60.64,-0.755999999999986,0.2153333333333336,0.0005763888888889271,1,缓慢匀速形变阶段,70.37942214734099,-9.806422147340989
3202,2024-05-26 05:30:00,60.478,False,False,0.7501989059484779,60.478,60.646,-0.5699999999999932,0.18649999999999997,-0.003277777777777787,1,缓慢匀速形变阶段,70.4086442763249,-9.930644276324905
3203,2024-05-26 05:40:00,60.646,False,False,0.9153803164326164,60.646,60.657,1.0079999999999956,0.2155833333333336,0.0022500000000000345,1,缓慢匀速形变阶段,70.43786640530877,-9.791866405308767
3204,2024-05-26 05:50:00,60.786,False,False,0.722668670867868,60.786,60.699,0.8400000000000034,0.22875000000000037,0.0023958333333333748,1,缓慢匀速形变阶段,70.46708853429266,-9.681088534292655
3205,2024-05-26 06:00:00,60.657,False,False,1.1287396383078754,60.657,60.7,-0.7740000000000293,0.2095833333333328,0.000152777777777717,1,缓慢匀速形变阶段,70.49631066327655,-9.83931066327655
3206,2024-05-26 06:10:00,60.586,False,False,0.5850174954644057,60.586,60.739,-0.4259999999999877,0.20224999999999996,-0.0007013888888888833,1,缓慢匀速形变阶段,70.52553279226044,-9.939532792260437
3207,2024-05-26 06:20:00,60.7,False,False,0.6882558770169509,60.7,60.786,0.6840000000000259,0.20633333333333384,0.0004861111111111617,1,缓慢匀速形变阶段,70.5547549212443,-9.854754921244293
3208,2024-05-26 06:30:00,60.824,False,False,0.6676082007064903,60.824,60.824,0.7439999999999714,0.20566666666666636,-0.00152777777777782,1,缓慢匀速形变阶段,70.58397705022821,-9.759977050228215
3209,2024-05-26 06:40:00,60.865,False,False,0.09734918178019539,60.865,60.825,0.24600000000002353,0.21208333333333348,0.000881944444444463,1,缓慢匀速形变阶段,70.61319917921207,-9.748199179212072
3210,2024-05-26 06:50:00,60.859,False,False,0.23185619857002968,60.859,60.859,-0.036000000000001364,0.21524999999999986,0.0006666666666666418,1,缓慢匀速形变阶段,70.64242130819596,-9.783421308195962
3211,2024-05-26 07:00:00,60.825,False,False,0.4847902333737529,60.825,60.865,-0.20399999999999352,0.20975000000000024,0.0010833333333333736,1,缓慢匀速形变阶段,70.67164343717985,-9.84664343717985
3212,2024-05-26 07:10:00,60.904,False,False,0.299001058324667,60.904,60.894,0.47400000000000375,0.2128333333333335,0.00027777777777777263,1,缓慢匀速形变阶段,70.70086556616374,-9.796865566163738
3213,2024-05-26 07:20:00,60.894,False,False,0.31986159727760133,60.894,60.904,-0.060000000000030695,0.21950000000000003,0.0024513888888888988,1,缓慢匀速形变阶段,70.7300876951476,-9.836087695147604
3214,2024-05-26 07:30:00,60.99,False,False,0.4285826700841198,60.99,60.99,0.5760000000000218,0.20041666666666677,-0.0013611111111110953,1,缓慢匀速形变阶段,70.75930982413152,-9.769309824131518
3215,2024-05-26 07:40:00,61.045,False,False,0.13211674670158788,61.045,60.993,0.3299999999999983,0.20541666666666694,-0.0011180555555555156,1,缓慢匀速形变阶段,70.78853195311538,-9.74353195311538
3216,2024-05-26 07:50:00,61.02,False,False,0.36477561481896,61.02,61.02,-0.14999999999999147,0.19108333333333385,-0.0020833333333332657,1,缓慢匀速形变阶段,70.81775408209927,-9.797754082099267
3217,2024-05-26 08:00:00,60.993,False,False,0.3785407323593156,60.993,61.045,-0.16200000000000614,0.19491666666666654,-0.0009444444444444653,1,缓慢匀速形变阶段,70.84697621108316,-9.853976211083157
3218,2024-05-26 08:10:00,61.232,False,False,1.4522199005057355,61.232,61.174,1.4339999999999833,0.2287499999999998,0.0018749999999999715,1,缓慢匀速形变阶段,70.87619834006705,-9.64419834006705
3219,2024-05-26 08:20:00,61.19,False,False,0.5368395840732344,61.19,61.19,-0.25200000000000955,0.2098333333333334,-0.0007777777777777407,1,缓慢匀速形变阶段,70.90542046905091,-9.715420469050912
3220,2024-05-26 08:30:00,61.277,False,False,0.3979495480912165,61.277,61.232,0.5220000000000198,0.21499999999999986,4.1666666666618134e-05,1,缓慢匀速形变阶段,70.93464259803483,-9.657642598034826
3221,2024-05-26 08:40:00,61.174,False,False,0.8835828949143286,61.174,61.27,-0.6180000000000092,0.19974999999999987,-0.001625000000000013,1,缓慢匀速形变阶段,70.96386472701869,-9.789864727018688
3222,2024-05-26 08:50:00,61.298,False,False,0.6475111290975467,61.298,61.277,0.744000000000014,0.1982500000000004,-0.0015694444444443896,1,缓慢匀速形变阶段,70.99308685600258,-9.695086856002575
3223,2024-05-26 09:00:00,61.27,False,False,0.37397507456126644,61.27,61.289,-0.16799999999999216,0.21824999999999997,0.0018541666666666383,1,缓慢匀速形变阶段,71.02230898498647,-9.752308984986463
3224,2024-05-26 09:10:00,61.519,False,False,1.4973694860380287,61.519,61.298,1.4939999999999714,0.22050000000000006,-0.00014583333333328952,1,缓慢匀速形变阶段,71.05153111397036,-9.532531113970357
3225,2024-05-26 09:20:00,61.289,False,False,1.7162784671829734,61.289,61.325,-1.3799999999999812,0.2048333333333332,-0.0008958333333333665,1,缓慢匀速形变阶段,71.08075324295422,-9.791753242954215
3226,2024-05-26 09:30:00,61.325,False,False,0.05395926075814487,61.325,61.391,0.21600000000000819,0.18241666666666667,-0.004006944444444482,1,缓慢匀速形变阶段,71.1099753719381,-9.784975371938103
3227,2024-05-26 09:40:00,61.469,False,False,0.7824092809928369,61.469,61.447,0.8639999999999901,0.2055000000000001,-0.0003750000000000142,1,缓慢匀速形变阶段,71.139197500922,-9.670197500921994
3228,2024-05-26 09:50:00,61.391,False,False,0.7370723763352498,61.391,61.469,-0.46800000000001774,0.20466666666666633,0.0006805555555554991,1,缓慢匀速形变阶段,71.16841962990588,-9.777419629905886
3229,2024-05-26 10:00:00,61.677,False,False,1.8126939160932998,61.677,61.519,1.7160000000000082,0.2137499999999998,-0.0005138888888889248,1,缓慢匀速形变阶段,71.19764175888977,-9.520641758889774
3230,2024-05-26 10:10:00,61.447,False,False,1.805667970682002,61.447,61.583,-1.3799999999999812,0.20525000000000007,-0.00027083333333334514,1,缓慢匀速形变阶段,71.22686388787366,-9.77986388787366
3231,2024-05-26 10:20:00,61.583,False,False,0.7658280498223675,61.583,61.597,0.8159999999999741,0.2048333333333332,-0.0011805555555555666,1,缓慢匀速形变阶段,71.25608601685752,-9.673086016857525
3232,2024-05-26 10:30:00,61.597,False,False,0.09836323575697019,61.597,61.635,0.0840000000000174,0.21200000000000033,-9.027777777771695e-05,1,缓慢匀速形变阶段,71.28530814584141,-9.688308145841411
3233,2024-05-26 10:40:00,61.708,False,False,0.5269459058410401,61.708,61.677,0.6659999999999826,0.21474999999999986,0.000395833333333299,1,缓慢匀速形变阶段,71.3145302748253,-9.606530274825303
3234,2024-05-26 10:50:00,61.635,False,False,0.7325114699692272,61.635,61.706,-0.4380000000000024,0.19649999999999976,-0.002027777777777788,1,缓慢匀速形变阶段,71.34375240380919,-9.708752403809193
3235,2024-05-26 11:00:00,61.781,False,False,0.8558054797660508,61.781,61.708,0.8760000000000048,0.21866666666666687,0.000986111111111132,1,缓慢匀速形变阶段,71.37297453279308,-9.591974532793081
3236,2024-05-26 11:10:00,61.706,False,False,0.8050373580849786,61.706,61.733,-0.4499999999999744,0.23216666666666677,0.020652777777777753,1,缓慢匀速形变阶段,71.40219666177694,-9.696196661776938
3237,2024-05-26 11:20:00,61.733,False,False,0.06323350870098073,61.733,61.781,0.1619999999999635,0.21299999999999977,0.00015277777777776558,1,缓慢匀速形变阶段,71.43141879076083,-9.698418790760833
3238,2024-05-26 11:30:00,61.844,False,False,0.6019648713608955,61.844,61.844,0.6660000000000252,0.19949999999999987,-0.0029583333333333454,1,缓慢匀速形变阶段,71.46064091974472,-9.616640919744718
3239,2024-05-26 11:40:00,61.889,False,False,0.12329400979682359,61.889,61.889,0.27000000000001023,0.20041666666666677,-0.0021458333333333143,1,缓慢匀速形变阶段,71.48986304872861,-9.600863048728606
3240,2024-05-26 11:50:00,61.898,False,False,0.13054659860833173,61.898,61.898,0.054000000000002046,0.21608333333333363,0.0018472222222222594,1,缓慢匀速形变阶段,71.5190851777125,-9.621085177712494
3241,2024-05-26 12:00:00,61.946,False,False,0.1450517762315026,61.946,61.946,0.2879999999999683,0.22433333333333336,0.0028055555555555798,1,缓慢匀速形变阶段,71.54830730669639,-9.602307306696389
3242,2024-05-26 12:10:00,62.155,False,False,1.3127185748953922,62.155,62.044,1.254000000000019,0.22941666666666669,0.0028888888888888666,1,缓慢匀速形变阶段,71.57752943568025,-9.422529435680246
3243,2024-05-26 12:20:00,62.089,False,False,0.6744907594765953,62.089,62.077,-0.396000000000015,0.20883333333333334,-0.0016874999999999668,1,缓慢匀速形变阶段,71.60675156466414,-9.517751564664138
3244,2024-05-26 12:30:00,62.117,False,False,0.0,62.117,62.089,0.16799999999999216,0.21816666666666626,0.0015208333333332931,1,缓慢匀速形变阶段,71.63597369364803,-9.518973693648029
3245,2024-05-26 12:40:00,62.252,False,False,0.7517761589999717,62.252,62.117,0.8100000000000307,0.24175000000000027,0.003395833333333362,1,缓慢匀速形变阶段,71.66519582263192,-9.413195822631913
3246,2024-05-26 12:50:00,62.044,False,False,1.6510971716353489,62.044,62.155,-1.248000000000033,0.19991666666666616,-0.00159027777777782,1,缓慢匀速形变阶段,71.69441795161578,-9.650417951615779
3247,2024-05-26 13:00:00,62.427,False,False,2.494210620981093,62.427,62.169,2.298000000000016,0.22550000000000026,4.166666666671759e-05,1,缓慢匀速形变阶段,71.7236400805997,-9.296640080599694
3248,2024-05-26 13:10:00,62.077,False,False,2.524331753288667,62.077,62.252,-2.1000000000000085,0.18841666666666632,-0.003361111111111171,1,缓慢匀速形变阶段,71.75286220958355,-9.675862209583556
3249,2024-05-26 13:20:00,62.423,False,False,2.1303222997330926,62.423,62.359,2.076000000000022,0.24275000000000033,0.006118055555555608,1,缓慢匀速形变阶段,71.78208433856744,-9.359084338567442
3250,2024-05-26 13:30:00,62.169,False,False,1.8832316254693462,62.169,62.385,-1.5240000000000293,0.19133333333333327,-0.0019374999999999764,1,缓慢匀速形变阶段,71.81130646755133,-9.642306467551336
3251,2024-05-26 13:40:00,62.385,False,False,1.2621658766443808,62.385,62.423,1.2960000000000065,0.214583333333333,-0.0010625000000000402,1,缓慢匀速形变阶段,71.84052859653522,-9.455528596535224
3252,2024-05-26 13:50:00,62.359,False,False,0.3606188218983471,62.359,62.427,-0.1559999999999775,0.21641666666666678,-6.944444444442986e-05,1,缓慢匀速形变阶段,71.86975072551908,-9.510750725519081
3253,2024-05-26 14:00:00,62.605,False,False,1.4558315402564026,62.605,62.483,1.4759999999999707,0.24249999999999972,0.003986111111111097,1,缓慢匀速形变阶段,71.898972854503,-9.293972854503004
3254,2024-05-26 14:10:00,62.559,False,False,0.4941813485273979,62.559,62.486,-0.27599999999999625,0.2376666666666664,0.003694444444444419,1,缓慢匀速形变阶段,71.92819498348686,-9.369194983486864
3255,2024-05-26 14:20:00,62.486,False,False,0.6744907594765952,62.486,62.559,-0.4380000000000024,0.21966666666666632,0.0008680555555555062,1,缓慢匀速形变阶段,71.95741711247075,-9.471417112470753
3256,2024-05-26 14:30:00,62.61,False,False,0.6744907594765952,62.61,62.59,0.744000000000014,0.22708333333333344,0.0030763888888889223,1,缓慢匀速形变阶段,71.98663924145464,-9.37663924145464
3257,2024-05-26 14:40:00,62.599,False,False,0.266985925626119,62.599,62.599,-0.06600000000001671,0.21658333333333304,-0.00011805555555557724,1,缓慢匀速形变阶段,72.01586137043853,-9.416861370438532
3258,2024-05-26 14:50:00,62.676,False,False,0.35129727056079324,62.676,62.605,0.4620000000000317,0.20500000000000007,-0.001097222222222231,1,缓慢匀速形变阶段,72.04508349942239,-9.369083499422388
3259,2024-05-26 15:00:00,62.613,False,False,0.6527329930418647,62.613,62.61,-0.3780000000000143,0.20925000000000024,0.000284722222222251,1,缓慢匀速形变阶段,72.07430562840631,-9.461305628406308
3260,2024-05-26 15:10:00,62.59,False,False,0.29227932910649446,62.59,62.613,-0.1379999999999768,0.2176666666666668,0.003256944444444451,1,缓慢匀速形变阶段,72.10352775739017,-9.513527757390165
3261,2024-05-26 15:20:00,62.483,False,False,0.9218040379514196,62.483,62.676,-0.6420000000000385,0.20258333333333312,0.001909722222222213,1,缓慢匀速形变阶段,72.13274988637406,-9.64974988637406
3262,2024-05-26 15:30:00,62.704,False,False,1.5363400632523483,62.704,62.704,1.3260000000000218,0.20683333333333329,-0.012444444444444454,1,缓慢匀速形变阶段,72.16197201535795,-9.457972015357946
3263,2024-05-26 15:40:00,62.797,False,False,0.5770643164410971,62.797,62.723,0.5579999999999785,0.21991666666666632,0.0013541666666666192,1,缓慢匀速形变阶段,72.19119414434184,-9.394194144341839
3264,2024-05-26 15:50:00,62.723,False,False,0.6527329930418647,62.723,62.797,-0.4439999999999884,0.20566666666666636,1.3888888888854978e-05,1,缓慢匀速形变阶段,72.2204162733257,-9.497416273325697
3265,2024-05-26 16:00:00,62.853,False,False,0.8267951245197606,62.853,62.853,0.7800000000000153,0.20316666666666686,-0.0009027777777777477,1,缓慢匀速形变阶段,72.24963840230961,-9.396638402309613
3266,2024-05-26 16:10:00,63.002,False,False,0.9645943119397036,63.002,62.885,0.8940000000000055,0.21608333333333363,0.022909722222222265,1,缓慢匀速形变阶段,72.27886053129347,-9.276860531293472
3267,2024-05-26 16:20:00,62.925,False,False,0.7794115442840917,62.925,62.925,-0.4620000000000317,0.21683333333333307,-0.0001388888888889106,1,缓慢匀速形变阶段,72.30808266027736,-9.383082660277367
3268,2024-05-26 16:30:00,62.885,False,False,0.4931760391871913,62.885,62.996,-0.23999999999999488,0.2132499999999998,0.0015138888888888656,1,缓慢匀速形变阶段,72.33730478926125,-9.452304789261255
3269,2024-05-26 16:40:00,63.084,False,False,1.2857480102522596,63.084,63.002,1.194000000000031,0.20366666666666688,-0.0009930555555555595,1,缓慢匀速形变阶段,72.36652691824514,-9.28252691824514
3270,2024-05-26 16:50:00,63.053,False,False,0.27380317958958506,63.053,63.038,-0.18600000000003547,0.22000000000000006,0.0021458333333333655,1,缓慢匀速形变阶段,72.395749047229,-9.342749047229006
3271,2024-05-26 17:00:00,63.086,False,False,0.1506144414365145,63.086,63.053,0.1980000000000075,0.19558333333333344,-0.0031319444444443977,1,缓慢匀速形变阶段,72.42497117621292,-9.338971176212922
3272,2024-05-26 17:10:00,63.038,False,False,0.3761583081696875,63.038,63.084,-0.2880000000000109,0.19491666666666654,-0.0023124999999999903,1,缓慢匀速形变阶段,72.45419330519678,-9.416193305196785
3273,2024-05-26 17:20:00,62.996,False,False,0.2010501302285482,62.996,63.086,-0.2519999999999669,0.20191666666666683,-0.0011180555555555642,1,缓慢匀速形变阶段,72.48341543418067,-9.487415434180669
3274,2024-05-26 17:30:00,63.175,False,False,1.0653171808554287,63.175,63.14,1.0739999999999696,0.22474999999999964,0.003187499999999973,1,缓慢匀速形变阶段,72.51263756316456,-9.337637563164563
3275,2024-05-26 17:40:00,63.233,False,False,0.4269712147145512,63.233,63.175,0.347999999999999,0.21558333333333302,-4.85722573273506e-17,1,缓慢匀速形变阶段,72.54185969214845,-9.308859692148452
3276,2024-05-26 17:50:00,63.14,False,False,0.5074150667621616,63.14,63.233,-0.5579999999999785,0.1961666666666666,-0.0027152777777778143,1,缓慢匀速形变阶段,72.57108182113231,-9.43108182113231
3277,2024-05-26 18:00:00,63.784,False,False,4.053132545478563,63.784,63.237,3.86399999999999,0.26058333333333356,0.004250000000000064,1,缓慢匀速形变阶段,72.60030395011623,-8.816303950116229
3278,2024-05-26 18:10:00,63.391,False,False,2.3638116524775574,63.391,63.386,-2.358000000000004,0.23374999999999999,0.0026250000000000023,1,缓慢匀速形变阶段,72.62952607910009,-9.23852607910009
3279,2024-05-26 18:20:00,63.237,False,False,1.0441635795743613,63.237,63.391,-0.9239999999999782,0.2114166666666666,0.00042361111111106214,1,缓慢匀速形变阶段,72.65874820808398,-9.421748208083976
3280,2024-05-26 18:30:00,63.409,False,False,1.191818623541236,63.409,63.409,1.0319999999999823,0.21541666666666673,0.0008125000000000308,1,缓慢匀速形变阶段,72.68797033706787,-9.278970337067868
