时间,表面位移_mm,降雨量_mm,孔隙水压力_kPa,微震事件数,爆破点距离_m,单段最大药量_kg,时间解析,是否爆破,爆破字段冲突标记,原始增量_表面位移_mm,原始速度_表面位移_mm_mm_h,原始加速度_表面位移_mm_mm_h2,突变候选标记_表面位移_mm,突变候选标记_孔隙水压力_kPa,阶段标签,稳健趋势位移_mm,滚动72点速度_mm_h,滚动72点加速度_mm_h2,阶段内序号,阶段内相对进程,阶段进程步长,阶段内时间_h,爆破距离_建模,单段最大药量_建模,爆破强度,爆破强度_1h衰减,降雨量_1h累计,降雨量_6h累计,微震事件数_1h累计,微震事件数_6h累计,阶段进程平方,位移增量_mm,阶段归一化位移斜率_mm,阶段内相对进程_模型输入,阶段进程平方_模型输入,降雨量_mm_模型输入,降雨量_1h累计_模型输入,降雨量_6h累计_模型输入,孔隙水压力_kPa_模型输入,微震事件数_模型输入,微震事件数_1h累计_模型输入,微震事件数_6h累计_模型输入,是否爆破_模型输入,爆破强度_模型输入,爆破强度_1h衰减_模型输入,阶段趋势位移_mm,阶段趋势增量_mm,阶段归一化残差斜率_mm,岭回归预测增量_mm,岭回归累加拟合位移_mm
2023-05-24 15:20,6.23,0.0,43.28,1,,,2023-05-24 15:20:00,0,0,-0.1509999999999998,-0.9059999999999988,-1.94400000000001,0,0,1,6.279,0.03533333333333329,0.002409722222222213,3304,0.5152838427947598,0.00015595757953836556,550.6666666666666,0.0,0.0,0.0,0.0,0.0,0.0,2.0,29.0,0.2655174386453347,-0.1509999999999998,-968.2119999999987,0.5152838427947598,0.2655174386453347,0.0,0.0,0.0,43.28,1,2.0,29.0,0,0.0,0.0,7.542272282629066,0.0022640000198901333,-982.7287681275343,-0.0015789059452862345,7.679040406208767
2023-05-24 15:30,6.251,0.0,43.42,2,,,2023-05-24 15:30:00,0,0,0.02099999999999991,0.1259999999999994,6.19199999999999,0,0,1,6.288,0.034999999999999996,0.0023124999999999955,3305,0.5154398003742982,0.00015595757953836556,550.8333333333333,0.0,0.0,0.0,0.0,0.0,0.0,4.0,31.0,0.2656781878098963,0.020999999999999908,134.65199999999942,0.5154398003742982,0.2656781878098963,0.0,0.0,0.0,43.42,2,4.0,31.0,0,0.0,0.0,7.544536282648955,0.002264000019889245,120.13523187246957,-0.001984794690606373,7.677055611518161
2023-05-24 15:40,6.47,0.0,43.48,0,,,2023-05-24 15:40:00,0,0,0.2189999999999994,1.313999999999997,7.127999999999982,0,0,1,6.288,0.034416666666666686,0.0022152777777777774,3306,0.5155957579538366,0.00015595757953836556,551.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,31.0,0.26583898561999125,0.21899999999999942,1404.2279999999962,0.5155957579538366,0.26583898561999125,0.0,0.0,0.0,43.48,0,3.0,31.0,0,0.0,0.0,7.546800282668846,0.0022640000198910215,1389.711231872455,-0.0010850902747646229,7.675970521243396
2023-05-24 15:50,6.278,0.0,43.46,0,,,2023-05-24 15:50:00,0,0,-0.1920000000000002,-1.152000000000001,-14.79599999999999,0,0,1,6.289,0.034499999999999975,0.0022777777777777735,3307,0.515751715533375,0.00015595757953836556,551.1666666666666,0.0,0.0,0.0,0.0,0.0,0.0,3.0,30.0,0.26599983207561934,-0.19200000000000017,-1231.1040000000012,0.515751715533375,0.26599983207561934,0.0,0.0,0.0,43.46,0,3.0,30.0,0,0.0,0.0,7.549064282688735,0.002264000019889245,-1245.620768127531,-0.0010275835521174198,7.674942937691279
2023-05-24 16:00,6.253,0.0,43.8,0,,,2023-05-24 16:00:00,0,0,-0.02499999999999947,-0.1499999999999968,6.012000000000025,0,0,1,6.289,0.03408333333333332,0.0021527777777777756,3308,0.5159076731129133,0.00015595757953836556,551.3333333333333,0.0,0.0,0.0,0.0,0.0,0.0,3.0,30.0,0.26616072717678063,-0.024999999999999467,-160.29999999999657,0.5159076731129133,0.26616072717678063,0.0,0.0,0.0,43.8,0,3.0,30.0,0,0.0,0.0,7.551328282708625,0.0022640000198901333,-174.81676812753213,-0.0010266619817798448,7.673916275709499
2023-05-24 16:10,6.452,0.0,43.58,0,,,2023-05-24 16:10:00,0,0,0.1989999999999998,1.193999999999999,8.063999999999975,0,0,1,6.295,0.0335833333333333,0.002006944444444436,3309,0.5160636306924516,0.00015595757953836556,551.5,0.0,0.0,0.0,0.0,0.0,0.0,3.0,29.0,0.26632167092347514,0.19899999999999984,1275.987999999999,0.5160636306924516,0.26632167092347514,0.0,0.0,0.0,43.58,0,3.0,29.0,0,0.0,0.0,7.5535922827285145,0.002264000019889245,1261.4712318724692,-0.0009690288092309663,7.672947246900268
2023-05-24 16:20,6.222,0.0,43.28,2,,,2023-05-24 16:20:00,0,0,-0.2299999999999995,-1.379999999999997,-15.44399999999998,0,0,1,6.295,0.03325,0.0019722222222222207,3310,0.51621958827199,0.00015595757953836556,551.6666666666666,0.0,0.0,0.0,0.0,0.0,0.0,4.0,30.0,0.26648266331570286,-0.22999999999999954,-1474.759999999997,0.51621958827199,0.26648266331570286,0.0,0.0,0.0,43.28,2,4.0,30.0,0,0.0,0.0,7.555856282748404,0.002264000019889245,-1489.2767681275268,-0.001922669224976934,7.671024577675291
2023-05-24 16:30,6.175,0.0,42.95,1,,,2023-05-24 16:30:00,0,0,-0.0470000000000006,-0.2820000000000036,6.587999999999962,0,0,1,6.317,0.035083333333333355,0.002125,3311,0.5163755458515283,0.00015595757953836556,551.8333333333333,0.0,0.0,0.0,0.0,0.0,0.0,3.0,31.0,0.26664370435346385,-0.0470000000000006,-301.36400000000384,0.5163755458515283,0.26664370435346385,0.0,0.0,0.0,42.95,1,3.0,31.0,0,0.0,0.0,7.558120282768294,0.0022640000198901333,-315.88076812753934,-0.0015800751317979781,7.6694445025434925
2023-05-24 16:40,6.436,0.0,42.6,0,,,2023-05-24 16:40:00,0,0,0.2610000000000001,1.566000000000001,11.08800000000003,0,0,1,6.318,0.034999999999999996,0.002159722222222222,3312,0.5165315034310668,0.00015595757953836556,552.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,29.0,0.26680479403675816,0.2610000000000001,1673.5320000000008,0.5165315034310668,0.26680479403675816,0.0,0.0,0.0,42.6,0,3.0,29.0,0,0.0,0.0,7.560384282788185,0.0022640000198910215,1659.0152318724595,-0.0009650022038455541,7.668479500339647
2023-05-24 16:50,6.289,0.0,42.96,0,,,2023-05-24 16:50:00,0,0,-0.1470000000000002,-0.8820000000000014,-14.68800000000001,0,0,1,6.328,0.03533333333333336,0.0021458333333333342,3313,0.5166874610106051,0.00015595757953836556,552.1666666666666,0.0,0.0,0.0,0.0,0.0,0.0,3.0,29.0,0.26696593236558563,-0.14700000000000024,-942.5640000000016,0.5166874610106051,0.26696593236558563,0.0,0.0,0.0,42.96,0,3.0,29.0,0,0.0,0.0,7.562648282808074,0.002264000019889245,-957.0807681275314,-0.0009640920472190583,7.667515408292427
2023-05-24 17:00,6.262,0.0,42.76,1,,,2023-05-24 17:00:00,0,0,-0.02700000000000014,-0.1620000000000008,4.320000000000004,0,0,1,6.331,0.03416666666666668,0.0018749999999999971,3314,0.5168434185901435,0.00015595757953836556,552.3333333333333,0.0,0.0,0.0,0.0,0.0,0.0,4.0,28.0,0.26712711933994626,-0.027000000000000135,-173.12400000000088,0.5168434185901435,0.26712711933994626,0.0,0.0,0.0,42.76,1,4.0,28.0,0,0.0,0.0,7.564912282827963,0.002264000019889245,-187.64076812753072,-0.0013040787118572933,7.66621132958057
2023-05-24 17:10,6.145,0.0,42.37,1,,,2023-05-24 17:10:00,0,0,-0.117,-0.702,-3.239999999999995,0,0,1,6.335,0.03308333333333335,0.0016458333333333342,3315,0.5169993761696818,0.00015595757953836556,552.5,0.0,0.0,0.0,0.0,0.0,0.0,5.0,28.0,0.26728835495984016,-0.11699999999999999,-750.204,0.5169993761696818,0.26728835495984016,0.0,0.0,0.0,42.37,1,5.0,28.0,0,0.0,0.0,7.5671762828478535,0.0022640000198901333,-764.7207681275355,-0.0011993055651666274,7.665012024015403
2023-05-24 17:20,6.578,0.0,41.74,0,,,2023-05-24 17:20:00,0,0,0.4330000000000007,2.598000000000004,19.80000000000003,0,0,1,6.339,0.03316666666666671,0.0015486111111111163,3316,0.5171553337492202,0.00015595757953836556,552.6666666666666,0.0,0.0,0.0,0.0,0.0,0.0,3.0,27.0,0.2674496392252673,0.4330000000000007,2776.3960000000047,0.5171553337492202,0.2674496392252673,0.0,0.0,0.0,41.74,0,3.0,27.0,0,0.0,0.0,7.569440282867743,0.002264000019889245,2761.879231872475,-0.0008471941654159387,7.664164829849987
2023-05-24 17:30,6.444,0.0,42.07,0,,,2023-05-24 17:30:00,0,0,-0.1340000000000003,-0.804000000000002,-20.41200000000004,0,0,1,6.343,0.032999999999999995,0.0014930555555555548,3317,0.5173112913287585,0.00015595757953836556,552.8333333333333,0.0,0.0,0.0,0.0,0.0,0.0,2.0,26.0,0.2676109721362277,-0.13400000000000034,-859.2080000000022,0.5173112913287585,0.2676109721362277,0.0,0.0,0.0,42.07,0,2.0,26.0,0,0.0,0.0,7.571704282887632,0.002264000019889245,-873.724768127532,-0.0008932956387474088,7.66327153421124
2023-05-24 17:40,6.13,0.0,41.93,0,,,2023-05-24 17:40:00,0,0,-0.3140000000000001,-1.884,-6.47999999999999,0,0,1,6.344,0.03308333333333335,0.0015000000000000013,3318,0.517467248908297,0.00015595757953836556,553.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,26.0,0.2677723536927214,-0.31400000000000006,-2013.3680000000004,0.517467248908297,0.2677723536927214,0.0,0.0,0.0,41.93,0,2.0,26.0,0,0.0,0.0,7.573968282907523,0.0022640000198910215,-2027.8847681275415,-0.0008920693573653939,7.662379464853874
2023-05-24 17:50,6.339,0.0,41.68,2,,,2023-05-24 17:50:00,0,0,0.2090000000000005,1.254000000000003,18.82800000000002,0,0,1,6.344,0.03308333333333335,0.0015000000000000013,3319,0.5176232064878353,0.00015595757953836556,553.1666666666666,0.0,0.0,0.0,0.0,0.0,0.0,4.0,26.0,0.2679337838947482,0.20900000000000052,1340.1080000000034,0.5176232064878353,0.2679337838947482,0.0,0.0,0.0,41.68,2,4.0,26.0,0,0.0,0.0,7.576232282927412,0.002264000019889245,1325.5912318724736,-0.0016859903991791672,7.660693474454695
2023-05-24 18:00,6.317,0.0,41.19,0,,,2023-05-24 18:00:00,0,0,-0.02200000000000024,-0.1320000000000014,-8.316000000000027,0,0,1,6.364,0.0335833333333333,0.0013749999999999967,3320,0.5177791640673737,0.00015595757953836556,553.3333333333333,0.0,0.0,0.0,0.0,0.0,0.0,3.0,26.0,0.26809526274230827,-0.02200000000000024,-141.06400000000156,0.5177791640673737,0.26809526274230827,0.0,0.0,0.0,41.19,0,3.0,26.0,0,0.0,0.0,7.578496282947302,0.0022640000198901333,-155.58076812753708,-0.0007859362334391934,7.6599075382212565
2023-05-24 18:10,6.386,0.0,41.45,0,,,2023-05-24 18:10:00,0,0,0.06899999999999995,0.4139999999999997,3.276000000000007,0,0,1,6.372,0.032999999999999995,0.0012916666666666664,3321,0.517935121646912,0.00015595757953836556,553.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,26.0,0.26825679023540155,0.06899999999999995,442.42799999999966,0.517935121646912,0.26825679023540155,0.0,0.0,0.0,41.45,0,2.0,26.0,0,0.0,0.0,7.580760282967192,0.002264000019889245,427.91123187246984,-0.0008883512996175707,7.659019186921639
2023-05-24 18:20,6.115,0.0,41.39,0,,,2023-05-24 18:20:00,0,0,-0.2709999999999999,-1.625999999999999,-12.23999999999999,0,0,1,6.372,0.032999999999999995,0.0013749999999999969,3322,0.5180910792264504,0.00015595757953836556,553.6666666666666,0.0,0.0,0.0,0.0,0.0,0.0,2.0,24.0,0.26841836637402805,-0.2709999999999999,-1737.6519999999994,0.5180910792264504,0.26841836637402805,0.0,0.0,0.0,41.39,0,2.0,24.0,0,0.0,0.0,7.583024282987081,0.002264000019889245,-1752.1687681275293,-0.000774457198226797,7.658244729723412
2023-05-24 18:30,6.343,0.0,41.42,2,,,2023-05-24 18:30:00,0,0,0.2279999999999998,1.367999999999999,17.96399999999999,0,0,1,6.372,0.032999999999999995,0.0012916666666666664,3323,0.5182470368059888,0.00015595757953836556,553.8333333333333,0.0,0.0,0.0,0.0,0.0,0.0,4.0,23.0,0.2685799911581879,0.22799999999999976,1461.9359999999986,0.5182470368059888,0.2685799911581879,0.0,0.0,0.0,41.42,2,4.0,23.0,0,0.0,0.0,7.585288283006972,0.0022640000198910215,1447.4192318724572,-0.0015121950280589762,7.656732534695354
2023-05-24 18:40,6.383,0.0,41.28,0,,,2023-05-24 18:40:00,0,0,0.04000000000000004,0.2400000000000002,-6.76799999999999,0,0,1,6.372,0.032416666666666684,0.0011944444444444485,3324,0.5184029943855272,0.00015595757953836556,554.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,21.0,0.2687416645878809,0.040000000000000036,256.48000000000025,0.5184029943855272,0.2687416645878809,0.0,0.0,0.0,41.28,0,4.0,21.0,0,0.0,0.0,7.587552283026862,0.0022640000198901333,241.9632318724647,-0.00039625300510627787,7.656336281690248
2023-05-24 18:50,6.673,0.0,41.17,0,,,2023-05-24 18:50:00,0,0,0.29,1.74,9.0,0,0,1,6.381,0.0326666666666667,0.001256944444444445,3325,0.5185589519650655,0.00015595757953836556,554.1666666666666,0.0,0.0,0.0,0.0,0.0,0.0,2.0,20.0,0.26890338666310715,0.29000000000000004,1859.4800000000002,0.5185589519650655,0.26890338666310715,0.0,0.0,0.0,41.17,0,2.0,20.0,0,0.0,0.0,7.589816283046751,0.002264000019889245,1844.9632318724705,-0.0005454655414818405,7.655790816148766
2023-05-24 19:00,6.335,0.0,40.9,1,,,2023-05-24 19:00:00,0,0,-0.3380000000000001,-2.028,-22.608,0,0,1,6.383,0.0326666666666667,0.0012638888888888916,3326,0.5187149095446039,0.00015595757953836556,554.3333333333333,0.0,0.0,0.0,0.0,0.0,0.0,3.0,20.0,0.26906515738386655,-0.3380000000000001,-2167.2560000000003,0.5187149095446039,0.26906515738386655,0.0,0.0,0.0,40.9,1,3.0,20.0,0,0.0,0.0,7.5920802830666405,0.002264000019889245,-2181.7727681275305,-0.0009417639046866116,7.65484905224408
2023-05-24 19:10,6.288,0.0,40.57,1,,,2023-05-24 19:10:00,0,0,-0.04699999999999971,-0.2819999999999983,10.47600000000001,0,0,1,6.386,0.032833333333333346,0.001284722222222226,3327,0.5188708671241422,0.00015595757953836556,554.5,0.0,0.0,0.0,0.0,0.0,0.0,4.0,21.0,0.2692269767501592,-0.04699999999999971,-301.36399999999816,0.5188708671241422,0.2692269767501592,0.0,0.0,0.0,40.57,1,4.0,21.0,0,0.0,0.0,7.594344283086531,0.0022640000198901333,-315.88076812753366,-0.0008933843411775776,7.653955667902903
2023-05-24 19:20,6.503,0.0,40.26,2,,,2023-05-24 19:20:00,0,0,0.2149999999999999,1.289999999999999,9.431999999999984,0,0,1,6.386,0.032333333333333325,0.0012013888888888892,3328,0.5190268247036806,0.00015595757953836556,554.6666666666666,0.0,0.0,0.0,0.0,0.0,0.0,6.0,23.0,0.26938884476198516,0.21499999999999986,1378.579999999999,0.5190268247036806,0.26938884476198516,0.0,0.0,0.0,40.26,2,6.0,23.0,0,0.0,0.0,7.59660828310642,0.002264000019889245,1364.0632318724693,-0.0012989841936996418,7.652656683709203
2023-05-24 19:30,6.713,0.0,40.27,2,,,2023-05-24 19:30:00,0,0,0.21,1.26,-0.1799999999999962,0,0,1,6.39,0.03216666666666668,0.0011944444444444485,3329,0.519182782283219,0.00015595757953836556,554.8333333333333,0.0,0.0,0.0,0.0,0.0,0.0,6.0,23.0,0.2695507614193444,0.20999999999999996,1346.5199999999998,0.519182782283219,0.2695507614193444,0.0,0.0,0.0,40.27,2,6.0,23.0,0,0.0,0.0,7.598872283126311,0.0022640000198910215,1332.0032318724586,-0.0012978497899315258,7.6513588339192715
2023-05-24 19:40,6.255,0.0,40.09,0,,,2023-05-24 19:40:00,0,0,-0.4580000000000002,-2.748000000000001,-24.04800000000001,0,0,1,6.386,0.02950000000000001,0.0007777777777777786,3330,0.5193387398627574,0.00015595757953836556,555.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,20.0,0.2697127267222368,-0.4580000000000002,-2936.6960000000013,0.5193387398627574,0.2697127267222368,0.0,0.0,0.0,40.09,0,6.0,20.0,0,0.0,0.0,7.6011362831462,0.002264000019889245,-2951.212768127531,-0.00012552251930233972,7.651233311399969
2023-05-24 19:50,6.485,0.0,40.1,0,,,2023-05-24 19:50:00,0,0,0.2300000000000004,1.380000000000003,24.76800000000002,0,0,1,6.39,0.029333333333333284,0.0007222222222222167,3331,0.5194946974422957,0.00015595757953836556,555.1666666666666,0.0,0.0,0.0,0.0,0.0,0.0,6.0,20.0,0.26987474067066236,0.23000000000000043,1474.7600000000027,0.5194946974422957,0.26987474067066236,0.0,0.0,0.0,40.1,0,6.0,20.0,0,0.0,0.0,7.60340028316609,0.0022640000198901333,1460.2432318724673,-0.00012438764196524236,7.651108923758004
2023-05-24 20:00,6.57,0.0,39.86,1,,,2023-05-24 20:00:00,0,0,0.08499999999999996,0.5099999999999998,-5.220000000000017,0,0,1,6.39,0.029333333333333284,0.0007222222222222167,3332,0.519650655021834,0.00015595757953836556,555.3333333333333,0.0,0.0,0.0,0.0,0.0,0.0,6.0,20.0,0.2700368032646212,0.08499999999999996,545.0199999999998,0.519650655021834,0.2700368032646212,0.0,0.0,0.0,39.86,1,6.0,20.0,0,0.0,0.0,7.6056642831859795,0.002264000019889245,530.5032318724699,-0.000624093586161628,7.650484830171843
2023-05-24 20:10,6.647,0.0,39.66,2,,,2023-05-24 20:10:00,0,0,0.07699999999999996,0.4619999999999997,-0.2880000000000003,0,0,1,6.39,0.028166666666666673,0.0005416666666666686,3333,0.5198066126013724,0.00015595757953836556,555.5,0.0,0.0,0.0,0.0,0.0,0.0,7.0,22.0,0.27019891450411326,0.07699999999999996,493.7239999999997,0.5198066126013724,0.27019891450411326,0.0,0.0,0.0,39.66,2,7.0,22.0,0,0.0,0.0,7.607928283205869,0.002264000019889245,479.2072318724699,-0.0011331516469908326,7.649351678524852
2023-05-24 20:20,6.331,0.0,39.22,2,,,2023-05-24 20:20:00,0,0,-0.3159999999999998,-1.895999999999999,-14.14799999999999,0,0,1,6.397,0.028750000000000053,0.0005763888888888962,3334,0.5199625701809107,0.00015595757953836556,555.6666666666666,0.0,0.0,0.0,0.0,0.0,0.0,7.0,24.0,0.27036107438913853,-0.31599999999999984,-2026.1919999999989,0.5199625701809107,0.27036107438913853,0.0,0.0,0.0,39.22,2,7.0,24.0,0,0.0,0.0,7.610192283225758,0.002264000019889245,-2040.7087681275289,-0.0012444498759584185,7.648107228648893
2023-05-24 20:30,6.443,0.0,38.6,0,,,2023-05-24 20:30:00,0,0,0.1119999999999992,0.6719999999999953,15.40799999999997,0,0,1,6.408,0.029583333333333368,0.0006527777777777799,3335,0.5201185277604492,0.00015595757953836556,555.8333333333333,0.0,0.0,0.0,0.0,0.0,0.0,5.0,24.0,0.2705232829196972,0.11199999999999921,718.1439999999949,0.5201185277604492,0.2705232829196972,0.0,0.0,0.0,38.6,0,5.0,24.0,0,0.0,0.0,7.612456283245649,0.0022640000198910215,703.6272318724538,-0.00044770037907913233,7.647659528269814
2023-05-24 20:40,6.295,0.0,38.45,1,,,2023-05-24 20:40:00,0,0,-0.1479999999999997,-0.8879999999999981,-9.35999999999996,0,0,1,6.417,0.030333333333333323,0.0007152777777777762,3336,0.5202744853399875,0.00015595757953836556,556.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,24.0,0.27068554009578893,-0.1479999999999997,-948.975999999998,0.5202744853399875,0.27068554009578893,0.0,0.0,0.0,38.45,1,6.0,24.0,0,0.0,0.0,7.614720283265539,0.0022640000198901333,-963.4927681275335,-0.0008440719602339874,7.64681545630958
2023-05-24 20:50,6.453,0.0,38.17,2,,,2023-05-24 20:50:00,0,0,0.1580000000000004,0.9480000000000022,11.016,0,0,1,6.417,0.029249999999999998,0.000534722222222222,3337,0.5204304429195259,0.00015595757953836556,556.1666666666666,0.0,0.0,0.0,0.0,0.0,0.0,8.0,26.0,0.2708478459174139,0.15800000000000036,1013.0960000000023,0.5204304429195259,0.2708478459174139,0.0,0.0,0.0,38.17,2,8.0,26.0,0,0.0,0.0,7.616984283285428,0.002264000019889245,998.5792318724725,-0.0012496885781412732,7.645565767731438
2023-05-24 21:00,6.16,0.0,38.24,0,,,2023-05-24 21:00:00,0,0,-0.2930000000000001,-1.758000000000001,-16.23600000000002,0,0,1,6.421,0.02941666666666672,0.0005347222222222281,3338,0.5205864004990642,0.00015595757953836556,556.3333333333333,0.0,0.0,0.0,0.0,0.0,0.0,7.0,26.0,0.27101020038457213,-0.29300000000000015,-1878.716000000001,0.5205864004990642,0.27101020038457213,0.0,0.0,0.0,38.24,0,7.0,26.0,0,0.0,0.0,7.619248283305318,0.002264000019889245,-1893.2327681275308,-0.0003499828839999162,7.645215784847438
2023-05-24 21:10,6.57,0.0,37.85,0,,,2023-05-24 21:10:00,0,0,0.4100000000000001,2.460000000000001,25.30800000000001,0,0,1,6.428,0.02950000000000001,0.0005000000000000004,3339,0.5207423580786026,0.00015595757953836556,556.5,0.0,0.0,0.0,0.0,0.0,0.0,5.0,26.0,0.2711726034972636,0.41000000000000014,2628.920000000001,0.5207423580786026,0.2711726034972636,0.0,0.0,0.0,37.85,0,5.0,26.0,0,0.0,0.0,7.621512283325208,0.0022640000198901333,2614.4032318724653,-0.0005553743702229066,7.644660410477215
2023-05-24 21:20,5.195,0.0,37.91,0,,,2023-05-24 21:20:00,0,0,-1.375,-8.25,-64.26,0,0,1,6.428,0.028583333333333332,0.00035416666666666783,3340,0.5208983156581409,0.00015595757953836556,556.6666666666666,0.0,0.0,0.0,0.0,0.0,0.0,3.0,25.0,0.27133505525548823,-1.375,-8816.5,0.5208983156581409,0.27133505525548823,0.0,0.0,0.0,37.91,0,3.0,25.0,0,0.0,0.0,7.623776283345097,0.002264000019889245,-8831.01676812753,-0.000704690434705718,7.643955720042509
2023-05-24 21:30,6.318,0.0,37.78,0,,,2023-05-24 21:30:00,0,0,1.122999999999999,6.737999999999996,89.92799999999998,0,0,1,6.428,0.02833333333333332,0.00030555555555555284,3341,0.5210542732376794,0.00015595757953836556,556.8333333333333,0.0,0.0,0.0,0.0,0.0,0.0,3.0,23.0,0.27149755565924627,1.1229999999999993,7200.675999999996,0.5210542732376794,0.27149755565924627,0.0,0.0,0.0,37.78,0,3.0,23.0,0,0.0,0.0,7.626040283364988,0.0022640000198910215,7186.159231872454,-0.0005907477426835748,7.643364972299826
2023-05-24 21:40,6.364,0.0,37.86,0,,,2023-05-24 21:40:00,0,0,0.04600000000000026,0.2760000000000016,-38.77199999999997,0,0,1,6.436,0.02891666666666663,0.0003333333333333276,3342,0.5212102308172177,0.00015595757953836556,557.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,23.0,0.2716601047085374,0.04600000000000026,294.9520000000017,0.5212102308172177,0.2716601047085374,0.0,0.0,0.0,37.86,0,2.0,23.0,0,0.0,0.0,7.628304283384877,0.002264000019889245,280.43523187247183,-0.0006930444576813744,7.642671927842144
2023-05-24 21:50,6.662,0.0,37.78,0,,,2023-05-24 21:50:00,0,0,0.298,1.788,9.071999999999992,0,0,1,6.437,0.0289166666666667,0.00032638888888889315,3343,0.5213661883967561,0.00015595757953836556,557.1666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.27182270240336176,0.29800000000000004,1910.7760000000003,0.5213661883967561,0.27182270240336176,0.0,0.0,0.0,37.78,0,0.0,23.0,0,0.0,0.0,7.6305682834047674,0.0022640000198901333,1896.2592318724649,-0.0008986302600775434,7.641773297582067
2023-05-24 22:00,6.428,0.0,37.35,2,,,2023-05-24 22:00:00,0,0,-0.234,-1.404,-19.152,0,0,1,6.443,0.027083333333333275,-6.944444444452931e-06,3344,0.5215221459762944,0.00015595757953836556,557.3333333333333,0.0,0.0,0.0,0.0,0.0,0.0,2.0,25.0,0.2719853487437194,-0.23399999999999999,-1500.408,0.5215221459762944,0.2719853487437194,0.0,0.0,0.0,37.35,2,2.0,25.0,0,0.0,0.0,7.632832283424657,0.002264000019889245,-1514.9247681275297,-0.0018051492669723824,7.639968148315095
2023-05-24 22:10,6.408,0.0,37.36,0,,,2023-05-24 22:10:00,0,0,-0.01999999999999957,-0.1199999999999974,7.704000000000015,0,0,1,6.444,0.026250000000000034,-0.00015277777777777309,3345,0.5216781035558328,0.00015595757953836556,557.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,25.0,0.27214804372961016,-0.019999999999999574,-128.23999999999728,0.5216781035558328,0.27214804372961016,0.0,0.0,0.0,37.36,0,2.0,25.0,0,0.0,0.0,7.635096283444546,0.002264000019889245,-142.7567681275271,-0.0008020140171865024,7.639166134297908
2023-05-24 22:20,6.421,0.0,37.15,0,,,2023-05-24 22:20:00,0,0,0.0129999999999999,0.0779999999999994,1.187999999999981,0,0,1,6.444,0.025666666666666654,-0.00024305555555555655,3346,0.5218340611353712,0.00015595757953836556,557.6666666666666,0.0,0.0,0.0,0.0,0.0,0.0,2.0,23.0,0.27231078736103437,0.0129999999999999,83.35599999999937,0.5218340611353712,0.27231078736103437,0.0,0.0,0.0,37.15,0,2.0,23.0,0,0.0,0.0,7.637360283464437,0.0022640000198910215,68.83923187245813,-0.000688019750707316,7.638478114547201
2023-05-24 22:30,7.203,0.0,37.4,0,,,2023-05-24 22:30:00,0,0,0.782,4.692,27.684,0,0,1,6.444,0.025333333333333357,-0.0002916666666666652,3347,0.5219900187149096,0.00015595757953836556,557.8333333333333,0.0,0.0,0.0,0.0,0.0,0.0,2.0,22.0,0.2724735796379916,0.782,5014.184,0.5219900187149096,0.2724735796379916,0.0,0.0,0.0,37.4,0,2.0,22.0,0,0.0,0.0,7.639624283484327,0.0022640000198901333,4999.667231872465,-0.0006306736247085475,7.637847440922493
2023-05-24 22:40,6.39,0.0,37.42,0,,,2023-05-24 22:40:00,0,0,-0.8130000000000006,-4.878000000000004,-57.42000000000002,0,0,1,6.444,0.024999999999999984,-0.00034722222222222733,3348,0.5221459762944479,0.00015595757953836556,558.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,22.0,0.27263642056048215,-0.8130000000000006,-5212.956000000004,0.5221459762944479,0.27263642056048215,0.0,0.0,0.0,37.42,0,2.0,22.0,0,0.0,0.0,7.641888283504216,0.002264000019889245,-5227.4727681275335,-0.0006295410208458706,7.637217899901647
2023-05-24 22:50,6.54,0.0,37.25,1,,,2023-05-24 22:50:00,0,0,0.1500000000000004,0.9000000000000021,34.66800000000003,0,0,1,6.453,0.024916666666666698,-0.0004236111111111107,3349,0.5223019338739863,0.00015595757953836556,558.1666666666666,0.0,0.0,0.0,0.0,0.0,0.0,3.0,23.0,0.27279931012850595,0.15000000000000036,961.8000000000022,0.5223019338739863,0.27279931012850595,0.0,0.0,0.0,37.25,1,3.0,23.0,0,0.0,0.0,7.644152283524106,0.002264000019889245,947.2832318724725,-0.0010822555578641683,7.636135644343783
2023-05-24 23:00,6.417,0.0,36.91,1,,,2023-05-24 23:00:00,0,0,-0.1230000000000002,-0.7380000000000013,-9.82800000000002,0,0,1,6.453,0.02450000000000004,-0.0004930555555555539,3350,0.5224578914535246,0.00015595757953836556,558.3333333333333,0.0,0.0,0.0,0.0,0.0,0.0,2.0,23.0,0.2729622483420629,-0.12300000000000022,-788.6760000000014,0.5224578914535246,0.2729622483420629,0.0,0.0,0.0,36.91,1,2.0,23.0,0,0.0,0.0,7.646416283543995,0.002264000019889245,-803.1927681275313,-0.001184285828285786,7.634951358515497
