编号,a_降雨量_mm,b_孔隙水压力_kPa,c_微震事件数,d_深部位移_mm,e_表面位移_mm,缺失标记_a_降雨量_mm,缺失标记_b_孔隙水压力_kPa,缺失标记_c_微震事件数,缺失标记_d_深部位移_mm,缺失标记_e_表面位移_mm,突变候选标记_b_孔隙水压力_kPa,突变候选标记_d_深部位移_mm,突变候选标记_e_表面位移_mm,a_原始缺失,a_补齐值,a_建模值,a_是否插补,b_原始缺失,b_补齐值,b_建模值,b_是否插补,c_原始缺失,c_补齐值,c_建模值,c_是否插补,d_原始缺失,d_补齐值,d_建模值,d_是否插补,e_原始缺失,e_补齐值,e_建模值,e_是否插补,a异常,b异常,c异常,d异常,e异常,异常变量数量,共同异常,异常变量编码
326,0.0,95.13,4.0,36.529,115.246,0,0,0,0,0,0,0,0,False,0.0,0.0,False,False,95.13,95.13,False,False,4.0,4.0,False,False,36.529,36.529,False,False,115.246,115.246,False,False,False,False,False,False,0,False,
327,0.6,66.36,1.0,28.535,85.551,0,0,0,0,0,0,0,0,False,0.6,0.6,False,False,66.36,66.36,False,False,1.0,1.0,False,False,28.535,28.535,False,False,85.551,85.551,False,False,False,False,False,False,0,False,
328,0.0,71.87,4.0,33.209,98.094,0,0,0,0,0,0,0,0,False,0.0,0.0,False,False,71.87,71.87,False,False,4.0,4.0,False,False,33.209,33.209,False,False,98.094,98.094,False,False,False,False,False,False,0,False,
329,0.0,76.81,2.0,30.493,91.052,0,0,0,0,0,0,0,0,False,0.0,0.0,False,False,76.81,76.81,False,False,2.0,2.0,False,False,30.493,30.493,False,False,91.052,91.052,False,False,False,False,False,False,0,False,
330,0.3,96.32,1.0,38.561,110.573,0,0,0,0,0,0,0,0,False,0.3,0.3,False,False,96.32,96.32,False,False,1.0,1.0,False,False,38.561,38.561,False,False,110.573,110.573,False,False,False,False,False,False,0,False,
331,0.8,85.74,,37.993,107.929,0,0,1,0,0,0,0,0,False,0.8,0.8,False,False,85.74,85.74,False,True,2.0,2.0,True,False,37.993,37.993,False,False,107.929,107.929,False,False,False,False,False,False,0,False,
332,0.0,63.72,3.0,26.68,89.025,0,0,0,0,0,0,0,0,False,0.0,0.0,False,False,63.72,63.72,False,False,3.0,3.0,False,False,26.68,26.68,False,False,89.025,89.025,False,False,False,False,False,False,0,False,
333,0.0,84.23,0.0,33.093,96.648,0,0,0,0,0,0,0,0,False,0.0,0.0,False,False,84.23,84.23,False,False,0.0,0.0,False,False,33.093,33.093,False,False,96.648,96.648,False,False,False,False,False,False,0,False,
334,0.5,94.25,2.0,39.725,113.142,0,0,0,0,0,0,0,0,False,0.5,0.5,False,False,94.25,94.25,False,False,2.0,2.0,False,False,39.725,39.725,False,False,113.142,113.142,False,False,False,False,False,False,0,False,
335,0.4,91.92,0.0,39.053,106.386,0,0,0,0,0,0,0,0,False,0.4,0.4,False,False,91.92,91.92,False,False,0.0,0.0,False,False,39.053,39.053,False,False,106.386,106.386,False,False,False,False,False,False,0,False,
336,7.9,100.13,1.0,46.517,131.34,0,0,0,0,0,0,0,0,False,7.9,7.9,False,False,100.13,100.13,False,False,1.0,1.0,False,False,46.517,46.517,False,False,131.34,131.34,False,False,False,False,False,False,0,False,
337,0.0,68.87,,28.532,83.503,0,0,1,0,0,0,0,0,False,0.0,0.0,False,False,68.87,68.87,False,True,2.0,2.0,True,False,28.532,28.532,False,False,83.503,83.503,False,False,False,False,False,False,0,False,
338,0.0,63.01,2.0,27.185,83.798,0,0,0,0,0,0,0,0,False,0.0,0.0,False,False,63.01,63.01,False,False,2.0,2.0,False,False,27.185,27.185,False,False,83.798,83.798,False,False,False,False,False,False,0,False,
339,0.4,71.8,2.0,33.757,93.958,0,0,0,0,0,0,0,0,False,0.4,0.4,False,False,71.8,71.8,False,False,2.0,2.0,False,False,33.757,33.757,False,False,93.958,93.958,False,False,False,False,False,False,0,False,
340,0.3,83.11,1.0,32.264,96.757,0,0,0,0,0,0,0,0,False,0.3,0.3,False,False,83.11,83.11,False,False,1.0,1.0,False,False,32.264,32.264,False,False,96.757,96.757,False,False,False,False,False,False,0,False,
341,0.6,67.05,2.0,27.415,80.468,0,0,0,0,0,0,0,0,False,0.6,0.6,False,False,67.05,67.05,False,False,2.0,2.0,False,False,27.415,27.415,False,False,80.468,80.468,False,False,False,False,False,False,0,False,
342,4.7,84.88,3.0,34.322,111.183,0,0,0,0,0,0,0,0,False,4.7,4.7,False,False,84.88,84.88,False,False,3.0,3.0,False,False,34.322,34.322,False,False,111.183,111.183,False,False,False,False,False,False,0,False,
343,0.6,89.21,1.0,38.166,,0,0,0,0,1,0,0,0,False,0.6,0.6,False,False,89.21,89.21,False,False,1.0,1.0,False,False,38.166,38.166,False,True,100.36844929464068,100.36844929464068,True,False,False,False,False,False,0,False,
344,0.0,74.62,2.0,29.298,89.123,0,0,0,0,0,0,0,0,False,0.0,0.0,False,False,74.62,74.62,False,False,2.0,2.0,False,False,29.298,29.298,False,False,89.123,89.123,False,False,False,False,False,False,0,False,
345,0.0,,2.0,26.157,88.627,0,1,0,0,0,0,0,0,False,0.0,0.0,False,True,82.49391468682506,82.49391468682506,True,False,2.0,2.0,False,False,26.157,26.157,False,False,88.627,88.627,False,False,False,False,False,False,0,False,
346,0.0,91.3,0.0,37.306,104.578,0,0,0,0,0,0,0,0,False,0.0,0.0,False,False,91.3,91.3,False,False,0.0,0.0,False,False,37.306,37.306,False,False,104.578,104.578,False,False,False,False,False,False,0,False,
347,0.8,92.45,1.0,37.952,104.135,0,0,0,0,0,0,0,0,False,0.8,0.8,False,False,92.45,92.45,False,False,1.0,1.0,False,False,37.952,37.952,False,False,104.135,104.135,False,False,False,False,False,False,0,False,
348,0.0,73.16,2.0,28.22,88.477,0,0,0,0,0,0,0,0,False,0.0,0.0,False,False,73.16,73.16,False,False,2.0,2.0,False,False,28.22,28.22,False,False,88.477,88.477,False,False,False,False,False,False,0,False,
349,0.1,80.1,4.0,32.776,100.552,0,0,0,0,0,0,0,0,False,0.1,0.1,False,False,80.1,80.1,False,False,4.0,4.0,False,False,32.776,32.776,False,False,100.552,100.552,False,False,False,False,False,False,0,False,
350,0.0,84.54,3.0,37.508,108.616,0,0,0,0,0,0,0,0,False,0.0,0.0,False,False,84.54,84.54,False,False,3.0,3.0,False,False,37.508,37.508,False,False,108.616,108.616,False,False,False,False,False,False,0,False,
351,0.0,77.36,0.0,29.877,91.345,0,0,0,0,0,0,0,0,False,0.0,0.0,False,False,77.36,77.36,False,False,0.0,0.0,False,False,29.877,29.877,False,False,91.345,91.345,False,False,False,False,False,False,0,False,
352,22.8,91.14,,47.196,154.693,0,0,1,0,0,0,0,0,False,22.8,22.8,False,False,91.14,91.14,False,True,2.0,2.0,True,False,47.196,47.196,False,False,154.693,154.693,False,False,False,False,False,False,0,False,
353,4.5,90.97,2.0,36.969,113.273,0,0,0,0,0,0,0,0,False,4.5,4.5,False,False,90.97,90.97,False,False,2.0,2.0,False,False,36.969,36.969,False,False,113.273,113.273,False,False,False,False,False,False,0,False,
354,0.7,98.42,1.0,38.962,110.265,0,0,0,0,0,0,0,0,False,0.7,0.7,False,False,98.42,98.42,False,False,1.0,1.0,False,False,38.962,38.962,False,False,110.265,110.265,False,False,False,False,False,False,0,False,
355,0.0,,0.0,21.608,67.21,0,1,0,0,0,0,0,0,False,0.0,0.0,False,True,91.19223054407715,91.19223054407715,True,False,0.0,0.0,False,False,21.608,21.608,False,False,67.21,67.21,False,False,False,False,False,False,0,False,
356,5.6,80.53,1.0,32.722,106.481,0,0,0,0,0,0,0,0,False,5.6,5.6,False,False,80.53,80.53,False,False,1.0,1.0,False,False,32.722,32.722,False,False,106.481,106.481,False,False,False,False,False,False,0,False,
357,20.2,,0.0,42.807,138.225,0,1,0,0,0,0,0,0,False,20.2,20.2,False,True,73.23776945592286,73.23776945592286,True,False,0.0,0.0,False,False,42.807,42.807,False,False,138.225,138.225,False,False,False,False,False,False,0,False,
358,0.5,69.38,3.0,29.046,87.582,0,0,0,0,0,0,0,0,False,0.5,0.5,False,False,69.38,69.38,False,False,3.0,3.0,False,False,29.046,29.046,False,False,87.582,87.582,False,False,False,False,False,False,0,False,
359,0.2,69.96,2.0,29.352,89.106,0,0,0,0,0,0,0,0,False,0.2,0.2,False,False,69.96,69.96,False,False,2.0,2.0,False,False,29.352,29.352,False,False,89.106,89.106,False,False,False,False,False,False,0,False,
360,0.0,76.24,2.0,28.02,90.638,0,0,0,0,0,0,0,0,False,0.0,0.0,False,False,76.24,76.24,False,False,2.0,2.0,False,False,28.02,28.02,False,False,90.638,90.638,False,False,False,False,False,False,0,False,
361,3.2,,4.0,38.107,111.256,0,1,0,0,0,0,0,0,False,3.2,3.2,False,True,73.375,73.375,True,False,4.0,4.0,False,False,38.107,38.107,False,False,111.256,111.256,False,False,False,False,False,False,0,False,
362,0.0,70.51,2.0,30.359,86.806,0,0,0,0,0,0,0,0,False,0.0,0.0,False,False,70.51,70.51,False,False,2.0,2.0,False,False,30.359,30.359,False,False,86.806,86.806,False,False,False,False,False,False,0,False,
363,0.0,71.43,0.0,30.481,85.313,0,0,0,0,0,0,0,0,False,0.0,0.0,False,False,71.43,71.43,False,False,0.0,0.0,False,False,30.481,30.481,False,False,85.313,85.313,False,False,False,False,False,False,0,False,
364,0.1,62.52,1.0,25.018,78.888,0,0,0,0,0,0,0,0,False,0.1,0.1,False,False,62.52,62.52,False,False,1.0,1.0,False,False,25.018,25.018,False,False,78.888,78.888,False,False,False,False,False,False,0,False,
365,0.0,75.97,2.0,29.889,93.675,0,0,0,0,0,0,0,0,False,0.0,0.0,False,False,75.97,75.97,False,False,2.0,2.0,False,False,29.889,29.889,False,False,93.675,93.675,False,False,False,False,False,False,0,False,
366,,,0.0,31.608,92.15,1,1,0,0,0,0,0,0,True,0.1,0.1,True,True,84.57236415425065,84.57236415425065,True,False,0.0,0.0,False,False,31.608,31.608,False,False,92.15,92.15,False,False,False,False,False,False,0,False,
367,,88.68,2.0,37.607,103.051,1,0,0,0,0,0,0,0,True,0.1,0.1,True,False,88.68,88.68,False,False,2.0,2.0,False,False,37.607,37.607,False,False,103.051,103.051,False,False,False,False,False,False,0,False,
368,5.4,81.97,1.0,,107.295,0,0,0,1,0,0,0,0,False,5.4,5.4,False,False,81.97,81.97,False,False,1.0,1.0,False,True,38.95077954461894,38.95077954461894,True,False,107.295,107.295,False,False,False,False,False,False,0,False,
369,0.2,93.56,1.0,39.432,103.861,0,0,0,0,0,0,0,0,False,0.2,0.2,False,False,93.56,93.56,False,False,1.0,1.0,False,False,39.432,39.432,False,False,103.861,103.861,False,False,False,False,False,False,0,False,
370,0.0,91.9,2.0,35.723,104.762,0,0,0,0,0,0,0,0,False,0.0,0.0,False,False,91.9,91.9,False,False,2.0,2.0,False,False,35.723,35.723,False,False,104.762,104.762,False,False,False,False,False,False,0,False,
371,0.0,62.18,1.0,24.294,78.802,0,0,0,0,0,0,0,0,False,0.0,0.0,False,False,62.18,62.18,False,False,1.0,1.0,False,False,24.294,24.294,False,False,78.802,78.802,False,False,False,False,False,False,0,False,
372,0.0,60.25,2.0,24.045,82.855,0,0,0,0,0,0,0,0,False,0.0,0.0,False,False,60.25,60.25,False,False,2.0,2.0,False,False,24.045,24.045,False,False,82.855,82.855,False,False,False,False,False,False,0,False,
373,8.6,81.17,1.0,36.003,109.654,0,0,0,0,0,0,0,0,False,8.6,8.6,False,False,81.17,81.17,False,False,1.0,1.0,False,False,36.003,36.003,False,False,109.654,109.654,False,False,False,False,False,False,0,False,
374,0.3,,2.0,36.194,102.64,0,1,0,0,0,0,0,0,False,0.3,0.3,False,True,87.56357190113889,87.56357190113889,True,False,2.0,2.0,False,False,36.194,36.194,False,False,102.64,102.64,False,False,False,False,False,False,0,False,
375,0.0,90.02,1.0,38.857,106.597,0,0,0,0,0,0,0,0,False,0.0,0.0,False,False,90.02,90.02,False,False,1.0,1.0,False,False,38.857,38.857,False,False,106.597,106.597,False,False,False,False,False,False,0,False,
376,0.2,66.29,2.0,25.494,83.906,0,0,0,0,0,0,0,0,False,0.2,0.2,False,False,66.29,66.29,False,False,2.0,2.0,False,False,25.494,25.494,False,False,83.906,83.906,False,False,False,False,False,False,0,False,
377,0.0,58.02,1.0,28.855,79.205,0,0,0,0,0,0,0,0,False,0.0,0.0,False,False,58.02,58.02,False,False,1.0,1.0,False,False,28.855,28.855,False,False,79.205,79.205,False,False,False,False,False,False,0,False,
378,0.2,91.45,3.0,38.718,114.538,0,0,0,0,0,0,0,0,False,0.2,0.2,False,False,91.45,91.45,False,False,3.0,3.0,False,False,38.718,38.718,False,False,114.538,114.538,False,False,False,False,False,False,0,False,
379,0.0,70.15,2.0,28.306,89.901,0,0,0,0,0,0,0,0,False,0.0,0.0,False,False,70.15,70.15,False,False,2.0,2.0,False,False,28.306,28.306,False,False,89.901,89.901,False,False,False,False,False,False,0,False,
380,0.9,99.45,2.0,36.188,110.827,0,0,0,0,0,0,0,0,False,0.9,0.9,False,False,99.45,99.45,False,False,2.0,2.0,False,False,36.188,36.188,False,False,110.827,110.827,False,False,False,False,False,False,0,False,
381,1.0,76.44,0.0,32.773,,0,0,0,0,1,0,0,0,False,1.0,1.0,False,False,76.44,76.44,False,False,0.0,0.0,False,False,32.773,32.773,False,True,103.64734828094754,103.64734828094754,True,False,False,False,False,False,0,False,
382,0.0,77.76,2.0,30.051,96.176,0,0,0,0,0,0,0,0,False,0.0,0.0,False,False,77.76,77.76,False,False,2.0,2.0,False,False,30.051,30.051,False,False,96.176,96.176,False,False,False,False,False,False,0,False,
383,0.7,80.74,1.0,34.461,95.84,0,0,0,0,0,0,0,0,False,0.7,0.7,False,False,80.74,80.74,False,False,1.0,1.0,False,False,34.461,34.461,False,False,95.84,95.84,False,False,False,False,False,False,0,False,
384,0.0,88.04,1.0,37.231,99.925,0,0,0,0,0,0,0,0,False,0.0,0.0,False,False,88.04,88.04,False,False,1.0,1.0,False,False,37.231,37.231,False,False,99.925,99.925,False,False,False,False,False,False,0,False,
385,0.0,83.02,2.0,32.686,,0,0,0,0,1,0,0,0,False,0.0,0.0,False,False,83.02,83.02,False,False,2.0,2.0,False,False,32.686,32.686,False,True,108.94859781126415,108.94859781126415,True,False,False,False,False,False,0,False,
386,5.6,90.62,1.0,38.055,115.388,0,0,0,0,0,0,0,0,False,5.6,5.6,False,False,90.62,90.62,False,False,1.0,1.0,False,False,38.055,38.055,False,False,115.388,115.388,False,False,False,False,False,False,0,False,
387,0.5,58.97,1.0,28.075,79.024,0,0,0,0,0,0,0,0,False,0.5,0.5,False,False,58.97,58.97,False,False,1.0,1.0,False,False,28.075,28.075,False,False,79.024,79.024,False,False,False,False,False,False,0,False,
388,0.1,82.59,1.0,34.491,98.796,0,0,0,0,0,0,0,0,False,0.1,0.1,False,False,82.59,82.59,False,False,1.0,1.0,False,False,34.491,34.491,False,False,98.796,98.796,False,False,False,False,False,False,0,False,
389,0.0,65.93,1.0,29.043,84.0,0,0,0,0,0,0,0,0,False,0.0,0.0,False,False,65.93,65.93,False,False,1.0,1.0,False,False,29.043,29.043,False,False,84.0,84.0,False,False,False,False,False,False,0,False,
390,1.3,62.78,0.0,28.078,77.704,0,0,0,0,0,0,0,0,False,1.3,1.3,False,False,62.78,62.78,False,False,0.0,0.0,False,False,28.078,28.078,False,False,77.704,77.704,False,False,False,False,False,False,0,False,
391,0.3,53.54,3.0,23.953,79.342,0,0,0,0,0,0,0,0,False,0.3,0.3,False,False,53.54,53.54,False,False,3.0,3.0,False,False,23.953,23.953,False,False,79.342,79.342,False,False,False,False,False,False,0,False,
392,6.6,66.4,3.0,29.39,103.209,0,0,0,0,0,0,0,0,False,6.6,6.6,False,False,66.4,66.4,False,False,3.0,3.0,False,False,29.39,29.39,False,False,103.209,103.209,False,False,False,False,False,False,0,False,
393,0.4,87.26,2.0,33.395,101.85,0,0,0,0,0,0,0,0,False,0.4,0.4,False,False,87.26,87.26,False,False,2.0,2.0,False,False,33.395,33.395,False,False,101.85,101.85,False,False,False,False,False,False,0,False,
394,0.0,74.87,,,98.503,0,0,1,1,0,0,0,0,False,0.0,0.0,False,False,74.87,74.87,False,True,2.0,2.0,True,True,33.540392365379084,33.540392365379084,True,False,98.503,98.503,False,False,False,False,False,False,0,False,
395,0.0,77.1,0.0,33.673,94.429,0,0,0,0,0,0,0,0,False,0.0,0.0,False,False,77.1,77.1,False,False,0.0,0.0,False,False,33.673,33.673,False,False,94.429,94.429,False,False,False,False,False,False,0,False,
396,1.1,87.65,0.0,34.908,97.943,0,0,0,0,0,0,0,0,False,1.1,1.1,False,False,87.65,87.65,False,False,0.0,0.0,False,False,34.908,34.908,False,False,97.943,97.943,False,False,False,False,False,False,0,False,
397,0.3,93.51,1.0,36.892,105.427,0,0,0,0,0,0,0,0,False,0.3,0.3,False,False,93.51,93.51,False,False,1.0,1.0,False,False,36.892,36.892,False,False,105.427,105.427,False,False,False,False,False,False,0,False,
398,12.4,92.72,1.0,40.565,129.817,0,0,0,0,0,0,0,0,False,12.4,12.4,False,False,92.72,92.72,False,False,1.0,1.0,False,False,40.565,40.565,False,False,129.817,129.817,False,False,False,False,False,False,0,False,
399,0.1,96.32,0.0,36.791,106.224,0,0,0,0,0,0,0,0,False,0.1,0.1,False,False,96.32,96.32,False,False,0.0,0.0,False,False,36.791,36.791,False,False,106.224,106.224,False,False,False,False,False,False,0,False,
400,0.4,63.07,0.0,26.158,79.151,0,0,0,0,0,0,0,0,False,0.4,0.4,False,False,63.07,63.07,False,False,0.0,0.0,False,False,26.158,26.158,False,False,79.151,79.151,False,False,False,False,False,False,0,False,
401,0.0,78.74,0.0,33.01,93.096,0,0,0,0,0,0,0,0,False,0.0,0.0,False,False,78.74,78.74,False,False,0.0,0.0,False,False,33.01,33.01,False,False,93.096,93.096,False,False,False,False,False,False,0,False,
402,3.8,69.26,3.0,31.781,96.236,0,0,0,0,0,0,0,0,False,3.8,3.8,False,False,69.26,69.26,False,False,3.0,3.0,False,False,31.781,31.781,False,False,96.236,96.236,False,False,False,False,False,False,0,False,
403,0.3,53.26,3.0,24.757,78.982,0,0,0,0,0,0,0,0,False,0.3,0.3,False,False,53.26,53.26,False,False,3.0,3.0,False,False,24.757,24.757,False,False,78.982,78.982,False,False,False,False,False,False,0,False,
404,0.0,77.83,,29.033,92.812,0,0,1,0,0,0,0,0,False,0.0,0.0,False,False,77.83,77.83,False,True,3.0,3.0,True,False,29.033,29.033,False,False,92.812,92.812,False,False,False,False,False,False,0,False,
405,0.0,84.85,3.0,36.861,106.595,0,0,0,0,0,0,0,0,False,0.0,0.0,False,False,84.85,84.85,False,False,3.0,3.0,False,False,36.861,36.861,False,False,106.595,106.595,False,False,False,False,False,False,0,False,
406,,102.43,3.0,42.183,,1,0,0,0,1,0,0,0,True,0.0,0.0,True,False,102.43,102.43,False,False,3.0,3.0,False,False,42.183,42.183,False,True,99.0605,99.0605,True,False,False,False,False,False,0,False,
407,0.0,73.79,2.0,27.57,91.526,0,0,0,0,0,0,0,0,False,0.0,0.0,False,False,73.79,73.79,False,False,2.0,2.0,False,False,27.57,27.57,False,False,91.526,91.526,False,False,False,False,False,False,0,False,
408,0.4,94.0,2.0,40.092,114.346,0,0,0,0,0,0,0,0,False,0.4,0.4,False,False,94.0,94.0,False,False,2.0,2.0,False,False,40.092,40.092,False,False,114.346,114.346,False,False,False,False,False,False,0,False,
409,0.0,83.83,0.0,34.84,95.767,0,0,0,0,0,0,0,0,False,0.0,0.0,False,False,83.83,83.83,False,False,0.0,0.0,False,False,34.84,34.84,False,False,95.767,95.767,False,False,False,False,False,False,0,False,
410,0.0,73.07,2.0,27.282,90.644,0,0,0,0,0,0,0,0,False,0.0,0.0,False,False,73.07,73.07,False,False,2.0,2.0,False,False,27.282,27.282,False,False,90.644,90.644,False,False,False,False,False,False,0,False,
411,0.1,70.83,0.0,30.156,84.459,0,0,0,0,0,0,0,0,False,0.1,0.1,False,False,70.83,70.83,False,False,0.0,0.0,False,False,30.156,30.156,False,False,84.459,84.459,False,False,False,False,False,False,0,False,
412,0.2,81.51,0.0,35.637,95.32,0,0,0,0,0,0,0,0,False,0.2,0.2,False,False,81.51,81.51,False,False,0.0,0.0,False,False,35.637,35.637,False,False,95.32,95.32,False,False,False,False,False,False,0,False,
413,,91.43,5.0,41.56,120.041,1,0,0,0,0,0,0,0,True,0.1,0.1,True,False,91.43,91.43,False,False,5.0,5.0,False,False,41.56,41.56,False,False,120.041,120.041,False,False,False,False,False,False,0,False,
414,5.9,72.05,1.0,33.853,102.419,0,0,0,0,0,0,0,0,False,5.9,5.9,False,False,72.05,72.05,False,False,1.0,1.0,False,False,33.853,33.853,False,False,102.419,102.419,False,False,False,False,False,False,0,False,
415,0.0,91.36,5.0,37.314,117.622,0,0,0,0,0,0,0,0,False,0.0,0.0,False,False,91.36,91.36,False,False,5.0,5.0,False,False,37.314,37.314,False,False,117.622,117.622,False,False,False,False,False,False,0,False,
416,0.1,70.45,,30.836,95.413,0,0,1,0,0,0,0,0,False,0.1,0.1,False,False,70.45,70.45,False,True,3.0,3.0,True,False,30.836,30.836,False,False,95.413,95.413,False,False,False,False,False,False,0,False,
417,0.1,57.99,,21.911,73.07,0,0,1,0,0,0,0,0,False,0.1,0.1,False,False,57.99,57.99,False,True,1.0,1.0,True,False,21.911,21.911,False,False,73.07,73.07,False,False,False,False,False,False,0,False,
418,0.0,74.47,3.0,29.931,94.477,0,0,0,0,0,0,0,0,False,0.0,0.0,False,False,74.47,74.47,False,False,3.0,3.0,False,False,29.931,29.931,False,False,94.477,94.477,False,False,False,False,False,False,0,False,
419,0.9,67.3,1.0,26.865,83.587,0,0,0,0,0,0,0,0,False,0.9,0.9,False,False,67.3,67.3,False,False,1.0,1.0,False,False,26.865,26.865,False,False,83.587,83.587,False,False,False,False,False,False,0,False,
420,0.0,80.43,1.0,34.961,100.137,0,0,0,0,0,0,0,0,False,0.0,0.0,False,False,80.43,80.43,False,False,1.0,1.0,False,False,34.961,34.961,False,False,100.137,100.137,False,False,False,False,False,False,0,False,
421,0.0,80.27,0.0,32.621,92.795,0,0,0,0,0,0,0,0,False,0.0,0.0,False,False,80.27,80.27,False,False,0.0,0.0,False,False,32.621,32.621,False,False,92.795,92.795,False,False,False,False,False,False,0,False,
422,0.0,82.44,1.0,33.693,98.446,0,0,0,0,0,0,0,0,False,0.0,0.0,False,False,82.44,82.44,False,False,1.0,1.0,False,False,33.693,33.693,False,False,98.446,98.446,False,False,False,False,False,False,0,False,
423,0.7,88.8,1.0,28.061,98.435,0,0,0,0,0,0,0,0,False,0.7,0.7,False,False,88.8,88.8,False,False,1.0,1.0,False,False,28.061,28.061,False,False,98.435,98.435,False,False,False,False,False,False,0,False,
424,,71.19,2.0,30.053,90.863,1,0,0,0,0,0,0,0,True,0.3,0.3,True,False,71.19,71.19,False,False,2.0,2.0,False,False,30.053,30.053,False,False,90.863,90.863,False,False,False,False,False,False,0,False,
425,0.3,59.41,2.0,24.637,82.504,0,0,0,0,0,0,1,0,False,0.3,0.3,False,False,59.41,59.41,False,False,2.0,2.0,False,False,24.637,24.637,False,False,82.504,82.504,False,False,False,False,True,False,1,False,d
426,1.1,68.51,2.0,26.216,90.429,0,0,0,0,0,0,0,0,False,1.1,1.1,False,False,68.51,68.51,False,False,2.0,2.0,False,False,26.216,26.216,False,False,90.429,90.429,False,False,False,False,False,False,0,False,
427,,84.88,1.0,34.984,97.705,1,0,0,0,0,0,0,0,True,0.2,0.2,True,False,84.88,84.88,False,False,1.0,1.0,False,False,34.984,34.984,False,False,97.705,97.705,False,False,False,False,False,False,0,False,
428,0.2,90.88,1.0,36.953,,0,0,0,0,1,0,0,0,False,0.2,0.2,False,False,90.88,90.88,False,False,1.0,1.0,False,False,36.953,36.953,False,True,90.8905,90.8905,True,False,False,False,False,False,0,False,
429,0.0,57.8,2.0,27.923,84.076,0,0,0,0,0,0,0,0,False,0.0,0.0,False,False,57.8,57.8,False,False,2.0,2.0,False,False,27.923,27.923,False,False,84.076,84.076,False,False,False,False,False,False,0,False,
430,0.0,71.63,1.0,28.714,89.019,0,0,0,0,0,0,0,0,False,0.0,0.0,False,False,71.63,71.63,False,False,1.0,1.0,False,False,28.714,28.714,False,False,89.019,89.019,False,False,False,False,False,False,0,False,
431,0.0,93.46,1.0,39.606,107.931,0,0,0,0,0,0,0,0,False,0.0,0.0,False,False,93.46,93.46,False,False,1.0,1.0,False,False,39.606,39.606,False,False,107.931,107.931,False,False,False,False,False,False,0,False,
432,0.1,89.66,2.0,36.539,107.321,0,0,0,0,0,0,0,0,False,0.1,0.1,False,False,89.66,89.66,False,False,2.0,2.0,False,False,36.539,36.539,False,False,107.321,107.321,False,False,False,False,False,False,0,False,
433,,,0.0,,115.499,1,1,0,1,0,0,0,0,True,0.05,0.05,True,True,75.67727229146692,75.67727229146692,True,False,0.0,0.0,False,True,31.95362829997099,31.95362829997099,True,False,115.499,115.499,False,False,False,False,False,False,0,False,
434,18.8,64.45,1.0,29.037,110.377,0,0,0,0,0,0,0,0,False,18.8,18.8,False,False,64.45,64.45,False,False,1.0,1.0,False,False,29.037,29.037,False,False,110.377,110.377,False,False,False,False,False,False,0,False,
435,0.0,77.05,,33.803,100.75,0,0,1,0,0,0,0,0,False,0.0,0.0,False,False,77.05,77.05,False,True,1.0,1.0,True,False,33.803,33.803,False,False,100.75,100.75,False,False,False,False,False,False,0,False,
436,0.1,90.98,,34.871,113.424,0,0,1,0,0,0,0,0,False,0.1,0.1,False,False,90.98,90.98,False,True,1.0,1.0,True,False,34.871,34.871,False,False,113.424,113.424,False,False,False,False,False,False,0,False,
437,0.0,94.37,1.0,35.283,107.724,0,0,0,0,0,0,0,0,False,0.0,0.0,False,False,94.37,94.37,False,False,1.0,1.0,False,False,35.283,35.283,False,False,107.724,107.724,False,False,False,False,False,False,0,False,
438,0.4,76.0,2.0,33.684,97.049,0,0,0,0,0,0,0,0,False,0.4,0.4,False,False,76.0,76.0,False,False,2.0,2.0,False,False,33.684,33.684,False,False,97.049,97.049,False,False,False,False,False,False,0,False,
439,0.4,109.16,1.0,46.734,124.599,0,0,0,0,0,0,0,0,False,0.4,0.4,False,False,109.16,109.16,False,False,1.0,1.0,False,False,46.734,46.734,False,False,124.599,124.599,False,False,False,False,False,False,0,False,
440,0.1,79.41,,,93.856,0,0,1,1,0,0,0,0,False,0.1,0.1,False,False,79.41,79.41,False,True,2.0,2.0,True,True,37.999,37.999,True,False,93.856,93.856,False,False,False,False,False,False,0,False,
441,0.1,61.44,3.0,29.264,87.678,0,0,0,0,0,0,0,0,False,0.1,0.1,False,False,61.44,61.44,False,False,3.0,3.0,False,False,29.264,29.264,False,False,87.678,87.678,False,False,False,False,False,False,0,False,
442,0.8,89.66,1.0,36.654,106.865,0,0,0,0,0,0,0,0,False,0.8,0.8,False,False,89.66,89.66,False,False,1.0,1.0,False,False,36.654,36.654,False,False,106.865,106.865,False,False,False,False,False,False,0,False,
443,5.6,55.74,5.0,26.71,89.584,0,0,0,0,0,0,0,0,False,5.6,5.6,False,False,55.74,55.74,False,False,5.0,5.0,False,False,26.71,26.71,False,False,89.584,89.584,False,False,False,False,False,False,0,False,
444,0.0,93.2,2.0,36.214,107.625,0,0,0,0,0,0,0,0,False,0.0,0.0,False,False,93.2,93.2,False,False,2.0,2.0,False,False,36.214,36.214,False,False,107.625,107.625,False,False,False,False,False,False,0,False,
445,0.0,78.68,0.0,33.374,91.625,0,0,0,0,0,0,0,0,False,0.0,0.0,False,False,78.68,78.68,False,False,0.0,0.0,False,False,33.374,33.374,False,False,91.625,91.625,False,False,False,False,False,False,0,False,
