编号,a_降雨量_mm,b_孔隙水压力_kPa,c_微震事件数,d_深部位移_mm,e_表面位移_mm,缺失标记_a_降雨量_mm,缺失标记_b_孔隙水压力_kPa,缺失标记_c_微震事件数,缺失标记_d_深部位移_mm,缺失标记_e_表面位移_mm,突变候选标记_b_孔隙水压力_kPa,突变候选标记_d_深部位移_mm,a_原始缺失,a_补齐值,a_建模值,a_是否插补,b_原始缺失,b_补齐值,b_建模值,b_是否插补,c_原始缺失,c_补齐值,c_建模值,c_是否插补,d_原始缺失,d_补齐值,d_建模值,d_是否插补,e_原始缺失,e_补齐值,e_建模值,e_是否插补,e_表面位移估计值_mm
1157,3.6,80.39,1.0,32.999,,0,0,0,0,1,0,0,False,3.6,3.6,False,False,80.39,80.39,False,False,1.0,1.0,False,False,32.999,32.999,False,True,,,True,100.7159374755925
1158,14.0,85.16,2.0,42.156,,0,0,0,0,1,0,0,False,14.0,14.0,False,False,85.16,85.16,False,False,2.0,2.0,False,False,42.156,42.156,False,True,,,True,128.20963707907868
1159,0.0,,0.0,35.47,,0,1,0,0,1,0,0,False,0.0,0.0,False,True,85.11028336380255,85.11028336380255,True,False,0.0,0.0,False,False,35.47,35.47,False,True,,,True,98.60734750222072
1160,0.3,84.95,1.0,36.167,,0,0,0,0,1,0,0,False,0.3,0.3,False,False,84.95,84.95,False,False,1.0,1.0,False,False,36.167,36.167,False,True,,,True,101.81457040714203
1161,0.0,83.03,1.0,35.025,,0,0,0,0,1,0,0,False,0.0,0.0,False,False,83.03,83.03,False,False,1.0,1.0,False,False,35.025,35.025,False,True,,,True,99.30347884866033
1162,0.0,84.08,2.0,29.992,,0,0,0,0,1,0,0,False,0.0,0.0,False,False,84.08,84.08,False,False,2.0,2.0,False,False,29.992,29.992,False,True,,,True,97.05550924600912
1163,0.3,81.95,0.0,35.196,,0,0,0,0,1,0,0,False,0.3,0.3,False,False,81.95,81.95,False,False,0.0,0.0,False,False,35.196,35.196,False,True,,,True,97.11675208015654
1164,0.0,80.77,2.0,34.338,,0,0,0,0,1,0,0,False,0.0,0.0,False,False,80.77,80.77,False,False,2.0,2.0,False,False,34.338,34.338,False,True,,,True,99.66792233699273
1165,0.4,79.71,2.0,33.075,,0,0,0,0,1,0,0,False,0.4,0.4,False,False,79.71,79.71,False,False,2.0,2.0,False,False,33.075,33.075,False,True,,,True,98.40441841421523
1166,5.3,80.95,0.0,35.683,,0,0,0,0,1,0,0,False,5.3,5.3,False,False,80.95,80.95,False,False,0.0,0.0,False,False,35.683,35.683,False,True,,,True,103.71288490844671
1167,0.0,80.23,0.0,29.317,,0,0,0,0,1,0,0,False,0.0,0.0,False,False,80.23,80.23,False,False,0.0,0.0,False,False,29.317,29.317,False,True,,,True,90.0149483985473
1168,0.0,78.71,1.0,32.035,,0,0,0,0,1,0,0,False,0.0,0.0,False,False,78.71,78.71,False,False,1.0,1.0,False,False,32.035,32.035,False,True,,,True,94.13132959091523
1169,0.0,,0.0,31.991,,0,1,0,0,1,0,0,False,0.0,0.0,False,True,77.5547267497603,77.5547267497603,True,False,0.0,0.0,False,False,31.991,31.991,False,True,,,True,91.29558019521849
1170,0.0,76.97,1.0,32.719,,0,0,0,0,1,0,0,False,0.0,0.0,False,False,76.97,76.97,False,False,1.0,1.0,False,False,32.719,32.719,False,True,,,True,93.9188777229672
1171,0.1,77.22,1.0,30.867,,0,0,0,0,1,0,0,False,0.1,0.1,False,False,77.22,77.22,False,False,1.0,1.0,False,False,30.867,30.867,False,True,,,True,92.34446362707916
1172,0.6,76.6,0.0,,,0,0,0,1,1,0,0,False,0.6,0.6,False,False,76.6,76.6,False,False,0.0,0.0,False,True,32.5155,32.5155,True,True,,,True,92.12184258071318
1173,0.0,75.13,1.0,34.164,,0,0,0,0,1,0,0,False,0.0,0.0,False,False,75.13,75.13,False,False,1.0,1.0,False,False,34.164,34.164,False,True,,,True,94.40920561488221
1174,7.4,78.67,2.0,32.222,,0,0,0,0,1,0,0,False,7.4,7.4,False,False,78.67,78.67,False,False,2.0,2.0,False,False,32.222,32.222,False,True,,,True,106.30261212371971
1175,0.6,79.81,2.0,35.112,,0,0,0,0,1,0,0,False,0.6,0.6,False,False,79.81,79.81,False,False,2.0,2.0,False,False,35.112,35.112,False,True,,,True,100.73867087040583
1176,9.3,84.23,2.0,39.337,,0,0,0,0,1,0,0,False,9.3,9.3,False,False,84.23,84.23,False,False,2.0,2.0,False,False,39.337,39.337,False,True,,,True,118.71336969153404
1177,8.3,87.44,2.0,38.455,,0,0,0,0,1,0,0,False,8.3,8.3,False,False,87.44,87.44,False,False,2.0,2.0,False,False,38.455,38.455,False,True,,,True,118.15660091267395
1178,8.8,92.63,2.0,36.057,,0,0,0,0,1,0,0,False,8.8,8.8,False,False,92.63,87.64,False,False,2.0,2.0,False,False,36.057,36.057,False,True,,,True,116.54569467293496
1179,0.3,87.64,1.0,,,0,0,0,1,1,0,0,False,0.3,0.3,False,False,87.64,87.64,False,False,1.0,1.0,False,True,36.53740740740741,36.53740740740741,True,True,,,True,103.5576158767766
1180,1.6,89.21,2.0,,,0,0,0,1,1,0,0,False,1.6,1.6,False,False,89.21,89.21,False,False,2.0,2.0,False,True,37.42959259259259,37.42959259259259,True,True,,,True,109.16838444269058
1181,0.0,88.42,3.0,37.91,,0,0,0,0,1,0,0,False,0.0,0.0,False,False,88.42,88.42,False,False,3.0,3.0,False,False,37.91,37.91,False,True,,,True,109.32131371890264
1182,0.6,89.2,3.0,37.823,,0,0,0,0,1,0,0,False,0.6,0.6,False,False,89.2,89.2,False,False,3.0,3.0,False,False,37.823,37.823,False,True,,,True,110.4291573517406
1183,0.0,88.25,0.0,36.607,,0,0,0,0,1,0,0,False,0.0,0.0,False,False,88.25,88.25,False,False,0.0,0.0,False,False,36.607,36.607,False,True,,,True,101.33992245072112
1184,0.8,,1.0,34.393,,0,1,0,0,1,0,0,False,0.8,0.8,False,True,86.04115764216743,86.04115764216743,True,False,1.0,1.0,False,False,34.393,34.393,False,True,,,True,101.27774520635325
1185,0.0,84.1,0.0,34.244,,0,0,0,0,1,0,0,False,0.0,0.0,False,False,84.1,84.1,False,False,0.0,0.0,False,False,34.244,34.244,False,True,,,True,96.87591621873698
1186,0.8,83.63,1.0,36.889,,0,0,0,0,1,0,0,False,0.8,0.8,False,False,83.63,83.63,False,False,1.0,1.0,False,False,36.889,36.889,False,True,,,True,102.51713857907833
1187,0.2,83.82,3.0,32.701,,0,0,0,0,1,0,0,False,0.2,0.2,False,False,83.82,83.82,False,False,3.0,3.0,False,False,32.701,32.701,False,True,,,True,102.07253870511002
1188,0.0,82.41,2.0,35.562,,0,0,0,0,1,0,0,False,0.0,0.0,False,False,82.41,82.41,False,False,2.0,2.0,False,False,35.562,35.562,False,True,,,True,101.71950545348236
1189,4.5,82.44,1.0,33.956,,0,0,0,0,1,0,0,False,4.5,4.5,False,False,82.44,82.44,False,False,1.0,1.0,False,False,33.956,33.956,False,True,,,True,103.90527320311122
1190,1.8,82.5,0.0,33.722,,0,0,0,0,1,0,0,False,1.8,1.8,False,False,82.5,82.5,False,False,0.0,0.0,False,False,33.722,33.722,False,True,,,True,97.925352424654
1191,0.8,,1.0,34.688,,0,1,0,0,1,0,0,False,0.8,0.8,False,True,81.91261991657977,81.91261991657977,True,False,1.0,1.0,False,False,34.688,34.688,False,True,,,True,99.45804173593925
1192,3.9,81.11,4.0,29.439,,0,0,0,0,1,0,0,False,3.9,3.9,False,False,81.11,81.11,False,False,4.0,4.0,False,False,29.439,29.439,False,True,,,True,104.55834224077552
1193,4.0,80.78,0.0,,,0,0,0,1,1,0,0,False,4.0,4.0,False,False,80.78,80.78,False,False,0.0,0.0,False,True,30.390674320008113,30.390674320008113,True,True,,,True,96.66017436409746
1194,0.0,82.81,0.0,32.38,,0,0,0,0,1,0,0,False,0.0,0.0,False,False,82.81,82.81,False,False,0.0,0.0,False,False,32.38,32.38,False,True,,,True,94.36931818626712
1195,0.7,83.19,1.0,35.473,,0,0,0,0,1,0,0,False,0.7,0.7,False,False,83.19,83.19,False,False,1.0,1.0,False,False,35.473,35.473,False,True,,,True,100.7566970936132
1196,0.0,80.97,1.0,32.111,,0,0,0,0,1,0,0,False,0.0,0.0,False,False,80.97,80.97,False,False,1.0,1.0,False,False,32.111,32.111,False,True,,,True,95.36273319614924
1197,1.9,79.6,1.0,31.936,,0,0,0,0,1,0,0,False,1.9,1.9,False,False,79.6,79.6,False,False,1.0,1.0,False,False,31.936,31.936,False,True,,,True,97.00610918929921
1198,0.0,79.97,0.0,31.471,,0,0,0,0,1,0,0,False,0.0,0.0,False,False,79.97,79.97,False,False,0.0,0.0,False,False,31.471,31.471,False,True,,,True,92.01594739678431
1199,0.0,77.24,2.0,34.864,,0,0,0,0,1,0,0,False,0.0,0.0,False,False,77.24,77.24,False,False,2.0,2.0,False,False,34.864,34.864,False,True,,,True,98.38325791877054
1200,0.0,75.41,2.0,29.058,,0,0,0,0,1,0,0,False,0.0,0.0,False,False,75.41,75.41,False,False,2.0,2.0,False,False,29.058,29.058,False,True,,,True,91.69501812578952
1201,0.0,72.97,0.0,29.874,,0,0,0,0,1,0,0,False,0.0,0.0,False,False,72.97,72.97,False,False,0.0,0.0,False,False,29.874,29.874,False,True,,,True,86.85290449362981
1202,0.7,70.47,0.0,29.5,,0,0,0,0,1,0,0,False,0.7,0.7,False,False,70.47,70.47,False,False,0.0,0.0,False,False,29.5,29.5,False,True,,,True,86.13102375075076
1203,0.4,71.51,0.0,26.964,,0,0,0,0,1,0,0,False,0.4,0.4,False,False,71.51,71.51,False,False,0.0,0.0,False,False,26.964,26.964,False,True,,,True,83.75306988633693
1204,9.3,74.23,0.0,34.982,,0,0,0,0,1,0,0,False,9.3,9.3,False,False,74.23,74.23,False,False,0.0,0.0,False,False,34.982,34.982,False,True,,,True,104.88092390501068
1205,0.0,74.76,1.0,30.763,,0,0,0,0,1,0,0,False,0.0,0.0,False,False,74.76,74.76,False,False,1.0,1.0,False,False,30.763,30.763,False,True,,,True,90.85050528638628
1206,0.0,71.9,0.0,,,0,0,0,1,1,0,0,False,0.0,0.0,False,False,71.9,71.9,False,False,0.0,0.0,False,True,32.111000000000004,32.111000000000004,True,True,,,True,88.52177522434889
1207,2.7,74.05,3.0,33.459,,0,0,0,0,1,0,0,False,2.7,2.7,False,False,74.05,74.05,False,False,3.0,3.0,False,False,33.459,33.459,False,True,,,True,101.1382347849312
1208,0.0,74.1,0.0,29.311,,0,0,0,0,1,0,0,False,0.0,0.0,False,False,74.1,74.1,False,False,0.0,0.0,False,False,29.311,29.311,False,True,,,True,86.87318585623305
1209,0.3,72.86,1.0,32.005,,0,0,0,0,1,0,0,False,0.3,0.3,False,False,72.86,72.86,False,False,1.0,1.0,False,False,32.005,32.005,False,True,,,True,91.5065370305611
1210,0.5,73.16,1.0,30.613,,0,0,0,0,1,0,0,False,0.5,0.5,False,False,73.16,73.16,False,False,1.0,1.0,False,False,30.613,30.613,False,True,,,True,90.5459341615243
1211,2.1,,1.0,29.36,,0,1,0,0,1,0,0,False,2.1,2.1,False,True,74.06384615384616,74.06384615384616,True,False,1.0,1.0,False,False,29.36,29.36,False,True,,,True,91.88699788956075
1212,0.0,74.76,1.0,29.039,,0,0,0,0,1,0,0,False,0.0,0.0,False,False,74.76,74.76,False,False,1.0,1.0,False,False,29.039,29.039,False,True,,,True,89.14251054664629
1213,0.5,71.32,3.0,29.221,,0,0,0,0,1,0,0,False,0.5,0.5,False,False,71.32,71.32,False,False,3.0,3.0,False,False,29.221,29.221,False,True,,,True,92.62794956732382
1214,,69.39,1.0,32.763,,1,0,0,0,1,0,0,True,0.5,0.5,True,False,69.39,69.39,False,False,1.0,1.0,False,False,32.763,32.763,False,True,,,True,90.74742020680912
1215,0.0,69.16,0.0,28.132,,0,0,0,0,1,0,0,False,0.0,0.0,False,False,69.16,69.16,False,False,0.0,0.0,False,False,28.132,28.132,False,True,,,True,83.17806095455077
1216,,69.27,1.0,24.721,,1,0,0,0,1,0,0,True,0.3,0.3,True,False,69.27,69.27,False,False,1.0,1.0,False,False,24.721,24.721,False,True,,,True,82.45368587687943
1217,0.6,67.61,1.0,30.522,,0,0,0,0,1,0,0,False,0.6,0.6,False,False,67.61,67.61,False,False,1.0,1.0,False,False,30.522,30.522,False,True,,,True,87.74916546138272
1218,0.1,68.19,1.0,28.249,,0,0,0,0,1,0,0,False,0.1,0.1,False,False,68.19,68.19,False,False,1.0,1.0,False,False,28.249,28.249,False,True,,,True,85.13144743197579
1219,0.3,66.22,3.0,28.934,,0,0,0,0,1,0,0,False,0.3,0.3,False,False,66.22,66.22,False,False,3.0,3.0,False,False,28.934,28.934,False,True,,,True,89.46968681393791
1220,0.2,66.55,0.0,26.137,,0,0,0,0,1,0,0,False,0.2,0.2,False,False,66.55,66.55,False,False,0.0,0.0,False,False,26.137,26.137,False,True,,,True,80.13143776395674
1221,1.0,67.13,0.0,26.601,,0,0,0,0,1,0,0,False,1.0,1.0,False,False,67.13,67.13,False,False,0.0,0.0,False,False,26.601,26.601,False,True,,,True,81.94786375085756
1222,0.3,67.17,4.0,26.348,,0,0,0,0,1,0,0,False,0.3,0.3,False,False,67.17,67.17,False,False,4.0,4.0,False,False,26.348,26.348,False,True,,,True,89.59484449504862
1223,0.2,65.62,1.0,25.294,,0,0,0,0,1,0,0,False,0.2,0.2,False,False,65.62,65.62,False,False,1.0,1.0,False,False,25.294,25.294,False,True,,,True,81.02169465720709
1224,0.0,64.79,1.0,27.045,,0,0,0,0,1,0,0,False,0.0,0.0,False,False,64.79,64.79,False,False,1.0,1.0,False,False,27.045,27.045,False,True,,,True,82.06684169654217
1225,0.9,63.87,1.0,29.71,,0,0,0,0,1,0,0,False,0.9,0.9,False,False,63.87,63.87,False,False,1.0,1.0,False,False,29.71,29.71,False,True,,,True,85.42900909146897
1226,0.0,63.95,0.0,23.905,,0,0,0,0,1,0,0,False,0.0,0.0,False,False,63.95,63.95,False,False,0.0,0.0,False,False,23.905,23.905,False,True,,,True,76.32511381837861
1227,0.6,62.57,3.0,27.425,,0,0,0,0,1,0,0,False,0.6,0.6,False,False,62.57,62.57,False,False,3.0,3.0,False,False,27.425,27.425,False,True,,,True,86.50504099405063
1228,0.0,61.11,1.0,28.675,,0,0,0,0,1,0,0,False,0.0,0.0,False,False,61.11,61.11,False,False,1.0,1.0,False,False,28.675,28.675,False,True,,,True,81.79919506037663
1229,16.5,68.94,2.0,,,0,0,0,1,1,0,0,False,16.5,16.5,False,False,68.94,68.94,False,False,2.0,2.0,False,True,27.875500000000002,27.875500000000002,True,True,,,True,109.0769323705627
1230,0.0,68.65,3.0,27.076,,0,0,0,0,1,0,0,False,0.0,0.0,False,False,68.65,68.65,False,False,3.0,3.0,False,False,27.076,27.076,False,True,,,True,88.47449683443396
1231,0.9,67.2,2.0,28.992,,0,0,0,0,1,0,0,False,0.9,0.9,False,False,67.2,67.2,False,False,2.0,2.0,False,False,28.992,28.992,False,True,,,True,88.62232014738439
1232,0.0,68.45,2.0,31.48,,0,0,0,0,1,0,0,False,0.0,0.0,False,False,68.45,68.45,False,False,2.0,2.0,False,False,31.48,31.48,False,True,,,True,90.53412576520478
1233,0.0,66.03,1.0,28.238,,0,0,0,0,1,0,0,False,0.0,0.0,False,False,66.03,66.03,False,False,1.0,1.0,False,False,28.238,28.238,False,True,,,True,83.88309151797105
1234,0.0,66.51,1.0,24.992,,0,0,0,0,1,0,0,False,0.0,0.0,False,False,66.51,66.51,False,False,1.0,1.0,False,False,24.992,24.992,False,True,,,True,80.91277202336975
1235,3.9,67.91,1.0,26.496,,0,0,0,0,1,0,0,False,3.9,3.9,False,False,67.91,67.91,False,False,1.0,1.0,False,False,26.496,26.496,False,True,,,True,88.28664430065646
1236,11.9,,1.0,32.847,,0,1,0,0,1,0,0,False,11.9,11.9,False,True,70.39949999999999,70.39949999999999,True,False,1.0,1.0,False,False,32.847,32.847,False,True,,,True,106.45252428056149
1237,,72.07,1.0,30.95,,1,0,0,0,1,0,0,True,0.05,0.05,True,False,72.07,72.07,False,False,1.0,1.0,False,False,30.95,30.95,False,True,,,True,89.72594443648195
1238,0.1,71.7,1.0,33.126,,0,0,0,0,1,0,0,False,0.1,0.1,False,False,71.7,71.7,False,False,1.0,1.0,False,False,33.126,33.126,False,True,,,True,91.75872045845057
1239,0.0,69.79,1.0,29.995,,0,0,0,0,1,0,0,False,0.0,0.0,False,False,69.79,69.79,False,False,1.0,1.0,False,False,29.995,29.995,False,True,,,True,87.54721816356228
1240,0.0,68.92,0.0,25.703,,0,0,0,0,1,0,0,False,0.0,0.0,False,False,68.92,68.92,False,False,0.0,0.0,False,False,25.703,25.703,False,True,,,True,80.64883863373866
1241,9.5,74.26,4.0,32.785,,0,0,0,0,1,0,0,False,9.5,9.5,False,False,74.26,74.26,False,False,4.0,4.0,False,False,32.785,32.785,False,True,,,True,111.78937403489186
1242,,72.14,2.0,28.535,,1,0,0,0,1,0,0,True,0.1,0.1,True,False,72.14,72.14,False,False,2.0,2.0,False,False,28.535,28.535,False,True,,,True,89.63660025269152
1243,0.1,71.29,0.0,28.431,,0,0,0,0,1,0,0,False,0.1,0.1,False,False,71.29,71.29,False,False,0.0,0.0,False,False,28.431,28.431,False,True,,,True,84.69639655403327
1244,0.1,72.35,0.0,26.171,,0,0,0,0,1,0,0,False,0.1,0.1,False,False,72.35,72.35,False,False,0.0,0.0,False,False,26.171,26.171,False,True,,,True,82.99962382325165
1245,0.4,71.38,2.0,30.961,,0,0,0,0,1,0,0,False,0.4,0.4,False,False,71.38,71.38,False,False,2.0,2.0,False,False,30.961,30.961,False,True,,,True,92.04881009927213
1246,0.0,,2.0,25.829,,0,1,0,0,1,0,0,False,0.0,0.0,False,True,69.47546311818944,69.47546311818944,True,False,2.0,2.0,False,False,25.829,25.829,False,True,,,True,85.46016694247169
1247,0.4,68.16,0.0,26.306,,0,0,0,0,1,0,0,False,0.4,0.4,False,False,68.16,68.16,False,False,0.0,0.0,False,False,26.306,26.306,False,True,,,True,81.38747697150026
1248,10.2,,2.0,30.65,,0,1,0,0,1,0,0,False,10.2,10.2,False,True,69.89499999999998,69.89499999999998,True,False,2.0,2.0,False,False,30.65,30.65,False,True,,,True,103.96644681680476
1249,0.0,71.63,2.0,27.514,,0,0,0,0,1,0,0,False,0.0,0.0,False,False,71.63,71.63,False,False,2.0,2.0,False,False,27.514,27.514,False,True,,,True,88.23168297751673
1250,0.0,71.26,0.0,30.937,,0,0,0,0,1,0,0,False,0.0,0.0,False,False,71.26,71.26,False,False,0.0,0.0,False,False,30.937,30.937,False,True,,,True,87.03128064983659
1251,0.0,69.7,1.0,30.023,,0,0,0,0,1,0,0,False,0.0,0.0,False,False,69.7,69.7,False,False,1.0,1.0,False,False,30.023,30.023,False,True,,,True,87.52891847149056
1252,0.0,71.36,2.0,27.059,,0,0,0,0,1,0,0,False,0.0,0.0,False,False,71.36,71.36,False,False,2.0,2.0,False,False,27.059,27.059,False,True,,,True,87.64278786608122
1253,0.0,68.57,2.0,,,0,0,0,1,1,0,0,False,0.0,0.0,False,False,68.57,68.57,False,False,2.0,2.0,False,True,28.00918518518519,28.00918518518519,True,True,,,True,87.1569196067422
1254,0.3,69.55,0.0,,,0,0,0,1,1,0,0,False,0.3,0.3,False,False,69.55,69.55,False,False,0.0,0.0,False,True,29.773814814814816,29.773814814814816,True,True,,,True,85.4016514708013
1255,0.0,67.86,2.0,30.724,,0,0,0,0,1,0,0,False,0.0,0.0,False,False,67.86,67.86,False,False,2.0,2.0,False,False,30.724,30.724,False,True,,,True,89.483328201528
1256,0.0,65.48,0.0,26.048,,0,0,0,0,1,0,0,False,0.0,0.0,False,False,65.48,65.48,False,False,0.0,0.0,False,False,26.048,26.048,False,True,,,True,79.23089432801733
1257,0.0,66.39,1.0,26.54,,0,0,0,0,1,0,0,False,0.0,0.0,False,False,66.39,66.39,False,False,1.0,1.0,False,False,26.54,26.54,False,True,,,True,82.38501438299369
1258,0.2,,0.0,29.615,,0,1,0,0,1,0,0,False,0.2,0.2,False,True,64.715,64.715,True,False,0.0,0.0,False,False,29.615,29.615,False,True,,,True,82.63844946703088
1259,0.0,63.04,2.0,30.691,,0,0,0,0,1,0,0,False,0.0,0.0,False,False,63.04,63.04,False,False,2.0,2.0,False,False,30.691,30.691,False,True,,,True,86.9849504001171
1260,0.0,65.04,1.0,31.203,,0,0,0,0,1,0,0,False,0.0,0.0,False,False,65.04,65.04,False,False,1.0,1.0,False,False,31.203,31.203,False,True,,,True,86.3141278654426
1261,0.0,63.35,1.0,28.679,,0,0,0,0,1,0,0,False,0.0,0.0,False,False,63.35,63.35,False,False,1.0,1.0,False,False,28.679,28.679,False,True,,,True,82.94903604412055
1262,0.0,62.98,3.0,21.784,,0,0,0,0,1,0,0,False,0.0,0.0,False,False,62.98,62.98,False,False,3.0,3.0,False,False,21.784,21.784,False,True,,,True,80.33112268193999
1263,12.9,69.52,1.0,31.289,,0,0,0,0,1,0,0,False,12.9,12.9,False,False,69.52,69.52,False,False,1.0,1.0,False,False,31.289,31.289,False,True,,,True,105.78411915707184
1264,10.6,75.32,0.0,29.665,,0,0,0,0,1,0,0,False,10.6,10.6,False,False,75.32,75.32,False,False,0.0,0.0,False,False,29.665,29.665,False,True,,,True,101.89343207291962
1265,0.0,,1.0,31.472,,0,1,0,0,1,0,0,False,0.0,0.0,False,True,73.55731707317072,73.55731707317072,True,False,1.0,1.0,False,False,31.472,31.472,False,True,,,True,90.93768734014495
1266,0.0,71.36,3.0,26.673,,0,0,0,0,1,0,0,False,0.0,0.0,False,False,71.36,71.36,False,False,3.0,3.0,False,False,26.673,26.673,False,True,,,True,89.4615461060754
1267,0.0,70.76,0.0,29.037,,0,0,0,0,1,0,0,False,0.0,0.0,False,False,70.76,70.76,False,False,0.0,0.0,False,False,29.037,29.037,False,True,,,True,84.89314349194973
1268,6.9,73.66,0.0,32.432,,0,0,0,0,1,0,0,False,6.9,6.9,False,False,73.66,73.66,False,False,0.0,0.0,False,False,32.432,32.432,False,True,,,True,98.88291327340217
1269,0.0,73.64,2.0,31.314,,0,0,0,0,1,0,0,False,0.0,0.0,False,False,73.64,73.64,False,False,2.0,2.0,False,False,31.314,31.314,False,True,,,True,93.02462555226711
1270,0.5,72.16,2.0,29.578,,0,0,0,0,1,0,0,False,0.5,0.5,False,False,72.16,72.16,False,False,2.0,2.0,False,False,29.578,29.578,False,True,,,True,91.21016485194008
1271,0.8,70.99,0.0,28.714,,0,0,0,0,1,0,0,False,0.8,0.8,False,False,70.99,70.99,False,False,0.0,0.0,False,False,28.714,28.714,False,True,,,True,85.75083236837546
1272,0.0,69.76,3.0,30.72,,0,0,0,0,1,0,0,False,0.0,0.0,False,False,69.76,69.76,False,False,3.0,3.0,False,False,30.72,30.72,False,True,,,True,92.65249022250035
1273,16.5,78.22,0.0,34.382,,0,0,0,0,1,0,0,False,16.5,16.5,False,False,78.22,78.22,False,False,0.0,0.0,False,False,34.382,34.382,False,True,,,True,115.86788732566909
1274,7.1,80.97,2.0,36.527,,0,0,0,0,1,0,0,False,7.1,7.1,False,False,80.97,80.97,False,False,2.0,2.0,False,False,36.527,36.527,False,True,,,True,111.34670426880848
1275,0.6,80.26,1.0,30.456,,0,0,0,0,1,0,0,False,0.6,0.6,False,False,80.26,80.26,False,False,1.0,1.0,False,False,30.456,30.456,False,True,,,True,94.15492024726366
1276,0.0,78.49,0.0,,,0,0,0,1,1,0,0,False,0.0,0.0,False,False,78.49,78.49,False,False,0.0,0.0,False,True,37.0355,37.0355,True,True,,,True,96.77168968413805
1277,13.1,85.49,4.0,43.615,,0,0,0,0,1,0,0,False,13.1,13.1,False,False,85.49,85.49,False,False,4.0,4.0,False,False,43.615,43.615,False,True,,,True,133.03371659872934
1278,0.5,84.26,1.0,33.893,,0,0,0,0,1,0,0,False,0.5,0.5,False,False,84.26,84.26,False,False,1.0,1.0,False,False,33.893,33.893,False,True,,,True,99.47371863976487
1279,0.1,83.78,1.0,33.88,,0,0,0,0,1,0,0,False,0.1,0.1,False,False,83.78,83.78,False,False,1.0,1.0,False,False,33.88,33.88,False,True,,,True,98.68527747648875
1280,0.0,83.85,1.0,33.184,,0,0,0,0,1,0,0,False,0.0,0.0,False,False,83.85,83.85,False,False,1.0,1.0,False,False,33.184,33.184,False,True,,,True,97.89904355273914
1281,0.0,82.23,0.0,34.855,,0,0,0,0,1,0,0,False,0.0,0.0,False,False,82.23,82.23,False,False,0.0,0.0,False,False,34.855,34.855,False,True,,,True,96.5246402126099
1282,0.0,80.52,0.0,34.388,,0,0,0,0,1,0,0,False,0.0,0.0,False,False,80.52,80.52,False,False,0.0,0.0,False,False,34.388,34.388,False,True,,,True,95.18722057310775
1283,0.0,80.21,1.0,35.712,,0,0,0,0,1,0,0,False,0.0,0.0,False,False,80.21,80.21,False,False,1.0,1.0,False,False,35.712,35.712,False,True,,,True,98.54152217913845
1284,0.0,79.98,1.0,31.883,,0,0,0,0,1,0,0,False,0.0,0.0,False,False,79.98,79.98,False,False,1.0,1.0,False,False,31.883,31.883,False,True,,,True,94.63041269675897
1285,0.0,78.69,2.0,31.171,,0,0,0,0,1,0,0,False,0.0,0.0,False,False,78.69,78.69,False,False,2.0,2.0,False,False,31.171,31.171,False,True,,,True,95.46629442964297
1286,0.0,79.42,1.0,30.789,,0,0,0,0,1,0,0,False,0.0,0.0,False,False,79.42,79.42,False,False,1.0,1.0,False,False,30.789,30.789,False,True,,,True,93.26009963728714
1287,0.0,77.23,1.0,28.813,,0,0,0,0,1,0,0,False,0.0,0.0,False,False,77.23,77.23,False,False,1.0,1.0,False,False,28.813,28.813,False,True,,,True,90.18214393121251
1288,4.4,79.55,0.0,36.095,,0,0,0,0,1,0,0,False,4.4,4.4,False,False,79.55,79.55,False,False,0.0,0.0,False,False,36.095,36.095,False,True,,,True,102.21234894299428
1289,0.0,77.58,1.0,30.675,,0,0,0,0,1,0,1,False,0.0,0.0,False,False,77.58,77.58,False,False,1.0,1.0,False,False,30.675,30.675,False,True,,,True,92.20590096350922
1290,10.6428256081803,83.909214719297,2.0,30.6688304694512,,0,0,0,0,1,0,0,False,10.6428256081803,10.6428256081803,False,False,83.909214719297,83.909214719297,False,False,2.0,2.0,False,False,30.6688304694512,30.6688304694512,False,True,,,True,111.7408745330143
1291,0.8,74.87,0.0,30.637,,0,0,0,0,1,0,0,False,0.8,0.8,False,False,74.87,74.87,False,False,0.0,0.0,False,False,30.637,30.637,False,True,,,True,89.64080423201928
1292,0.0,75.93,2.0,,,0,0,0,1,1,0,0,False,0.0,0.0,False,False,75.93,75.93,False,False,2.0,2.0,False,True,31.435704881186204,31.435704881186204,True,True,,,True,94.3166563059512
1293,0.0,73.51,1.0,33.158,,0,0,0,0,1,0,0,False,0.0,0.0,False,False,73.51,73.51,False,False,1.0,1.0,False,False,33.158,33.158,False,True,,,True,92.58382968600915
1294,10.5,77.7,0.0,36.101,,0,0,0,0,1,0,0,False,10.5,10.5,False,False,77.7,77.7,False,False,0.0,0.0,False,False,36.101,36.101,False,True,,,True,109.35467294296228
1295,0.0,78.55,0.0,30.953,,0,0,0,0,1,0,0,False,0.0,0.0,False,False,78.55,78.55,False,False,0.0,0.0,False,False,30.953,30.953,False,True,,,True,90.77635152293996
1296,0.0,77.13,4.0,34.605,,0,0,0,0,1,0,0,False,0.0,0.0,False,False,77.13,77.13,False,False,4.0,4.0,False,False,34.605,34.605,False,True,,,True,102.47274101213165
1297,0.0,77.13,2.0,33.713,,0,0,0,0,1,0,0,False,0.0,0.0,False,False,77.13,77.13,False,False,2.0,2.0,False,False,33.713,33.713,False,True,,,True,97.18667276478405
