编号,表面位移估计值_mm
1363,109.8919357018093
1364,105.9222643907601
1365,105.56839795843153
1366,100.91817610912392
1367,101.52015995471017
1368,102.66760910681876
1369,111.17949703733015
1370,94.86103779342199
1371,97.93035372130005
1372,108.81532277276585
1373,99.79103532959188
1374,99.78103321316169
1375,105.74278890195677
1376,95.74430888762195
1377,97.12068601590266
1378,119.16501373111143
1379,102.50474147884665
1380,103.56967206183046
1381,98.05701235922358
1382,99.23213504942936
1383,114.45571763155843
1384,108.41434616338415
1385,101.8246000491795
1386,107.04440002851257
1387,108.1695954191831
1388,104.01559237935652
1389,104.35510956278681
1390,103.08505579313123
1391,95.18125138372483
1392,143.51118451946206
1393,136.2709650497114
1394,117.7012062904139
1395,110.07193179253619
1396,110.65994711032545
1397,105.97289398742703
1398,102.43833246026912
1399,111.83517468016571
1400,107.1968312619477
1401,103.39965397288616
1402,105.55209590508467
1403,106.92559691537012
1404,102.34797961815985
1405,100.55866331788049
1406,100.44936450221374
1407,103.3408768039597
1408,105.16644890343247
1409,105.67923713643653
1410,103.81184450510078
1411,100.77290714634908
1412,111.33169530161302
1413,97.2385696121031
1414,100.30482614896367
1415,98.03813622392451
1416,95.86906780186473
1417,97.2351248236342
1418,94.14293484010024
1419,101.80084530431243
1420,101.18576198307498
1421,103.99248629601567
1422,106.49169968668998
1423,97.02427440745383
1424,105.15654728856659
1425,96.47921348332832
1426,98.60508387086288
1427,99.19561417522165
1428,93.60862454949066
1429,93.13846012944518
1430,90.53821109584882
1431,91.7214563496213
1432,121.42683804855221
1433,98.21312256985486
1434,120.81307109694082
1435,99.29966924428714
1436,102.60149121100838
1437,114.09273346518304
1438,103.24857192059929
1439,105.40066665359932
1440,115.14892249563731
1441,120.19136257313994
1442,104.5980679454826
1443,105.88657064488305
1444,107.13958372632696
1445,101.99935210620089
1446,114.34725276103862
1447,102.0661874921944
1448,102.2211453587091
1449,101.80112916440189
1450,106.65500886128632
1451,100.49130955662626
1452,100.78706159949681
1453,105.14560029875635
1454,106.56637878871292
1455,111.78777419512983
1456,127.3279377796796
1457,107.71564951646708
1458,105.68390574474166
1459,107.30031368660144
1460,108.6676791229878
1461,102.97387061375561
1462,118.81635276589313
1463,101.30407470864628
1464,113.90903356356522
1465,106.75507642659223
1466,107.856352740705
1467,107.92405739034695
1468,101.37722956768033
1469,102.82111583549593
1470,111.34982714113691
1471,100.93884999780585
1472,97.69042182408137
1473,100.27906801107008
1474,101.37210090435532
1475,127.65478225854872
1476,104.8633415503911
1477,116.18109109726252
1478,104.1266018061894
1479,131.44273070921565
1480,111.28316887780133
1481,110.75883726270662
1482,113.9819322300068
1483,110.99508512721901
1484,120.02879118173912
1485,108.24374602794022
1486,111.52270590243869
1487,105.11043064668584
1488,111.54416258751245
1489,109.30562803727312
1490,106.84299502423329
1491,110.7896679175876
1492,103.6926596938494
1493,102.16538907388619
1494,117.04814338618776
1495,116.4543739105726
1496,111.07126507739068
1497,108.02544475633542
1498,98.5685609931638
1499,109.58198420848113
1500,101.12166003125243
1501,109.20856993019981
1502,127.31161615018827
1503,119.47019160406558
1504,102.86601724545666
1505,106.50956612208586
1506,103.10642165212627
1507,102.76211850714712
1508,109.07579335309018
1509,115.77178776705463
1510,106.65736007856032
1511,102.22808046038288
1512,103.88201317113909
1513,101.22545677095337
1514,108.87989928228271
1515,105.24451273789612
1516,104.98380840476943
1517,100.24345386301812
1518,104.19018224474046
1519,97.27176457772285
1520,100.99700734404144
1521,101.02305039827476
1522,100.42849023779678
1523,100.04261652318553
1524,95.17992431137743
1525,99.51229940276934
1526,97.84720290783244
1527,94.80987216759154
1528,98.32080477432821
1529,100.69574256671478
1530,99.4698600759437
1531,88.75582377803272
1532,93.44828070361802
1533,91.26064956343932
1534,97.0114596253267
1535,98.80962502456607
1536,91.37066351806425
1537,93.38932340073666
1538,95.15189043838548
1539,87.56735570529877
1540,93.67850343406444
1541,90.29158549148899
1542,91.2573493101936
1543,90.66459526580263
1544,90.32726078452279
1545,83.93907933380156
1546,101.26219180789818
1547,92.11526110799656
1548,88.19862689690571
1549,87.99789227695979
1550,101.60185991691033
1551,91.40606422647838
1552,82.42613627577991
1553,89.14274836217072
1554,80.65827170585018
1555,85.65952350856911
1556,77.97886708268426
1557,94.69055993256575
1558,82.02013139123689
1559,83.88047381843649
1560,77.16956262654111
1561,80.01305151785942
1562,76.82002241791851
1563,83.57022916177863
1564,88.42684746591627
1565,92.75962736301533
1566,80.26741471557514
1567,91.6353826845929
1568,84.60474332956872
1569,83.96098389854521
1570,76.90647620247968
1571,78.0186215407238
1572,79.2082798694718
1573,83.09800731711226
1574,78.78588309449303
1575,78.05734526506771
1576,80.5038934491965
1577,75.56169258805102
1578,76.44376251516033
1579,81.38732666701475
1580,100.45981459811875
1581,78.79663276313008
1582,79.68434053965231
1583,81.38021096769259
1584,75.0380486445696
1585,78.30482983396317
1586,74.87301564564704
1587,73.29858884838106
1588,94.53018001405842
1589,79.57123698710186
1590,76.28580491111086
1591,78.84983267596667
1592,82.99184234398817
1593,108.34003545526757
1594,86.32189802030106
1595,109.34933696707587
1596,87.65862590241457
1597,91.08797286107057
1598,89.72408783401832
1599,103.63983846135562
1600,91.98130571826186
1601,87.5206406487026
1602,89.52005802296631
1603,86.8214234689879
1604,87.55864019579974
1605,99.2730192844566
1606,95.2178543953356
1607,86.9201117256141
1608,89.9808217119222
1609,88.59181271860828
1610,96.4608616934857
1611,88.8198416793314
1612,88.926806016973
1613,91.8924062190688
1614,83.35958132020707
1615,87.2450299605395
1616,85.34187472616642
1617,89.53339118727575
1618,82.04191208321747
1619,86.13138837516625
1620,83.81604387632436
1621,90.58061164547911
1622,83.78051183861336
1623,83.22137460214155
1624,83.39408841708476
1625,91.60657961392414
1626,117.24973008759062
1627,95.68513479367783
1628,93.36553724843657
1629,87.20787332792226
1630,90.79578526861337
1631,89.82641585219741
1632,89.73684074905108
1633,91.33756231621715
1634,86.33185735507622
1635,90.36645596525423
1636,90.15351952398647
1637,87.99384368408421
1638,84.07292849776599
1639,92.58109352204586
1640,81.62815539288542
1641,81.57814875943157
1642,83.79886136381573
1643,82.22875716153979
1644,115.17566408720492
1645,88.7726584330611
1646,90.398540790842
1647,112.80525108509192
1648,87.73293713836999
1649,89.59491221326769
1650,92.91033652144269
1651,88.88116607956296
1652,92.27893002691293
1653,85.58533239899576
1654,88.69562019300182
1655,103.72704401239145
1656,89.97340647515207
1657,95.63150190110586
1658,95.8929681589701
1659,90.19074885197585
1660,87.45703147979481
1661,89.07957664908895
1662,89.51506967336293
1663,88.28490638359243
1664,98.84114937418342
1665,94.17884150181098
1666,102.23341063800227
1667,97.62169399205708
1668,92.65769822414252
1669,95.9319218987105
1670,107.16421965429069
1671,96.09986961046738
1672,94.03082148626066
1673,90.84418045732477
1674,100.2541074421447
1675,125.37852200912727
1676,96.80335631855968
1677,96.68150997439399
1678,101.58314225668524
1679,94.98968071009848
1680,100.80493431942246
1681,92.14809318405173
1682,99.22714503299423
1683,99.0118948820265
1684,96.56944385961896
1685,95.57098092127934
1686,106.59308597894446
1687,92.23183606340574
1688,98.97517335402169
1689,96.1996793966507
1690,94.04468753921141
1691,94.61188738906218
1692,92.41249909888347
1693,91.12471461376782
1694,98.74947197255479
1695,91.56555441066774
1696,85.43527557197893
1697,89.30137627308973
1698,85.06191781640332
1699,85.34053800858946
1700,88.20898218744082
1701,89.8657859188125
1702,88.60883745152042
1703,92.76028157413552
1704,93.78642522551752
1705,89.79138996901696
1706,86.22382037545447
1707,84.91035963127683
1708,88.25470708121998
1709,86.82129231733657
1710,115.06442221792744
1711,118.76015599615792
1712,90.15670475224152
1713,90.549082415142
1714,99.32203925373032
1715,100.20845894990488
1716,110.09539795969448
1717,93.26386296922642
1718,93.34718321006213
1719,99.86267580601589
1720,93.10766020841234
1721,85.91914542613809
1722,101.9877901964588
1723,93.46358771289805
1724,87.70261595726166
1725,93.21983623972052
1726,89.65677798508068
1727,88.59226181497212
1728,89.07509896246586
1729,83.57939951902894
1730,83.74917419799684
1731,85.56669880943505
1732,83.04358906203127
1733,82.1748114388932
1734,83.27324966316401
1735,86.70560722127831
1736,81.80768397346458
1737,86.31015632170615
1738,83.50898173924804
1739,78.30249082829843
1740,79.61921333579836
1741,82.0105224664009
1742,74.58572373049242
1743,101.17310363339456
1744,87.82958020596715
1745,77.25495773634714
1746,76.29881851176762
1747,82.94922980522128
1748,80.25070924410674
1749,75.38519791324674
1750,77.94456827915397
1751,76.49726937850892
1752,72.87663260707797
1753,79.87912240927407
1754,103.03227989956966
1755,80.0170939937465
1756,77.25838120752334
1757,73.6515158263469
1758,80.47819645649491
1759,76.59512117137865
1760,75.83843033912562
1761,75.87278271852746
1762,72.42562376497487
1763,74.60886814425315
1764,75.14802387555088
1765,80.34395922733368
1766,71.94503869349484
1767,68.42298226564833
1768,67.63079217418715
1769,70.72181312101733
1770,68.33722308983897
1771,69.0819589317392
1772,76.09701649640385
1773,70.20139353378967
1774,64.52600797395598
1775,70.35206372511954
1776,66.73020831946155
1777,63.531620504301145
1778,67.60142911101934
1779,68.08662598366206
1780,68.04436480943346
1781,66.01762309723938
1782,69.78908654673111
1783,65.74304174653369
1784,68.78894214196383
1785,66.6327937624323
1786,62.689867130467064
1787,63.02841704916683
1788,78.8314425023675
1789,66.48013205882972
1790,68.92248513150754
1791,89.65825133664337
1792,72.86127567246373
1793,97.52149349015934
1794,77.40556968206482
1795,77.632212277909
1796,79.53779766595204
1797,72.0617937158963
1798,103.10448849528274
1799,81.67564471905479
1800,76.21866246105247
1801,81.99568400943998
1802,75.08956564918076
1803,77.35855494284985
1804,80.42367765982898
1805,76.54780802085864
1806,76.01629065114149
1807,74.49106189986904
1808,83.68522133609919
1809,75.56207582827766
1810,77.7016083203751
1811,72.5576313888238
1812,75.7008458604837
1813,71.0651929826554
1814,71.51682196743059
1815,77.37101746395105
1816,71.0953904312736
1817,73.66841392675198
1818,68.56677427206535
1819,73.36042504832321
1820,67.38807303351783
1821,66.12915548744581
1822,74.66486904380193
1823,75.40790246274193
1824,69.60310480931975
1825,68.16767577047956
1826,71.97948348927201
1827,72.45537024822576
1828,75.26240912156621
1829,67.82913165407516
1830,66.98813529971977
1831,66.97412079368243
1832,63.3448920129088
1833,67.67321958988144
1834,67.65244768471213
1835,69.83234692541656
1836,69.53288090026598
1837,62.400571430209915
1838,60.27058208521284
1839,65.51638915300401
1840,61.579622987082715
1841,66.99749438953512
1842,67.01549182160034
1843,62.444575112595025
1844,65.33154021667445
1845,58.57153458596352
1846,67.42936978715693
1847,84.42147340357843
1848,76.65674958484115
1849,77.40515255365526
1850,66.63036528251568
1851,66.39706451129943
1852,67.17081079815166
1853,75.4343323731137
1854,69.3508794589904
1855,62.15682138543317
1856,67.11126552133648
1857,68.81073066969442
1858,61.73501094488819
1859,65.68806018644466
1860,69.02640725107446
1861,94.30672863625047
1862,71.44341931626357
1863,68.74654111609587
1864,72.78184799580056
1865,88.78601783064121
1866,76.29310768729373
1867,79.30492116540029
1868,76.09403735252837
1869,87.62385035252004
1870,78.63687007701915
1871,84.3998641378009
1872,93.08344480483547
1873,82.79545906394361
1874,110.43159742935215
1875,90.77476087357189
1876,84.68706632559017
1877,86.6683847523393
1878,86.08989951617261
1879,85.21139787989944
1880,87.69289369426944
1881,89.85590170368813
1882,84.23112552809695
1883,83.86324121328926
1884,80.97094069613419
1885,84.48131348864167
1886,81.90842108095565
1887,90.43554540967588
1888,76.00071246198179
1889,78.3194722296386
1890,86.54689822051282
1891,85.03343949689517
1892,88.89915509364394
1893,82.51458294306435
1894,79.49769172705133
1895,80.98298147242417
1896,81.67683883466984
1897,80.5037799325703
1898,82.75782631264211
1899,76.20877413105781
1900,80.82276356174674
1901,77.61788984623374
1902,81.26544092424521
1903,80.31995045727133
1904,77.85449762421644
1905,93.39954346896275
1906,84.49705806231752
1907,77.75416423524388
1908,88.27786353692545
1909,76.74236048141198
1910,75.45119657923169
1911,75.22687346708373
1912,79.33194636749172
1913,78.63372971993688
1914,74.29282132471383
1915,74.3283478595641
1916,74.39175194084231
1917,103.38791821643665
1918,80.34249665113006
1919,96.8681209824661
1920,84.06981985909698
1921,86.56538593563614
1922,80.86647797093485
1923,91.31958961187014
1924,81.62992290281316
1925,81.61696450801443
1926,79.84080528533721
1927,84.50798509363005
1928,93.94351575491616
1929,80.86070742966974
1930,83.92570647324555
1931,83.40288087931414
1932,81.1112064576245
1933,82.02221145305018
1934,74.4127447720806
1935,77.09814797108028
1936,76.35637320605588
1937,86.15421034625722
1938,83.16744667384631
1939,79.98452173778514
1940,83.83501865046867
1941,78.2566845482916
1942,76.94376144875685
1943,78.33889296087445
1944,78.32788591597246
1945,120.08661703363563
1946,86.14665898769476
1947,106.41847966788093
1948,89.0856258259615
1949,88.08913666885175
1950,85.33318223602421
1951,80.07538403120363
1952,91.94280317352265
1953,83.78893022488569
1954,78.8627139057551
1955,80.22778396129286
1956,77.68663665723125
1957,76.47757925943698
1958,73.53456076651096
1959,96.2718110761402
1960,101.85338188348148
1961,83.4744151101463
1962,82.1585621044136
1963,79.04972043996929
1964,114.54302955825898
1965,88.09581804122618
1966,86.28194053669785
1967,91.97807340940959
1968,94.35138729348242
1969,85.79184593990145
1970,84.45624987732536
1971,120.78626087998273
1972,91.89884208601454
1973,92.8325621098814
1974,91.7289019047873
1975,84.86016451780245
1976,102.22372875388763
1977,87.33121316920668
1978,90.56614099757455
1979,89.38809803947878
1980,85.00263986061121
1981,86.09824094751532
1982,87.57139684194107
1983,84.76371558166099
1984,99.45463333894473
1985,88.14221951852073
1986,89.58590985354331
1987,87.36713675221037
1988,85.70165370862425
1989,87.35778748527014
1990,85.20480862278521
1991,84.91682808248258
1992,81.45060928629037
1993,84.2474374578706
1994,94.76122298064355
1995,86.52446833992074
1996,81.31376739022083
1997,79.28389873074688
1998,85.28920653024309
1999,82.40905557983577
2000,78.61791036743385
2001,74.85719798828652
2002,79.72472297266008
2003,94.74707727695173
2004,79.52071870233581
2005,83.39830650157464
2006,78.04510505369203
2007,78.46878232905574
2008,81.03709317596066
2009,80.23617238603538
2010,84.79731249876454
2011,84.4247301925297
2012,94.40691102491743
2013,84.0038477344663
2014,82.34089702772593
2015,79.83806207492118
2016,86.11739471239488
2017,79.82506596057901
2018,84.92102531176201
2019,75.34197053419001
2020,79.31019019191221
2021,75.36404753234766
2022,77.24802055813205
2023,92.18830609471134
2024,106.83051603788452
2025,92.46564991371069
2026,89.97278599165641
2027,85.20294221065245
2028,89.94938715591366
2029,85.02144949438515
2030,87.1719435052284
2031,87.61274550878392
2032,92.9124651974818
2033,112.1229204808431
2034,90.96762476279144
2035,90.40884666369868
2036,104.36799809853594
2037,92.33916464469621
2038,89.70325157636555
2039,94.1330529320822
2040,97.77181955182812
2041,94.33187594371849
2042,115.00914837877067
2043,91.3507572610334
2044,92.74841864206772
2045,94.36389076063604
2046,92.09961302702676
2047,94.96870337081592
2048,99.68687547857381
2049,96.71447979276824
2050,90.6027566488156
2051,90.89276008188853
2052,95.01313588619067
2053,96.65003600579394
2054,96.3165431843875
2055,94.98720946489308
2056,88.45679763959623
2057,93.02245704330586
2058,90.25194677663438
2059,85.98231741364569
2060,91.61983384152545
2061,107.04072625427412
2062,94.08975970507142
2063,87.48404777177794
2064,81.15937158580599
2065,85.62679083249019
2066,81.68821657467694
2067,85.86330806091334
2068,88.23016757031965
2069,80.76696491832527
2070,80.4055829316051
2071,79.12977163512201
2072,84.26532855548855
2073,76.90573256404983
2074,82.65361289738482
2075,82.26158033000972
2076,77.07074718496791
2077,79.41277228076888
2078,81.79388052525255
2079,79.83473899851813
2080,71.74608250784976
2081,75.85226318071011
2082,71.74689423332086
2083,84.36859742364432
2084,73.21538748742631
2085,74.05194138011595
2086,69.44718863922307
2087,76.0508213069221
2088,77.45264997032962
2089,72.70851227607841
2090,73.63741488136368
2091,69.62721552914975
2092,71.08522589232088
2093,75.4351305319297
2094,72.44558714473082
2095,74.76372291703615
2096,75.17708402514111
2097,68.1437040478394
2098,65.44730076542277
2099,63.27337807195329
2100,70.69730000340417
2101,82.11103144096651
2102,67.72151236327048
2103,71.43862576241078
2104,68.35321377466066
2105,71.00520995582066
2106,75.95725724928982
2107,70.80134654344015
2108,67.83225899640769
2109,73.55924036245875
2110,91.5914501872392
2111,71.53819966633095
2112,88.3232232846726
2113,74.49191765837472
2114,78.52870939851856
2115,74.6504347216744
2116,73.50990685421618
2117,76.68450172707067
2118,80.16960197518661
2119,79.99859926903629
2120,74.60380635629828
2121,88.65135626435709
2122,78.92748233945495
2123,75.19473911671419
2124,77.90468231008559
2125,69.75498032631101
2126,71.54646175904438
2127,72.53443451685521
2128,67.79034869641144
2129,70.07113984009712
2130,72.89170404735943
2131,80.05815894866923
2132,71.79246284989571
2133,73.71949979126715
2134,74.65580848540759
2135,74.32798956032327
2136,76.56044020713459
2137,66.04337575533026
2138,69.56347182522725
2139,68.1870115522679
2140,65.09890817435755
2141,69.50135475217708
2142,68.8964736391916
2143,75.00815383799899
2144,64.58507572421637
2145,68.66539355688204
2146,65.83737323238381
2147,69.74350352723025
2148,69.72794535735369
2149,63.696713620999624
2150,62.04619728834467
2151,70.49250563792641
2152,82.12838240258023
2153,69.91859592817399
2154,77.11630435313093
2155,70.74647541551823
2156,86.62293154500706
2157,94.80156902393588
2158,72.23710004655874
2159,81.70170126711068
2160,78.7651166221713
2161,77.89047881310447
2162,70.82503751048844
2163,70.07674685648284
2164,68.72878280788277
2165,72.04949165189376
2166,76.96319375707095
2167,96.94434385695436
2168,76.50355980561005
2169,72.13781190937311
2170,73.76230421874594
2171,75.75682560370689
2172,91.35367443905167
2173,74.96787569624429
2174,76.58824687677446
2175,76.6503822739653
2176,76.22513167246055
2177,73.54201005749626
2178,82.9922045873021
2179,80.12096778035666
2180,81.17883916754579
2181,69.74872898908717
2182,77.41496876798034
2183,71.16966841646646
2184,72.7384496860342
2185,77.19313709042055
2186,74.14238198889265
2187,82.73702339013732
2188,85.0292504154889
2189,75.00272531597037
2190,76.38923727898265
2191,73.6392573799267
2192,71.74155362740227
2193,73.6917090615099
2194,73.38597256554499
2195,73.21994035638433
2196,75.94081597011066
2197,74.62452241246052
2198,63.34944673797644
2199,68.36746866921159
2200,71.02324353161879
2201,71.4916966200354
2202,67.95632995207741
2203,67.37777167854392
2204,65.97815428069475
2205,74.21147389555982
2206,69.66448433099592
2207,71.08859248612455
2208,72.56023664146548
2209,75.28979523049564
2210,88.75366695617471
2211,78.3210621869887
2212,79.22935795127272
2213,76.76661983526793
2214,67.71673367525418
2215,70.80406516061558
2216,77.56945025190427
2217,70.21526813463599
2218,75.2659602583256
2219,67.76245146179514
2220,69.49326394027386
2221,102.57841645517439
2222,71.62345046708813
2223,76.19725065831179
2224,73.56889832891726
2225,84.10550599539354
2226,75.19816956442521
2227,77.12021759108107
2228,79.47915912283851
2229,75.84609927586543
2230,81.01928133094565
2231,77.26210622434958
2232,75.80660565490501
2233,72.31861117500802
2234,70.56481075999129
2235,71.86750393438938
2236,72.0369659356468
2237,66.9414821565359
2238,74.16851943512549
2239,80.2230626225691
2240,71.96363594312315
2241,79.4497676698254
2242,71.83975834033572
2243,88.63004575672429
2244,81.56312516641718
2245,72.623606257787
2246,74.34495017887075
2247,67.58014575231097
2248,73.82228357746843
2249,72.6013940102582
2250,70.87949092851633
2251,76.12584594006317
2252,72.84076392155544
2253,68.36414755854456
2254,66.56937296594737
2255,63.736946184536386
2256,75.37869471485847
2257,68.56569794089597
2258,69.2016931611569
2259,81.36340670475228
2260,77.52763762883333
2261,70.51289895050583
2262,69.83668995293107
2263,84.99585339723343
2264,71.37684595605758
2265,73.70146546412174
2266,77.31860969414375
2267,69.69826279100646
2268,80.75233572700506
2269,81.59168013975145
2270,88.5547529452437
2271,74.92077102069516
2272,77.64376227715695
2273,103.06088107742012
2274,81.61545515480057
2275,80.8319649712943
2276,78.09780948936604
2277,91.78963204091266
2278,81.39390922542142
2279,81.90081123607565
2280,81.61326454427221
2281,80.19566418980004
2282,77.24778913580145
2283,103.88013631152103
2284,88.30294894869374
2285,84.21899836403144
2286,78.1954326805663
2287,83.8604662771535
2288,76.78698078769176
2289,79.1332073925361
2290,77.60187149881706
2291,83.51408137331208
2292,73.57664657148649
2293,100.49577011750914
2294,79.64838542120941
2295,80.91200320112455
2296,81.46080871036271
2297,80.7209280046608
2298,81.66881953304737
2299,99.63611763549675
2300,85.13756524706801
2301,86.37834054110272
2302,82.09470658624114
2303,94.8881703932592
2304,87.67438500141546
2305,79.66234665484572
2306,82.8602693250013
2307,94.39050263082602
2308,129.52540340618594
2309,94.99917849438314
2310,85.9238951242897
2311,100.47471675657978
2312,96.75739671731523
2313,93.07893395883413
2314,100.04425105028112
2315,94.58828129430972
2316,90.11118470073939
2317,88.64792055136218
2318,91.62404588056667
2319,91.95566910063326
2320,91.81609950731102
2321,88.00007420888923
2322,91.09346181297244
2323,110.59812160444389
2324,89.19782058018413
2325,93.33699991957207
2326,95.86248338482537
2327,90.4470261753955
2328,94.17232750730749
2329,89.47100594028463
2330,87.96096285963908
2331,83.26430097980506
2332,87.5786764138878
2333,83.73749798766632
2334,83.90663260069677
2335,82.71018162203528
2336,75.28253720011725
2337,81.20042452675276
2338,84.49701746619796
2339,75.93649833621961
2340,74.70437754442902
2341,75.84678033251927
2342,79.01469161277825
2343,76.83446160567402
2344,77.32997262155386
2345,74.89101272304545
2346,75.74702327243698
2347,73.90759330153305
2348,76.83111761106423
2349,67.27168598335076
2350,67.84337623535795
2351,77.93841978143166
2352,68.03077101336385
2353,75.66116968149484
2354,67.66468318419322
2355,69.22810294379099
2356,65.12946758530595
2357,70.95099619779452
2358,71.72475623459933
2359,82.14844187845608
2360,69.48277074818355
2361,72.38143200001426
2362,72.89478470306737
2363,69.05067509819143
2364,72.6054062319766
2365,68.84419872341186
2366,64.54147764313294
2367,66.60766170614667
2368,74.58577484477695
2369,66.84975748053282
2370,63.03574228409504
2371,65.56630644762004
2372,62.13973310601321
2373,68.59276376018393
2374,61.11430984721776
2375,66.92896031640066
2376,62.528229537879476
2377,64.156882087739
2378,60.740608310492604
2379,62.05108099864327
2380,76.38624966547002
2381,64.8564711811515
2382,69.51767626544552
2383,65.05592636942359
2384,69.66868836639838
2385,70.37620873728353
2386,86.79931240365659
2387,68.56416650250924
2388,72.5717801870463
2389,71.5518925072534
2390,69.46105138375123
2391,66.95591912375815
2392,65.62031095258972
2393,66.26723875890667
2394,68.47413236012677
2395,63.28722761747672
2396,66.80677880668806
2397,63.38421628332764
2398,66.46133310493519
2399,64.67692627771218
2400,70.27331361306994
2401,68.34676737870413
2402,63.30688891927026
2403,86.37229258347298
2404,70.9957425447451
2405,66.38606782629563
2406,70.55265484417991
2407,76.89483615602259
2408,67.02437487875778
2409,67.03601531196666
2410,74.90836490325187
2411,69.44161759144775
2412,68.13373948045792
2413,64.86171707805593
2414,74.28951858913373
2415,70.17036171387645
2416,94.39921962347438
2417,68.91768691695647
2418,69.53901268729392
2419,77.2498393292791
2420,72.8598595413167
2421,80.50178881521957
2422,73.33316168579734
2423,100.37777523874679
2424,77.53534669205146
2425,81.00716619298578
2426,88.91516325487895
2427,95.87694902487755
2428,80.5104356984434
2429,81.23979651970754
2430,84.08651458878896
2431,78.11023447018393
2432,74.74053223701584
2433,90.21366100507862
2434,82.15153383897868
2435,109.29092333059177
2436,84.29664045166663
2437,89.74854565034205
2438,95.04147854308634
2439,89.69955231121148
2440,88.50172050750288
2441,85.58146467854687
2442,87.65424654659998
2443,81.16930685878054
2444,83.10038571162403
2445,107.40448666288033
2446,86.42445016460685
2447,88.33332062260094
2448,84.75555076431647
2449,79.33362244851716
2450,83.74349915284387
2451,85.93771426507871
2452,84.2499738388845
2453,82.30576624855635
2454,80.4734640456232
2455,79.1949690032411
2456,80.13335383188677
2457,79.73378697744882
2458,91.46022329204318
2459,82.4854835866712
2460,80.0059293790255
2461,83.19369949960522
2462,71.35683327548332
2463,79.58950004504766
2464,75.87608056227421
2465,99.30431523572919
2466,76.73556554357037
2467,81.5635195486055
2468,79.86255091707567
2469,80.97736457728227
2470,82.12174005116712
2471,83.09052397914554
2472,79.33733534982946
2473,89.10209646791392
2474,83.93868266463448
2475,79.26500697499966
2476,80.14240637940861
2477,82.30645790324023
2478,76.41710987372828
2479,89.23760383409979
2480,77.87861697770902
2481,83.593165397006
2482,95.3259690136559
2483,81.22448801475197
2484,83.15630593677855
2485,79.77696301279954
2486,79.91778593366752
2487,87.0898988426002
2488,82.30506732063267
2489,97.25965243064982
2490,106.85851749887642
2491,91.80001092160057
2492,90.15648702370723
2493,87.9368407524948
2494,85.36869251267956
2495,83.26047999535135
2496,97.94130475527847
2497,98.68473459661139
2498,104.5716966836057
2499,93.23216589011575
2500,90.33856485487918
2501,96.507332625749
2502,94.96734128485646
2503,89.96381235536717
2504,94.26519943370609
2505,91.26224438641736
2506,93.86168862444742
2507,88.76856374162423
2508,84.27789956573872
2509,90.01707101113057
2510,86.85611426628452
2511,112.50003971003748
2512,97.15468974852699
2513,96.06169415709411
2514,95.51010405202311
2515,91.563202752466
2516,95.23967334510333
2517,93.32562006897027
2518,99.60298537982031
2519,90.9060946771218
2520,88.65286147262313
2521,90.42159981937331
2522,91.96621031006336
2523,85.33056836777995
2524,93.03003781253315
2525,92.46944817739967
2526,97.87485025986159
2527,99.52803778920762
2528,87.77436882832063
2529,91.46759755286357
2530,86.14318315231812
2531,91.9419278788931
2532,89.03756680882401
2533,88.06257517102638
2534,91.98475545643204
2535,85.39449210400913
2536,79.42089301597831
2537,83.58077613723506
2538,80.02847775149813
2539,78.94925653560423
2540,97.48191326526688
2541,121.83664689261477
2542,91.9829695735227
2543,92.523271154267
2544,93.1643478553651
2545,97.67516381054983
2546,95.19741295904569
2547,86.81670009861568
2548,88.82891502127825
2549,91.07299843817114
2550,90.61149705990412
2551,82.5913901947992
2552,83.87609962715412
2553,87.30474609595875
2554,87.60668934343205
2555,119.1583253349478
2556,93.9821336081437
2557,87.82856469181371
2558,88.50320651579943
2559,83.64854986831286
2560,99.30261154564751
2561,86.25817088238041
2562,92.05224970905347
2563,125.2152842863816
2564,99.52392791195304
2565,94.65935656619446
2566,92.05576269419001
2567,100.70654369152199
2568,97.70044743108316
2569,93.429688512163
2570,95.67873311274165
2571,97.43092600277804
2572,89.735902077064
2573,94.25761398027065
2574,90.09253454296594
2575,99.30999840451678
2576,114.73893035552507
2577,95.10777289162897
2578,95.47485083215005
2579,104.03925944134328
2580,103.41643652322202
2581,93.04064600209537
2582,96.05254104691036
2583,94.21662613902771
2584,88.09149108900836
2585,98.39115780380118
2586,88.67367669520902
2587,91.20057410859691
2588,84.08189006485918
2589,87.87586940510947
2590,90.26677577351684
2591,86.69334032714427
2592,86.83256674404706
2593,84.22412062976404
2594,82.5488889334843
2595,85.00509725545173
2596,85.58717134630668
2597,85.74525866728048
2598,88.07552306637687
2599,101.15582693473948
2600,83.90359452918287
2601,81.47664842076156
2602,83.06902428121953
2603,85.96932892141314
2604,78.69397169502162
2605,83.60141669329204
2606,79.74811584737432
2607,76.87757752293668
2608,83.14288619810917
2609,81.74804309563321
2610,107.74530194703509
2611,87.67300098398853
2612,90.39023079354853
2613,84.87444634738591
2614,97.28025309802213
2615,83.94809494734386
2616,86.86755534394072
2617,95.15812375598044
2618,97.33001121868924
2619,86.04669255769588
2620,83.10031419237848
2621,113.20179085372123
2622,97.23934839868441
2623,85.88220961814656
2624,86.14344685909276
2625,93.52167572573572
2626,91.46945144095177
2627,103.72119110473693
2628,89.15932639989255
2629,91.3756062701939
2630,87.73628156258738
2631,82.85166611070059
2632,84.39660219200118
2633,83.39973846518883
2634,89.87323563940538
