编号,e_建模值,交叉验证预测值_mm,共同异常
2712,79.018,80.94590283752683,False
2713,90.039,91.04574692096155,False
2714,111.032,110.61144041031592,False
2715,97.758,97.80112146055819,False
2716,93.369,98.50490641988425,False
2717,124.812,121.39454992658135,False
2718,105.839,101.6416075655435,False
2719,92.495,93.94526460060573,False
2720,81.944,81.66579045819101,False
2721,144.079,137.27635482705693,False
2722,126.37,124.48614619394648,False
2723,85.079,84.93524965627336,False
2724,91.591,92.56560883339363,False
2725,102.454,99.28745551718147,False
2726,116.258,103.14558391165679,False
2727,95.915,95.29862632138763,False
2728,103.371,103.46979013889322,False
2729,86.693,87.66600261239226,False
2730,93.601,96.41570062189794,False
2731,79.308,81.02463563602637,False
2732,83.526,85.44439972128609,False
2733,101.978,103.88253302830056,False
2734,95.574,95.56147585107432,False
2735,94.311,92.39017215135948,False
2736,77.721,79.42969905941408,False
2737,124.221,121.66567668510385,False
2738,96.786,102.28232341647977,False
2739,117.548,118.40666794914056,False
2740,83.81,86.06433116255582,False
2741,78.549,79.39248679516223,False
2742,83.84,82.95433013408376,False
2743,87.455,87.10345872377403,False
2744,110.439,112.06773454722116,False
2745,78.566,79.2344933605301,False
2746,100.228,97.84470324059366,False
2747,93.342,92.67777465200159,False
2748,144.82,141.34666575537614,False
2749,71.388,87.92850347158368,False
2750,96.456,100.49996858102968,False
2751,90.76,93.36527215843321,False
2752,84.496,84.91493365533125,False
2753,91.391,93.02285299406847,False
2754,74.513,74.2273693712969,False
2755,135.857,121.77536805439804,False
2756,110.203,108.24556578574756,False
2757,96.028,94.64728528431955,False
2758,92.21,89.6008557800958,False
2759,110.769,109.11853029675459,False
2760,89.979,89.97815161592233,False
2761,80.702,86.15573059410734,False
2762,106.562,105.08896912236982,False
2763,99.653,98.09445224157501,False
2764,97.1,100.36530350866546,False
2765,97.566,94.06079169275047,False
2766,95.512,96.4195423127014,False
2767,84.808,88.40701917925824,False
2768,93.057,91.15217871492226,False
2769,83.621,85.8009944939612,False
2770,98.257,98.52961373614094,False
2771,92.185,93.8747825425869,False
2772,105.948,102.66035703396791,False
2773,147.085,143.7480566391135,False
2774,92.333,94.54806938767763,False
2775,137.566,135.13442559051595,False
2776,91.555,90.81992017139595,False
2777,74.364,78.32736058933764,False
2778,114.57,113.60529269746073,False
2779,77.653,96.30128167772305,False
2780,86.702,87.87474535275584,False
2781,96.329,99.818866837375,False
2782,103.328,105.00712845072871,False
2783,106.796,105.77868400313294,False
2784,79.207,84.79941608370875,False
2785,108.356,108.8642355066414,False
2786,107.208,111.06074366651987,False
2787,129.861,120.25051470265615,False
2788,82.412,87.77326829728253,False
2789,76.415,77.97207179350949,False
2790,72.532,73.46414703227384,False
2791,107.643,108.87659925316152,False
2792,110.754,108.62334404959005,False
2793,117.129,117.89182030275859,False
2794,88.866,90.59748029338223,False
2795,98.299,100.26768148290685,False
2796,69.181,70.48886224735507,False
2797,85.577,82.22391688789256,False
2798,84.499,85.5380796929086,False
2799,99.953,99.84182652238087,False
2800,107.654,105.10104432414879,False
2801,88.089,91.48829746241833,False
2802,88.894,88.93393766637868,False
2803,105.299,106.7125052241501,False
2804,85.221,87.20213359663677,False
2805,121.291,119.41305977627846,False
2806,79.828,83.38719781919372,False
2807,94.062,92.56079524739339,False
2808,106.323,112.40614115581856,False
2809,113.03,116.1342074887136,False
2810,77.362,75.59156402795101,False
2811,90.871,93.11608119386509,False
2812,99.462,100.17580466303895,False
2813,91.341,90.18372928327686,False
2814,98.958,99.38426725329225,False
2815,101.493,101.37247845622545,False
2816,108.912,106.77144540822445,False
2817,93.504,95.32874569752705,False
2819,83.272,81.43746879711841,False
2820,91.302,92.89248607569384,False
2822,134.488,132.4833138652014,False
2823,94.706,96.29113197827223,False
2824,106.941,103.27328363906298,False
2826,106.451,102.59035770761771,False
2827,74.693,72.87890380808301,False
2828,106.375,105.51200916189462,False
2829,81.874,83.94661138125892,False
2830,72.395,73.83952594462733,False
2831,100.297,102.59820744656439,False
2832,112.266,109.00338403447027,False
2833,98.17,104.25584580603694,False
2834,94.982,93.92487277522788,False
2835,89.259,91.87795777110946,False
2836,125.856,122.24164858765792,False
2837,87.13,85.53008742090009,False
2838,107.284,108.49214172809768,False
2839,91.724,92.19289816645903,False
2840,99.602,100.6761037642262,False
2841,90.01,90.96688366470286,False
2842,84.437,94.9839692865937,False
2843,96.668,99.00311788505688,False
2844,107.507,103.71647518545221,False
2845,101.327,104.13710893547002,False
2846,114.2,112.81797658690667,False
2848,94.09,93.91017011024083,False
2849,91.339,92.14600820137322,False
2851,105.869,113.26075587032886,False
2852,93.487,92.37428769185652,False
2853,133.913,127.60937728535463,False
2854,83.273,85.82399793074757,False
2855,71.813,72.7614973534422,False
2856,94.822,102.793346866193,False
2857,140.968,138.99404406344303,False
2858,100.327,93.23239023520095,False
2859,75.975,74.95579100328762,False
2860,66.534,69.47375523685116,False
2861,106.931,106.52438682188874,False
2862,97.022,97.12369786624326,False
2863,101.042,100.34424867321324,False
2864,99.648,100.45096743186355,False
2865,118.203,117.73836563956318,False
2866,90.861,89.3584219611794,False
2867,103.405,102.05149066880344,False
2868,113.447,112.47955368888589,False
2870,102.133,106.97299709955674,False
2871,95.738,95.18521980704077,False
2872,83.373,85.55335971581641,False
2873,75.855,76.69678091977691,False
2874,117.558,116.43895012008593,False
2875,67.673,69.56533955068858,False
2876,140.602,137.9716931931249,False
2877,113.627,113.45239173273623,False
2878,100.039,99.99359342188804,False
2879,114.087,113.61825837091212,False
2880,91.596,89.93665026253414,False
2881,83.871,91.90186610599514,False
2882,99.048,98.90537150843583,False
2883,97.786,98.15903502285323,False
2884,99.676,102.05809475987063,False
2885,103.633,104.30123478350566,False
2886,101.681,103.38837402528199,False
2887,102.783,101.30844150883499,False
2888,98.206,98.21238867164291,False
2889,90.273,98.60987297945732,False
2890,104.929,105.75305533123864,False
2891,93.974,94.9931074456641,False
2892,93.226,93.02550416944416,False
2893,107.464,103.79579023374838,False
2894,96.713,97.54322499152602,False
2895,85.485,84.79949145369216,False
2896,105.976,107.5331601378069,False
2897,97.582,100.00992587464762,False
2899,100.284,100.56485543777693,False
2900,82.718,84.25999189683783,False
2901,119.611,97.06851204746843,False
2902,99.709,100.253654808322,False
2903,102.602,94.86856440228617,False
2904,73.207,73.65812988138852,False
2905,83.515,83.53269426138431,False
2906,138.931,135.2726791998429,False
2907,94.399,95.44154471258456,False
2908,90.349,89.83914214443188,False
2909,114.791,118.21782025103013,False
2910,86.246,86.68723133335276,False
2911,101.967,103.13090874286935,False
2912,102.788,104.02748220724409,False
2913,66.653,68.68498073737075,False
2914,133.207,130.10189026893423,False
2915,92.659,93.35879333161317,False
2916,110.317,111.11715966351687,False
2917,97.566,97.64428379337596,False
2918,97.221,94.01408959725428,False
2919,90.617,92.86579086190856,False
2920,108.999,109.25118247649104,False
2921,99.148,99.34628714421433,False
2922,93.936,97.3433197784699,False
2923,102.382,101.47442997494207,False
2924,90.711,93.37971583591124,False
2925,101.76,102.13333192358851,False
2926,123.919,122.57087070205895,False
2927,92.915,94.87379471367164,False
2928,104.9,101.01595064624755,False
2929,92.531,94.04593105131548,False
2930,100.205,90.71117554937905,False
2931,101.182,99.06250899763019,False
2933,90.969,91.53996533212397,False
2934,83.258,83.49891966710676,False
2935,89.707,93.70526330408065,False
2936,96.691,98.00156338205532,False
2937,78.443,80.37722327590205,False
2938,145.284,144.51614928055304,False
2939,96.016,93.80041103897527,False
2940,105.782,107.82443701493182,False
2942,80.823,82.10597890489728,False
2943,91.386,92.16004086960798,False
2944,81.894,82.44068145043178,False
2945,94.518,93.53730612602541,False
2946,103.087,108.34822388622233,False
2947,105.496,103.62038941795808,False
2948,82.641,81.33108183784049,False
2949,87.827,88.2853033932707,False
2950,80.748,84.62398330528681,False
2951,104.002,102.94632818054916,False
2952,85.357,83.15801888063662,False
2953,118.723,107.51096732007035,False
2954,96.717,94.64218731597367,False
2955,90.786,92.1690506941424,False
2956,90.79,89.1565416893619,False
2957,75.865,84.86911321885437,False
2958,80.809,85.49920438204961,False
2959,104.415,101.55460370328991,False
2960,127.121,125.16619835340344,False
2961,93.785,90.7662053789499,False
2962,75.863,76.43938374151499,False
2963,82.001,83.37120291348927,False
2964,111.816,111.60116633568057,False
2965,87.017,88.3128052682089,False
2966,103.778,97.32238612839217,False
2968,93.159,94.24797810233161,False
2969,83.145,84.14850540883417,False
2970,99.385,99.62531364388104,False
2971,94.518,93.94751069941715,False
2972,102.881,103.40079817867907,False
2973,90.739,93.56210714840743,False
2974,96.001,94.58223306904577,False
2975,138.607,133.95733426883385,False
2976,106.665,104.0601830581356,False
2977,85.001,86.37422721664038,False
2978,100.275,104.20232439684384,False
2979,100.634,97.00828879070768,False
2981,96.026,96.19081206340094,False
2982,95.339,92.4711542760871,False
2983,80.467,73.69048534234167,False
2985,89.014,89.74631480741535,False
2986,95.911,99.95316651183602,False
2987,94.586,95.03992349510237,False
2988,108.541,107.19780281863325,False
2989,93.341,90.89759499428337,False
2990,82.754,84.77974582530322,False
2991,75.027,78.58025074564056,False
2992,109.377,106.06856121139431,False
2993,91.686,93.45949216063062,False
2994,129.457,127.55606498214316,False
2995,111.86,109.62901886192927,False
2996,94.743,95.34915086817645,False
2997,111.869,115.40939298788129,False
2998,105.671,100.78786677254588,False
2999,91.383,90.38399641706613,False
3000,103.51,104.74811219161032,False
3001,90.908,94.18301856895232,False
3002,78.566,78.4284271426661,False
3003,98.479,95.56839296511136,False
3004,112.273,112.19530743131064,False
3005,70.952,71.20292402145665,False
3006,123.76,123.20475613677112,False
3007,101.134,102.43144750054822,False
3009,79.311,80.0672329354442,False
3010,105.747,101.77984236392794,False
3011,94.646,96.4145232987991,False
3012,99.833,108.20485180644887,False
3013,107.455,106.42144243332703,False
3014,112.541,112.85988710436061,False
3015,132.257,130.65013146434916,False
3016,129.425,127.34093452369368,False
3017,80.654,84.07262383750675,False
3018,119.438,112.33311558079944,False
3019,112.224,112.22626392616645,False
3021,95.103,93.48589913802118,False
3022,107.742,106.77301840121429,False
3023,79.451,89.78481806617027,False
3024,101.334,97.21483294893585,False
3025,118.404,119.11634381447399,False
3026,95.002,94.51826616034998,False
3027,104.984,97.85180887585,False
3028,78.729,78.60439546217759,False
3029,121.98,109.24269285590783,False
3030,104.676,107.62400513389731,False
3031,168.733,144.9422941457844,False
3032,89.208,90.16065774233977,False
3033,109.085,109.79690329547857,False
3034,98.831,100.05042402950389,False
3035,102.088,106.67032442574404,False
3036,94.784,93.09691077950941,False
3037,126.99,128.3323010938899,False
3038,105.888,104.22143535962942,False
3039,83.992,87.31110251279671,False
3040,112.413,110.2683183567077,False
3041,84.028,85.19593914674188,False
3042,88.466,86.96979282846664,False
3043,79.905,83.30126090138445,False
3044,95.675,97.53521211533933,False
3045,107.628,104.61889447577718,False
3046,75.653,74.86525150485758,False
3047,85.841,84.31036178646943,False
3048,90.129,92.16669505539438,False
3049,116.767,115.16843031714858,False
3050,101.914,102.97727655799919,False
3051,77.626,83.87465610425616,False
3052,108.463,109.2359643056373,False
3053,100.86,100.59457483256674,False
3054,112.479,110.47805819081412,False
3055,103.681,105.46687732815977,False
3056,103.287,103.37059760587779,False
3057,105.783,102.09217454002683,False
3058,95.659,95.54522079125272,False
3059,71.724,73.32345582571239,False
3060,81.368,79.73043401996883,False
3061,97.031,95.73532380372555,False
3062,107.663,107.63428987873569,False
3063,92.857,93.78013040635497,False
3064,115.862,114.0407474357743,False
3065,85.943,86.98356773526568,False
3066,98.174,99.15894319968864,False
3067,88.425,90.66120592871074,False
3068,72.806,75.23365606903126,False
3069,111.489,110.03436591334756,False
3070,94.18,95.69992549689863,False
3071,99.698,99.87307862158508,False
3072,100.438,100.57036126408318,False
3073,82.153,82.29912174789892,False
3074,102.921,101.78087610919538,False
3075,100.384,99.48645135579696,False
3076,88.143,89.6272145786079,False
3077,72.079,70.17912860804556,False
3078,97.489,97.75215602478934,False
3079,100.531,89.55137087619676,False
3081,90.466,91.86653295215169,False
3082,79.988,80.89412644748325,False
3083,121.447,118.8948964854877,False
3084,100.678,102.0207706803405,False
3085,79.949,81.4182310895492,False
3086,90.983,92.20664211382247,False
3087,88.207,89.16575512087192,False
3088,95.118,94.34130744716052,False
3089,110.984,110.5429582083128,False
3090,97.687,95.89619241683616,False
3091,91.016,92.28047422915097,False
3092,84.582,83.20570657626568,False
3093,95.722,99.5492099717197,False
3094,139.817,137.00770497259967,False
3095,100.883,102.44591585114118,False
3096,79.12,79.791365279823,False
3097,93.503,95.05758128152235,False
3098,107.767,105.77282009033814,False
3099,76.461,77.35164573597572,False
3100,87.466,86.42918711939784,False
3101,85.743,87.1882581797452,False
3102,131.832,128.92860144572776,False
3103,123.437,127.78640740166901,False
3104,95.887,95.33915777259627,False
3105,110.818,113.59574121585423,False
3106,108.141,108.8543428066508,False
3107,92.45,103.18427007878356,False
3108,120.324,106.83335814775802,False
3109,79.271,79.40624822091172,False
3110,95.056,95.13129298307932,False
3111,100.434,102.8148863845976,False
3112,101.636,102.14970082408904,False
3113,94.92,93.99427186805082,False
3114,92.117,93.51348094815474,False
3115,118.807,104.2239627458788,False
3116,78.165,78.88261746000732,False
3117,91.838,90.20077101489078,False
3118,96.766,97.47634891538243,False
3119,89.965,89.36681516014573,False
3120,90.4,93.5573576484428,False
3121,95.159,94.44668818904566,False
3122,85.669,84.96889381704278,False
3123,122.527,117.0577131419781,False
3124,91.599,91.26442341463732,False
3125,111.772,110.26014323996371,False
3126,102.336,105.8005486206765,False
3127,88.717,81.92940804318637,False
3128,115.192,114.75729948256014,False
3129,92.019,91.12075596399498,False
3130,83.943,85.60204383085399,False
3131,104.411,93.93721479158036,False
3132,102.853,101.07883249947892,False
3133,92.619,91.29126434263168,False
3134,69.199,69.94861564099038,False
3135,96.035,99.32728618378013,False
3136,99.528,100.3549129960114,False
3137,109.228,111.66389855011704,False
3138,102.727,104.88650246369107,False
3139,104.266,104.35050295970049,False
3140,88.916,88.58817437911947,False
3141,124.67,123.34867699051902,False
3142,110.022,110.4157222762654,False
3144,114.541,112.23748602808149,False
3145,72.275,72.34386068231979,False
3146,116.959,111.73137360540774,False
3147,88.269,91.2019320421271,False
3148,88.237,89.45136506913174,False
3149,95.33,95.69819744001212,False
3150,94.547,96.52122304462485,False
3151,83.806,85.897428289413,False
3152,100.153,101.37367240779353,False
3153,87.131,88.67867396275672,False
3154,114.532,114.75282547879164,False
3155,88.366,86.28549598877426,False
3156,73.073,75.97923906938318,False
3157,94.775,92.56198435806718,False
3158,116.413,114.49088526448715,False
3159,105.391,103.74082627393959,False
3160,77.08,77.9035692979073,False
3161,72.655,73.18791962258739,False
3163,89.374,91.9442632806777,False
3164,91.401,93.1048083330472,False
3166,101.023,100.61710516362149,False
3167,92.263,96.5693788939714,False
3168,123.592,122.12919387743332,False
3169,89.443,91.54718073316761,False
3170,91.242,96.8831033878792,False
3171,109.831,111.30958539569228,False
3172,92.156,93.29758335588654,False
3173,108.794,108.45376847025697,False
3174,105.339,103.36180858861374,False
3175,84.829,83.13937323718032,False
3176,115.095,113.95037584223142,False
3177,122.877,122.84967933134452,False
3179,72.914,75.21655231430891,False
3180,94.316,95.74589676813014,False
3181,81.161,80.29016214443521,False
3182,92.919,93.36660353134017,False
3183,98.387,96.23763718269932,False
3184,90.163,91.5570921944621,False
3185,123.39,119.86372937684665,False
3186,96.76,95.03277337284719,False
3187,80.819,77.72779615663383,False
3188,109.821,108.54300319038495,False
3189,107.989,103.70744183197387,False
3190,89.458,96.80332999113955,False
3191,80.529,82.09693871420413,False
3192,93.902,93.966052576561,False
3193,100.905,102.99414328188885,False
3194,109.835,107.96339373102977,False
3195,90.389,89.3811698607858,False
3196,94.385,90.87891087688128,False
3197,102.476,100.7791720386084,False
3198,96.431,89.07574654652373,False
3199,93.071,93.66664568197729,False
3200,110.133,103.80626820407045,False
3201,101.061,100.59587860322621,False
3202,115.355,118.03996117955188,False
3203,122.35,117.44356069421468,False
3204,113.335,111.45802711971207,False
3205,81.936,91.30969133136738,False
3206,102.322,98.09546818343934,False
3207,106.341,104.57909665910323,False
3208,118.171,113.37513476541262,False
3209,98.073,98.8238493467964,False
3210,92.365,95.18831490005859,False
3211,93.249,91.6618994970604,False
3212,96.525,93.7616489744385,False
3213,107.38,109.34703927244688,False
3214,107.598,108.74327703557691,False
3215,100.467,99.02635749149351,False
3216,79.221,77.66446030990602,False
3217,94.968,90.56002088511849,False
3218,90.114,92.18086845868643,False
3219,105.745,105.57074171510257,False
3220,97.506,98.81629895618507,False
3221,83.293,85.43032640679475,False
3222,108.698,110.00349956161763,False
3223,87.038,85.5441597738583,False
3224,124.482,121.89391877865154,False
3225,109.063,106.93506721187146,False
3226,79.618,78.27506330215886,False
3228,101.358,100.47223407402306,False
3229,114.326,112.6980819367409,False
3230,87.883,86.74882376363021,False
3231,111.951,114.7145966674238,False
3232,79.063,76.7099459609995,False
3233,86.134,86.30668075807637,False
3234,97.818,100.1506476368541,False
3235,86.697,87.22477303455652,False
3236,75.674,75.97931598404367,False
3237,88.234,87.85835508935068,False
3238,66.083,82.28029683177161,False
3239,81.332,82.59221842033996,False
3240,111.45,110.79335131172823,False
3242,69.376,68.72132350459852,False
3243,102.518,105.92449769268615,False
3244,94.022,96.20538720298455,False
3245,99.176,100.1013274706344,False
3246,80.762,80.58639636191275,False
3247,89.733,89.62286438273381,False
3248,107.266,105.94546083548171,False
3249,144.81,143.24693234548266,False
3250,105.728,103.45211204484539,False
3251,97.313,104.6133472142521,False
3252,106.983,112.52454784778048,False
3253,93.878,94.03525310533074,False
3254,111.968,110.9825515257759,False
3255,106.54,106.08468390178194,False
3256,101.632,101.44187075192733,False
3257,121.708,117.8030787626976,False
3258,120.798,117.07825544632557,False
3259,151.283,150.1128965051229,False
3260,91.221,88.68925896508772,False
3261,91.765,92.56651616146128,False
3262,103.458,106.38945669744481,False
3263,107.451,108.77008051026047,False
3264,93.203,92.78787297173223,False
3265,97.445,97.12762595386027,False
3266,80.769,82.36668587027945,False
3267,97.504,95.83321362008043,False
3268,115.311,112.99982827304447,False
3269,89.386,92.60193414542286,False
3270,120.117,116.83864539900675,False
3271,108.674,109.49867947963895,False
3273,120.131,119.31902205317378,False
3274,86.105,86.68717700467491,False
3275,117.678,112.21863683283865,False
3276,116.46,116.09950605496545,False
3277,122.268,115.6859633579355,False
3279,106.442,105.20776066618683,False
3280,90.557,88.62074290384331,False
3281,109.965,110.1381823215462,False
3282,109.405,108.13090968662567,False
3283,92.502,93.23105447872233,False
3284,96.533,98.0489016872027,False
3286,72.936,73.75340135066483,False
3287,86.709,86.32525100729823,False
3288,90.406,89.20306310167123,False
3289,79.827,78.90237558878096,False
3290,116.731,118.85069640669168,False
3291,83.571,86.89634246221242,False
3292,87.648,89.51497808712692,False
3293,121.828,122.62780323904653,False
3294,94.299,94.28184566954386,False
3295,95.082,95.23896711142916,False
3296,111.368,111.45227951379039,False
3297,134.114,129.07500403444587,False
3298,101.269,99.74143737767034,False
3299,74.821,73.74214716148232,False
3300,92.155,84.52320139686799,False
3301,80.652,78.22816669053029,False
3302,80.757,82.59630087190351,False
3303,84.35,85.71794882140702,False
3304,83.876,83.77563819318978,False
3305,125.8,109.81632064448753,False
3306,89.209,91.29834852054854,False
3307,100.952,100.48642908773586,False
3308,106.28,106.22159333490792,False
3309,86.302,85.88965188066665,False
3310,98.183,101.87749366347721,False
3311,98.605,96.28868595849933,False
3312,95.039,94.21355221113832,False
3313,117.447,118.91185440651155,False
3314,96.307,96.45855062010448,False
3315,92.308,90.94746320087039,False
3316,130.411,124.46529467921238,False
3317,105.931,104.35505221838244,False
3318,76.809,75.15761970975512,False
3319,97.936,98.77218257117292,False
3320,131.466,127.00381313710929,False
3321,95.696,99.2120639242736,False
3322,106.194,105.47382525908596,False
3323,78.528,78.46531025188045,False
3324,96.395,99.9331251336679,False
3325,86.166,88.1906226475582,False
3326,107.409,104.31511329765165,False
3327,99.032,97.55731706896813,False
3328,110.941,112.31951681376319,False
3329,87.991,91.42456001806356,False
3330,109.417,108.01469961063465,False
3331,81.628,85.73847532913382,False
3332,102.684,101.69053931756949,False
3333,102.348,99.03911723226531,False
3334,111.072,111.98213318238633,False
3335,75.091,88.61650188497242,False
3336,90.393,89.97460525419203,False
3337,104.173,101.25008923346574,False
3338,89.649,93.67601277022109,False
3339,83.305,83.02260767461591,False
3340,83.615,85.56993780521647,False
3341,94.914,95.13593239133513,False
3342,100.87,103.37504239829715,False
3343,77.788,78.04681873619073,False
3344,96.609,96.71004859008981,False
3345,107.586,109.68983203564676,False
3346,110.859,108.38501188793111,False
3347,91.351,91.88095525728423,False
3348,99.126,99.86060638116483,False
3349,120.967,117.39098675509699,False
3350,99.805,97.99478116344815,False
3351,127.388,125.138257422161,False
3352,157.093,151.60925956944885,False
3353,101.395,100.32865962288608,False
3354,99.609,103.41904805795302,False
3355,92.396,92.35697978881032,False
3356,87.809,88.5971599929972,False
3357,93.268,93.36361055280587,False
3358,102.702,105.1108061680997,False
3359,85.364,85.42349010426423,False
3360,97.836,95.34875432353422,False
3361,88.499,92.24496308664794,False
3362,95.216,93.40378219071455,False
3363,89.122,89.69065935228032,False
3364,111.597,114.43879803690335,False
3365,79.983,77.17393153217279,False
3366,110.531,108.46786822187464,False
3367,97.067,96.76965874188267,False
3368,73.06,73.37453904493404,False
3369,104.139,105.06148944420313,False
3370,96.059,95.49454679070865,False
3371,92.728,91.24056824619734,False
3372,104.895,102.52070376658303,False
3373,97.285,93.77037321100335,False
3374,91.164,94.28401420233365,False
3376,119.469,117.77191457791697,False
3377,82.454,82.73085579468037,False
3378,93.917,87.8903670935251,False
3379,83.686,83.70306078033867,False
3380,92.256,90.7763671192941,False
3381,107.143,106.98555620085222,False
3382,103.575,101.0694239420231,False
3383,78.028,76.52749610554481,False
3384,89.944,89.76721284441678,False
3385,106.42,106.80317179222092,False
3386,88.156,88.76998132473304,False
3387,93.737,98.301239276906,False
3388,120.492,122.64280687302565,False
3389,107.396,104.6868224318948,False
3390,89.02,89.54059842671835,False
3391,113.981,113.60769369310805,False
3392,92.061,96.54566689939581,False
3393,84.871,85.696141289103,False
3394,87.594,87.09914774736542,False
3395,135.998,132.59981870841304,False
3396,96.276,97.78273042773483,False
3397,90.703,92.85317386834302,False
3398,97.125,103.7372874166137,False
3400,105.639,104.38066025828819,False
3401,92.439,91.16430739710913,False
3402,98.321,100.25646506891631,False
3403,116.927,116.45216730427607,False
3404,103.59,104.211095301889,False
3405,82.527,83.381554863636,False
3406,96.5,99.63049592529126,False
3407,102.826,103.66851584693036,False
3408,113.219,119.34855168129496,False
3409,94.237,96.60289580073308,False
3410,86.576,86.30129842989969,False
3411,108.256,110.03692966495909,False
3412,107.519,109.20872353067129,False
3413,109.031,111.53216894862847,False
3414,119.018,121.14114103509897,False
3415,105.086,105.90217016834264,False
3416,117.161,116.10216412694344,False
3417,96.584,97.50443185025101,False
3418,87.049,86.80441397099398,False
3419,100.334,99.24105626878452,False
3420,80.155,81.03960765417877,False
3421,89.633,89.18597901562464,False
3422,118.645,118.48287536178704,False
3423,109.883,111.78068604053678,False
3424,112.075,112.7823839488719,False
3425,71.213,71.67306551286049,False
3427,91.364,90.4049752655741,False
3428,97.89,99.53361544490211,False
3429,91.385,91.7009396030103,False
3430,95.717,93.93566179462258,False
3431,93.677,94.2947383150479,False
3432,117.834,119.41013659760213,False
3433,108.005,106.5007404155301,False
3434,100.204,98.21988489994236,False
3435,91.802,89.42814158867269,False
3436,105.957,105.96049907308773,False
3437,102.313,103.17226143830375,False
3438,107.353,108.33203747805537,False
3439,101.484,101.79428616885784,False
3440,102.924,102.7701420111173,False
3441,81.96,84.07590435595563,False
3442,91.168,92.40135110139354,False
3443,92.742,96.16472250923759,False
3444,110.34,106.03259453798039,False
3445,97.028,95.4493801538853,False
3446,105.169,105.15030424987961,False
3447,94.199,90.29419112713964,False
3448,145.833,128.72046979961883,False
3449,80.43,80.27091867729779,False
3450,100.555,101.5667891582411,False
3451,73.27,73.1577107045343,False
3452,94.07,99.43104363779078,False
3453,91.027,96.51952508430816,False
3454,79.489,78.95244502527798,False
3455,84.327,82.00110541550943,False
3456,101.834,102.0042636687732,False
3457,86.318,86.9583573729533,False
3458,103.164,102.7818350300777,False
3459,98.257,98.79593396991736,False
3460,98.005,98.87600432610688,False
3461,96.916,100.43061622725149,False
3462,94.504,95.59517138490774,False
3463,108.096,105.69649369287256,False
3464,94.591,94.25059423077022,False
3465,79.014,77.3626699713082,False
3466,110.4,106.34622810038341,False
3467,76.916,81.7629566090064,False
3468,82.043,83.93436702846782,False
3469,102.409,94.67830648597378,False
3470,80.238,78.22195261064522,False
3471,83.226,83.47341066471317,False
3472,105.162,104.77778506041321,False
3473,91.435,90.68864499782083,False
3475,109.528,108.20532722209241,False
3476,112.93,109.98844528206942,False
3477,87.398,88.12854821137083,False
3478,103.06,105.60432242660173,False
3479,86.814,89.24253106245402,False
3480,109.192,110.7158499789022,False
3481,106.711,106.45456937883024,False
3482,95.599,95.0879363863051,False
3483,93.958,94.96666252611011,False
3484,101.725,101.20974140869225,False
3485,106.606,104.3839985804021,False
3486,84.306,85.27354304915862,False
3487,128.082,124.68258693784483,False
3488,84.594,86.68207684425968,False
3489,85.881,88.52929187761734,False
3491,91.577,88.41050599070763,False
3492,90.769,91.93606540546955,False
3494,94.632,93.0150777983759,False
3495,84.8,82.7928114461806,False
3496,98.069,99.88664703170863,False
3497,93.121,103.21122709589311,False
3498,107.783,107.03151717671733,False
3499,96.27,99.64416513034843,False
3500,92.453,95.05686615801066,False
3501,97.865,98.6830457050499,False
3502,88.956,92.81951205332294,False
3503,83.584,86.95597840159598,False
3504,109.758,107.646304659449,False
3505,121.584,121.39875215348623,False
3506,102.46,105.5210405589065,False
3507,137.32,132.03025883452798,False
3508,100.875,103.36914386159329,False
3509,88.596,91.07082446541048,False
3510,84.379,85.53032856681551,False
3511,107.609,106.93631053795993,False
3512,109.934,108.6910418115497,False
3513,132.93,132.09669551335477,False
3514,79.89,81.56172201493725,False
3515,83.855,83.79212700286968,False
3516,94.894,95.62229410953702,False
3517,112.919,115.0436040980892,False
3518,131.106,125.7122736283099,False
3519,99.02,98.72908389501245,False
3520,99.115,99.27128464173259,False
3521,81.851,80.87199977017055,False
3522,81.672,82.12791869675522,False
3523,104.2,104.45323165213141,False
3524,96.998,95.05183554263661,False
3525,90.067,91.51682239979903,False
3526,86.463,84.85771086799322,False
3527,108.298,104.24020935341166,False
3528,75.651,76.64983212745852,False
3529,77.455,77.17302183443498,False
3530,90.093,91.13003487228211,False
3531,102.432,100.26049615822149,False
3532,119.96,122.9356008698748,False
3533,81.367,82.68830202842881,False
3534,97.978,99.79769373278604,False
3535,89.139,91.41223708815455,False
3536,82.491,87.87178456910074,False
3537,88.242,88.72989611465512,False
3538,103.166,100.79173238050244,False
3539,110.678,100.88028863401759,False
3540,69.471,74.69633318101717,False
3541,127.647,126.66874387837642,False
3542,118.73,117.82754148048654,False
3543,93.799,97.38257599796286,False
3544,67.731,76.84969662816833,False
3545,88.803,91.07116230968865,False
3546,98.178,99.64081873760156,False
3547,130.224,124.36518499354729,False
3548,76.977,77.24911001734792,False
3549,76.261,78.33930873724086,False
3550,137.903,133.8680762561832,False
3551,89.527,89.26905260456475,False
3552,95.014,98.89105475507844,False
3553,98.422,100.26405359289141,False
3554,101.926,104.93256903924762,False
3555,140.135,122.3017182839815,False
3556,82.616,80.06222410578845,False
3557,125.997,124.72663073442959,False
3558,64.855,68.03818869665832,False
3559,71.317,73.63416175493987,False
3560,94.764,97.84501828293797,False
3562,91.208,96.10948503316813,False
3563,86.576,88.58272168650554,False
3564,94.728,91.49561018893482,False
