时间,阶段标签,平滑速度_mm_h,预警等级编码,预警等级
2024-01-17 20:50:00,1,1.5479999999998881,0,正常
2024-01-17 21:00:00,1,2.58600000000024,0,正常
2024-01-17 21:10:00,1,0.8159999999998035,0,正常
2024-01-17 21:20:00,1,6.101999999999975,0,正常
2024-01-17 21:30:00,1,3.7620000000000573,0,正常
2024-01-17 21:40:00,1,2.838000000000079,0,正常
2024-01-17 21:50:00,1,4.805999999999926,0,正常
2024-01-17 22:00:00,1,1.6499999999998636,0,正常
2024-01-17 22:10:00,1,6.198000000000093,0,正常
2024-01-17 22:20:00,1,4.013999999999896,0,正常
2024-01-17 22:30:00,1,1.4640000000001692,0,正常
2024-01-17 22:40:00,1,6.4799999999999045,0,正常
2024-01-17 22:50:00,1,1.0679999999999836,0,正常
2024-01-17 23:00:00,1,5.62800000000027,0,正常
2024-01-17 23:10:00,1,3.161999999999921,0,正常
2024-01-17 23:20:00,1,1.919999999999959,0,正常
2024-01-17 23:30:00,1,2.8859999999999673,0,正常
2024-01-17 23:40:00,1,3.8099999999999454,0,正常
2024-01-17 23:50:00,1,7.2299999999999045,1,关注
2024-01-18 00:00:00,1,1.5060000000001992,0,正常
2024-01-18 00:10:00,1,3.5999999999997954,0,正常
2024-01-18 00:20:00,1,1.662000000000262,0,正常
2024-01-18 00:30:00,1,4.535999999999831,0,正常
2024-01-18 00:40:00,1,1.8479999999999563,0,正常
2024-01-18 00:50:00,1,4.122000000000071,0,正常
2024-01-18 01:00:00,1,4.877999999999929,0,正常
2024-01-18 01:10:00,1,2.0639999999999645,0,正常
2024-01-18 01:20:00,1,3.456000000000131,1,关注
2024-01-18 01:30:00,1,0.62399999999991,0,正常
2024-01-18 01:40:00,1,2.124000000000251,0,正常
2024-01-18 01:50:00,1,1.583999999999719,0,正常
2024-01-18 02:00:00,1,5.711999999999989,0,正常
2024-01-18 02:10:00,1,0.87600000000009,0,正常
2024-01-18 02:20:00,1,2.1959999999999127,0,正常
2024-01-18 02:30:00,1,2.8440000000002783,0,正常
2024-01-18 02:40:00,1,2.8859999999999673,0,正常
2024-01-18 02:50:00,1,8.561999999999784,0,正常
2024-01-18 03:00:00,1,0.37200000000007094,0,正常
2024-01-18 03:10:00,1,2.5620000000001255,0,正常
2024-01-18 03:20:00,1,3.1919999999998936,0,正常
2024-01-18 03:30:00,1,3.161999999999921,0,正常
2024-01-18 03:40:00,1,5.298000000000229,0,正常
2024-01-18 03:50:00,1,4.398000000000025,0,正常
2024-01-18 04:00:00,1,0.8099999999999454,0,正常
2024-01-18 04:10:00,1,1.3980000000000246,0,正常
2024-01-18 04:20:00,1,2.501999999999839,0,正常
2024-01-18 04:30:00,1,4.698000000000093,0,正常
2024-01-18 04:40:00,1,0.13199999999994816,0,正常
2024-01-18 04:50:00,1,0.09600000000011732,0,正常
2024-01-18 05:00:00,1,4.139999999999986,0,正常
2024-01-18 05:10:00,1,7.841999999999757,0,正常
2024-01-18 05:20:00,1,3.173999999999978,0,正常
2024-01-18 05:30:00,1,0.21600000000000819,0,正常
2024-01-18 05:40:00,1,2.9760000000002265,0,正常
2024-01-18 05:50:00,1,1.7039999999999509,0,正常
2024-01-18 06:00:00,1,3.0120000000000573,0,正常
2024-01-18 06:10:00,1,2.8019999999999072,0,正常
2024-01-18 06:20:00,1,0.5939999999999372,0,正常
2024-01-18 06:30:00,1,1.9440000000000737,0,正常
2024-01-18 06:40:00,1,4.398000000000025,0,正常
2024-01-18 06:50:00,1,0.035999999999830834,0,正常
2024-01-18 07:00:00,1,0.8280000000002019,0,正常
2024-01-18 07:10:00,1,12.551999999999907,0,正常
2024-01-18 07:20:00,1,6.330000000000041,0,正常
2024-01-18 07:30:00,1,3.9419999999998936,0,正常
2024-01-18 07:40:00,1,2.2379999999999427,0,正常
2024-01-18 07:50:00,1,5.4780000000000655,0,正常
2024-01-18 08:00:00,1,3.953999999999951,1,关注
2024-01-18 08:10:00,1,2.1000000000001364,1,关注
2024-01-18 08:20:00,1,3.1440000000000055,1,关注
2024-01-18 08:30:00,1,3.881999999999948,1,关注
2024-01-18 08:40:00,1,1.3080000000001064,0,正常
2024-01-18 08:50:00,1,2.8139999999999645,0,正常
2024-01-18 09:00:00,1,4.535999999999831,0,正常
2024-01-18 09:10:00,1,3.036000000000172,0,正常
2024-01-18 09:20:00,1,7.589999999999918,0,正常
2024-01-18 09:30:00,1,3.240000000000123,0,正常
2024-01-18 09:40:00,1,2.5559999999999263,1,关注
2024-01-18 09:50:00,1,3.1919999999998936,1,关注
2024-01-18 10:00:00,1,5.351999999999975,1,关注
2024-01-18 10:10:00,1,4.398000000000025,1,关注
2024-01-18 10:20:00,1,1.8660000000002128,1,关注
2024-01-18 10:30:00,1,4.301999999999907,1,关注
2024-01-18 10:40:00,1,4.350000000000136,1,关注
2024-01-18 10:50:00,1,5.183999999999855,1,关注
2024-01-18 11:00:00,1,2.8439999999999372,1,关注
2024-01-18 11:10:00,1,2.87399999999991,1,关注
2024-01-18 11:20:00,1,5.54400000000021,1,关注
2024-01-18 11:30:00,1,1.751999999999839,0,正常
2024-01-18 11:40:00,1,0.18000000000017735,0,正常
2024-01-18 11:50:00,1,2.3159999999998035,0,正常
2024-01-18 12:00:00,1,2.3940000000000055,0,正常
2024-01-18 12:10:00,1,2.669999999999959,0,正常
2024-01-18 12:20:00,1,3.8519999999999754,0,正常
2024-01-18 12:30:00,1,5.5200000000000955,0,正常
2024-01-18 12:40:00,1,3.1980000000000928,1,关注
2024-01-18 12:50:00,1,2.6820000000000164,1,关注
2024-01-18 13:00:00,1,5.819999999999823,1,关注
2024-01-18 13:10:00,1,0.07200000000000273,0,正常
2024-01-18 13:20:00,1,1.6860000000000355,0,正常
2024-01-18 13:30:00,1,4.290000000000191,0,正常
2024-01-18 13:40:00,1,4.709999999999809,0,正常
2024-01-18 13:50:00,1,0.3660000000002128,0,正常
2024-01-18 14:00:00,1,1.1219999999997299,0,正常
2024-01-18 14:10:00,1,3.6360000000003083,0,正常
2024-01-18 14:20:00,1,5.099999999999795,0,正常
2024-01-18 14:30:00,1,2.2260000000002265,0,正常
2024-01-18 14:40:00,1,1.751999999999839,0,正常
2024-01-18 14:50:00,1,4.0620000000001255,0,正常
2024-01-18 15:00:00,1,0.4919999999999618,0,正常
2024-01-18 15:10:00,1,3.911999999999921,0,正常
2024-01-18 15:20:00,1,3.3959999999998445,0,正常
2024-01-18 15:30:00,1,6.4380000000002156,0,正常
2024-01-18 15:40:00,1,2.2739999999997735,0,正常
2024-01-18 15:50:00,1,0.39600000000018554,0,正常
2024-01-18 16:00:00,1,2.1419999999998254,0,正常
2024-01-18 16:10:00,1,2.7660000000000764,0,正常
2024-01-18 16:20:00,1,2.12399999999991,0,正常
2024-01-18 16:30:00,1,8.34000000000026,0,正常
2024-01-18 16:40:00,1,1.9859999999997626,0,正常
2024-01-18 16:50:00,1,2.54400000000021,1,关注
2024-01-18 17:00:00,1,1.2419999999999618,0,正常
2024-01-18 17:10:00,1,0.14400000000000546,0,正常
2024-01-18 17:20:00,1,7.043999999999869,0,正常
2024-01-18 17:30:00,1,2.826000000000022,0,正常
2024-01-18 17:40:00,1,2.9760000000002265,0,正常
2024-01-18 17:50:00,1,1.6919999999998936,0,正常
2024-01-18 18:00:00,1,0.6119999999998527,0,正常
2024-01-18 18:10:00,1,3.449999999999932,0,正常
2024-01-18 18:20:00,1,1.00200000000018,0,正常
2024-01-18 18:30:00,1,1.8659999999998718,0,正常
2024-01-18 18:40:00,1,3.8040000000000873,0,正常
2024-01-18 18:50:00,1,1.6980000000000928,0,正常
2024-01-18 19:00:00,1,6.047999999999888,0,正常
2024-01-18 19:10:00,1,2.699999999999932,0,正常
2024-01-18 19:20:00,1,2.6340000000001282,0,正常
2024-01-18 19:30:00,1,0.62399999999991,0,正常
2024-01-18 19:40:00,1,3.504000000000019,0,正常
2024-01-18 19:50:00,1,2.286000000000172,0,正常
2024-01-18 20:00:00,1,1.5779999999998608,0,正常
2024-01-18 20:10:00,1,2.9339999999998554,0,正常
2024-01-18 20:20:00,1,2.328000000000202,0,正常
2024-01-18 20:30:00,1,4.343999999999937,0,正常
2024-01-18 20:40:00,1,4.45799999999997,0,正常
2024-01-18 20:50:00,1,1.1820000000000164,0,正常
2024-01-18 21:00:00,1,1.788000000000011,0,正常
2024-01-18 21:10:00,1,4.566000000000145,0,正常
2024-01-18 21:20:00,1,2.076000000000022,0,正常
2024-01-18 21:30:00,1,0.6779999999999973,0,正常
2024-01-18 21:40:00,1,3.491999999999962,0,正常
2024-01-18 21:50:00,1,3.881999999999948,0,正常
2024-01-18 22:00:00,1,3.8579999999998336,0,正常
2024-01-18 22:10:00,1,4.758000000000038,0,正常
2024-01-18 22:20:00,1,3.5100000000002183,0,正常
2024-01-18 22:30:00,1,1.8719999999997299,1,关注
2024-01-18 22:40:00,1,2.2320000000000846,1,关注
2024-01-18 22:50:00,1,0.83400000000006,0,正常
2024-01-18 23:00:00,1,3.49799999999982,0,正常
2024-01-18 23:10:00,1,1.9800000000002456,0,正常
2024-01-18 23:20:00,1,0.37799999999992906,0,正常
2024-01-18 23:30:00,1,4.427999999999997,0,正常
2024-01-18 23:40:00,1,2.543999999999869,0,正常
2024-01-18 23:50:00,1,0.14400000000000546,0,正常
2024-01-19 00:00:00,1,3.408000000000243,0,正常
2024-01-19 00:10:00,1,1.2719999999999345,0,正常
2024-01-19 00:20:00,1,6.317999999999984,0,正常
2024-01-19 00:30:00,1,1.6560000000000628,0,正常
2024-01-19 00:40:00,1,2.3579999999998336,0,正常
2024-01-19 00:50:00,1,1.8000000000000682,0,正常
2024-01-19 01:00:00,1,2.95799999999997,0,正常
2024-01-19 01:10:00,1,1.2299999999999045,0,正常
2024-01-19 01:20:00,1,0.75,0,正常
2024-01-19 01:30:00,1,2.2200000000000273,0,正常
2024-01-19 01:40:00,1,1.3800000000001091,0,正常
2024-01-19 01:50:00,1,1.7639999999998963,0,正常
2024-01-19 02:00:00,1,1.1999999999999318,0,正常
2024-01-19 02:10:00,1,0.8640000000000327,0,正常
2024-01-19 02:20:00,1,1.8899999999999864,0,正常
2024-01-19 02:30:00,1,2.8980000000000246,0,正常
2024-01-19 02:40:00,1,1.3559999999999945,0,正常
2024-01-19 02:50:00,1,0.4619999999999891,0,正常
2024-01-19 03:00:00,1,2.7360000000001037,0,正常
2024-01-19 03:10:00,1,3.6120000000001937,0,正常
2024-01-19 03:20:00,1,1.919999999999959,0,正常
2024-01-19 03:30:00,1,0.5339999999999918,0,正常
2024-01-19 03:40:00,1,2.0699999999998226,0,正常
2024-01-19 03:50:00,1,1.71000000000015,0,正常
2024-01-19 04:00:00,1,3.209999999999809,0,正常
2024-01-19 04:10:00,1,0.3240000000001828,0,正常
2024-01-19 04:20:00,1,2.1959999999999127,0,正常
2024-01-19 04:30:00,1,2.95799999999997,0,正常
2024-01-19 04:40:00,1,0.8580000000001746,0,正常
2024-01-19 04:50:00,1,2.2200000000000273,0,正常
2024-01-19 05:00:00,1,1.0379999999996699,0,正常
2024-01-19 05:10:00,1,2.874000000000251,0,正常
2024-01-19 05:20:00,1,1.4459999999999127,0,正常
2024-01-19 05:30:00,1,1.0679999999999836,0,正常
2024-01-19 05:40:00,1,3.372000000000071,0,正常
2024-01-19 05:50:00,1,2.3999999999998636,0,正常
2024-01-19 06:00:00,1,1.8660000000002128,0,正常
2024-01-19 06:10:00,1,4.991999999999962,0,正常
2024-01-19 06:20:00,1,0.8879999999998063,0,正常
2024-01-19 06:30:00,1,1.4400000000000546,0,正常
2024-01-19 06:40:00,1,3.9299999999998363,0,正常
2024-01-19 06:50:00,1,1.0560000000002674,0,正常
2024-01-19 07:00:00,1,0.503999999999678,0,正常
2024-01-19 07:10:00,1,0.9420000000002346,0,正常
2024-01-19 07:20:00,1,1.4640000000001692,0,正常
2024-01-19 07:30:00,1,2.6820000000000164,0,正常
2024-01-19 07:40:00,1,0.011999999999716238,0,正常
2024-01-19 07:50:00,1,4.206000000000131,0,正常
2024-01-19 08:00:00,1,1.6980000000000928,0,正常
2024-01-19 08:10:00,1,0.23999999999978172,0,正常
2024-01-19 08:20:00,1,0.6959999999999127,0,正常
2024-01-19 08:30:00,1,3.744000000000142,0,正常
2024-01-19 08:40:00,1,2.616000000000213,0,正常
2024-01-19 08:50:00,1,2.177999999999656,0,正常
2024-01-19 09:00:00,1,0.18600000000037653,0,正常
2024-01-19 09:10:00,1,3.4799999999995634,0,正常
2024-01-19 09:20:00,1,1.0740000000005239,0,正常
2024-01-19 09:30:00,1,0.4379999999998745,0,正常
2024-01-19 09:40:00,1,5.682000000000016,0,正常
2024-01-19 09:50:00,1,0.9959999999996398,0,正常
2024-01-19 10:00:00,1,0.8880000000001473,0,正常
2024-01-19 10:10:00,1,0.7380000000002838,0,正常
2024-01-19 10:20:00,1,5.177999999999656,0,正常
2024-01-19 10:30:00,1,2.3099999999999454,0,正常
2024-01-19 10:40:00,1,0.012000000000398359,0,正常
2024-01-19 10:50:00,1,5.597999999999956,0,正常
2024-01-19 11:00:00,1,0.8640000000000327,0,正常
2024-01-19 11:10:00,1,3.539999999999509,0,正常
2024-01-19 11:20:00,1,0.2039999999999509,0,正常
2024-01-19 11:30:00,1,0.6180000000003929,0,正常
2024-01-19 11:40:00,1,0.04199999999968895,0,正常
2024-01-19 11:50:00,1,0.6840000000001965,0,正常
2024-01-19 12:00:00,1,0.7799999999999727,0,正常
2024-01-19 12:10:00,1,4.290000000000191,0,正常
2024-01-19 12:20:00,1,0.7079999999996289,0,正常
2024-01-19 12:30:00,1,2.0580000000004475,0,正常
2024-01-19 12:40:00,1,1.001999999999498,0,正常
2024-01-19 12:50:00,1,0.3060000000002674,0,正常
2024-01-19 13:00:00,1,4.950000000000273,0,正常
2024-01-19 13:10:00,1,0.07799999999951979,0,正常
2024-01-19 13:20:00,1,2.046000000000049,0,正常
2024-01-19 13:30:00,1,3.3479999999999563,0,正常
2024-01-19 13:40:00,1,0.14400000000000546,0,正常
2024-01-19 13:50:00,1,1.2180000000005293,0,正常
2024-01-19 14:00:00,1,2.843999999999596,0,正常
2024-01-19 14:10:00,1,0.3900000000003274,0,正常
2024-01-19 14:20:00,1,0.22199999999952524,0,正常
2024-01-19 14:30:00,1,1.0740000000005239,0,正常
2024-01-19 14:40:00,1,3.7619999999997162,0,正常
2024-01-19 14:50:00,1,0.8399999999999181,0,正常
2024-01-19 15:00:00,1,0.024000000000114596,0,正常
2024-01-19 15:10:00,1,1.2239999999997053,0,正常
2024-01-19 15:20:00,1,3.0060000000005402,0,正常
2024-01-19 15:30:00,1,0.22199999999952524,0,正常
2024-01-19 15:40:00,1,1.9200000000003001,0,正常
2024-01-19 15:50:00,1,3.0719999999996617,0,正常
2024-01-19 16:00:00,1,0.7320000000004256,0,正常
2024-01-19 16:10:00,1,0.6959999999999127,0,正常
2024-01-19 16:20:00,1,3.461999999999989,0,正常
2024-01-19 16:30:00,1,0.875999999999749,0,正常
2024-01-19 16:40:00,1,0.9720000000002074,0,正常
2024-01-19 16:50:00,1,3.41399999999976,0,正常
2024-01-19 17:00:00,1,0.7259999999998854,0,正常
2024-01-19 17:10:00,1,0.012000000000398359,0,正常
2024-01-19 17:20:00,1,0.7259999999998854,0,正常
2024-01-19 17:30:00,1,5.304000000000087,0,正常
2024-01-19 17:40:00,1,0.31799999999998363,0,正常
2024-01-19 17:50:00,1,1.9020000000000437,0,正常
2024-01-19 18:00:00,1,1.5,0,正常
2024-01-19 18:10:00,1,1.5359999999998308,0,正常
2024-01-19 18:20:00,1,2.0279999999997926,0,正常
2024-01-19 18:30:00,1,2.832000000000562,0,正常
2024-01-19 18:40:00,1,3.137999999999465,0,正常
2024-01-19 18:50:00,1,2.7660000000000764,0,正常
2024-01-19 19:00:00,1,0.7020000000004529,0,正常
2024-01-19 19:10:00,1,1.3079999999997654,0,正常
2024-01-19 19:20:00,1,1.872000000000071,0,正常
2024-01-19 19:30:00,1,0.3660000000002128,0,正常
2024-01-19 19:40:00,1,0.023999999999432475,0,正常
2024-01-19 19:50:00,1,1.8060000000002674,0,正常
2024-01-19 20:00:00,1,1.8479999999999563,0,正常
2024-01-19 20:10:00,1,2.1959999999999127,0,正常
2024-01-19 20:20:00,1,0.17399999999997817,0,正常
2024-01-19 20:30:00,1,0.3900000000003274,0,正常
2024-01-19 20:40:00,1,2.7779999999997926,0,正常
2024-01-19 20:50:00,1,1.6380000000001473,0,正常
2024-01-19 21:00:00,1,2.4299999999998363,0,正常
2024-01-19 21:10:00,1,0.6540000000002237,0,正常
2024-01-19 21:20:00,1,2.8500000000001364,0,正常
2024-01-19 21:30:00,1,0.5760000000000218,0,正常
2024-01-19 21:40:00,1,0.6719999999997981,0,正常
2024-01-19 21:50:00,1,1.3679999999997108,0,正常
2024-01-19 22:00:00,1,1.9919999999999618,0,正常
2024-01-19 22:10:00,1,0.7140000000001692,0,正常
2024-01-19 22:20:00,1,3.372000000000071,0,正常
2024-01-19 22:30:00,1,0.2039999999999509,0,正常
2024-01-19 22:40:00,1,0.37799999999992906,0,正常
2024-01-19 22:50:00,1,1.8600000000003547,0,正常
2024-01-19 23:00:00,1,2.25,0,正常
2024-01-19 23:10:00,1,1.4459999999999127,0,正常
2024-01-19 23:20:00,1,2.2259999999998854,0,正常
2024-01-19 23:30:00,1,0.27599999999961256,0,正常
2024-01-19 23:40:00,1,0.16800000000012005,0,正常
2024-01-19 23:50:00,1,3.882000000000289,0,正常
2024-01-20 00:00:00,1,1.3979999999996835,0,正常
2024-01-20 00:10:00,1,0.012000000000398359,0,正常
2024-01-20 00:20:00,1,2.5199999999997544,0,正常
2024-01-20 00:30:00,1,0.4379999999998745,0,正常
2024-01-20 00:40:00,1,0.04800000000022919,0,正常
2024-01-20 00:50:00,1,0.8159999999998035,0,正常
2024-01-20 01:00:00,1,0.4079999999999018,0,正常
2024-01-20 01:10:00,1,2.2560000000005402,0,正常
2024-01-20 01:20:00,1,2.508000000000038,0,正常
2024-01-20 01:30:00,1,1.4039999999995416,0,正常
2024-01-20 01:40:00,1,0.5040000000003602,0,正常
2024-01-20 01:50:00,1,1.6739999999999782,0,正常
2024-01-20 02:00:00,1,0.419999999999618,0,正常
2024-01-20 02:10:00,1,1.6799999999998363,0,正常
2024-01-20 02:20:00,1,0.8820000000002892,0,正常
2024-01-20 02:30:00,1,1.4340000000001965,0,正常
2024-01-20 02:40:00,1,1.2360000000001037,0,正常
2024-01-20 02:50:00,1,1.6379999999994652,0,正常
2024-01-20 03:00:00,1,2.5140000000005784,0,正常
2024-01-20 03:10:00,1,0.42599999999947613,0,正常
2024-01-20 03:20:00,1,0.42600000000015825,0,正常
2024-01-20 03:30:00,1,0.9239999999999782,0,正常
2024-01-20 03:40:00,1,0.31799999999998363,0,正常
2024-01-20 03:50:00,1,1.2660000000000764,0,正常
2024-01-20 04:00:00,1,2.1419999999998254,0,正常
2024-01-20 04:10:00,1,2.08199999999988,0,正常
2024-01-20 04:20:00,1,9.270000000000437,0,正常
2024-01-20 04:30:00,1,2.5679999999999836,0,正常
2024-01-20 04:40:00,1,3.4860000000001037,0,正常
2024-01-20 04:50:00,1,0.5699999999994816,0,正常
2024-01-20 05:00:00,1,2.412000000000262,0,正常
2024-01-20 05:10:00,1,1.1820000000000164,0,正常
2024-01-20 05:20:00,1,1.16399999999976,0,正常
2024-01-20 05:30:00,1,3.0599999999999454,0,正常
2024-01-20 05:40:00,1,0.8520000000003165,0,正常
2024-01-20 05:50:00,1,2.91599999999994,0,正常
2024-01-20 06:00:00,1,1.7039999999999509,0,正常
2024-01-20 06:10:00,1,4.398000000000366,0,正常
2024-01-20 06:20:00,1,1.0319999999994707,0,正常
2024-01-20 06:30:00,1,3.954000000000633,0,正常
2024-01-20 06:40:00,1,0.7079999999996289,0,正常
2024-01-20 06:50:00,1,4.1700000000003,0,正常
2024-01-20 07:00:00,1,2.957999999999629,0,正常
2024-01-20 07:10:00,1,1.4400000000000546,0,正常
2024-01-20 07:20:00,1,0.8220000000003438,0,正常
2024-01-20 07:30:00,1,2.3519999999996344,0,正常
2024-01-20 07:40:00,1,3.630000000000109,0,正常
2024-01-20 07:50:00,1,0.10800000000017462,0,正常
2024-01-20 08:00:00,1,0.011999999999716238,0,正常
2024-01-20 08:10:00,1,2.580000000000382,0,正常
2024-01-20 08:20:00,1,0.029999999999972715,0,正常
2024-01-20 08:30:00,1,1.001999999999498,0,正常
2024-01-20 08:40:00,1,1.7039999999999509,0,正常
2024-01-20 08:50:00,1,0.6120000000005348,0,正常
2024-01-20 09:00:00,1,2.1599999999993997,0,正常
2024-01-20 09:10:00,1,1.6980000000000928,0,正常
2024-01-20 09:20:00,1,0.4079999999999018,0,正常
2024-01-20 09:30:00,1,0.8580000000001746,0,正常
2024-01-20 09:40:00,1,2.5560000000002674,0,正常
2024-01-20 09:50:00,1,1.5659999999998035,0,正常
2024-01-20 10:00:00,1,0.3600000000003547,0,正常
2024-01-20 10:10:00,1,4.152000000000044,0,正常
2024-01-20 10:20:00,1,3.8940000000000055,0,正常
2024-01-20 10:30:00,1,0.005999999999858119,0,正常
2024-01-20 10:40:00,1,1.3559999999999945,0,正常
2024-01-20 10:50:00,1,1.0139999999998963,0,正常
2024-01-20 11:00:00,1,1.5959999999997763,0,正常
2024-01-20 11:10:00,1,0.5880000000004202,0,正常
2024-01-20 11:20:00,1,1.8539999999998145,0,正常
2024-01-20 11:30:00,1,0.2880000000000109,0,正常
2024-01-20 11:40:00,1,2.1119999999998527,0,正常
2024-01-20 11:50:00,1,1.6739999999999782,0,正常
2024-01-20 12:00:00,1,0.6719999999997981,0,正常
2024-01-20 12:10:00,1,1.908000000000584,0,正常
2024-01-20 12:20:00,1,1.169999999999618,0,正常
2024-01-20 12:30:00,1,0.15600000000040382,0,正常
2024-01-20 12:40:00,1,0.959999999999809,0,正常
2024-01-20 12:50:00,1,1.1339999999997872,0,正常
2024-01-20 13:00:00,1,2.8019999999999072,0,正常
2024-01-20 13:10:00,1,0.2880000000000109,0,正常
2024-01-20 13:20:00,1,0.7559999999998581,0,正常
2024-01-20 13:30:00,1,3.450000000000273,0,正常
2024-01-20 13:40:00,1,1.2719999999999345,0,正常
2024-01-20 13:50:00,1,1.5659999999998035,0,正常
2024-01-20 14:00:00,1,2.08800000000042,0,正常
2024-01-20 14:10:00,1,1.3559999999999945,0,正常
2024-01-20 14:20:00,1,0.9119999999995798,0,正常
2024-01-20 14:30:00,1,0.5820000000005621,0,正常
2024-01-20 14:40:00,1,0.9839999999999236,0,正常
2024-01-20 14:50:00,1,3.671999999999798,0,正常
2024-01-20 15:00:00,1,1.6739999999999782,0,正常
2024-01-20 15:10:00,1,1.1820000000000164,0,正常
2024-01-20 15:20:00,1,1.3859999999999673,0,正常
2024-01-20 15:30:00,1,0.4860000000001037,0,正常
2024-01-20 15:40:00,1,0.40200000000004366,0,正常
2024-01-20 15:50:00,1,1.7999999999997272,0,正常
2024-01-20 16:00:00,1,0.83400000000006,0,正常
2024-01-20 16:10:00,1,1.8660000000002128,0,正常
2024-01-20 16:20:00,1,0.7980000000002292,0,正常
2024-01-20 16:30:00,1,1.3439999999995962,0,正常
2024-01-20 16:40:00,1,0.7440000000001419,0,正常
2024-01-20 16:50:00,1,1.5299999999999727,0,正常
2024-01-20 17:00:00,1,0.37799999999992906,0,正常
2024-01-20 17:10:00,1,0.9899999999997817,0,正常
2024-01-20 17:20:00,1,3.83400000000006,0,正常
2024-01-20 17:30:00,1,0.21000000000049113,0,正常
2024-01-20 17:40:00,1,3.875999999999749,0,正常
2024-01-20 17:50:00,1,0.5160000000000764,0,正常
2024-01-20 18:00:00,1,0.035999999999830834,0,正常
2024-01-20 18:10:00,1,2.076000000000022,0,正常
2024-01-20 18:20:00,1,2.1419999999998254,0,正常
2024-01-20 18:30:00,1,0.2520000000001801,0,正常
2024-01-20 18:40:00,1,0.11400000000003274,0,正常
2024-01-20 18:50:00,1,0.5100000000002183,0,正常
2024-01-20 19:00:00,1,0.8099999999999454,0,正常
2024-01-20 19:10:00,1,0.42600000000015825,0,正常
2024-01-20 19:20:00,1,2.585999999999558,0,正常
2024-01-20 19:30:00,1,0.6959999999999127,0,正常
2024-01-20 19:40:00,1,1.6980000000000928,0,正常
2024-01-20 19:50:00,1,1.3980000000003656,0,正常
2024-01-20 20:00:00,1,0.11999999999989086,0,正常
2024-01-20 20:10:00,1,0.04799999999954707,0,正常
2024-01-20 20:20:00,1,1.3559999999999945,0,正常
2024-01-20 20:30:00,1,0.18600000000037653,0,正常
2024-01-20 20:40:00,1,1.5659999999998035,0,正常
2024-01-20 20:50:00,1,3.1080000000001746,0,正常
2024-01-20 21:00:00,1,0.5460000000000491,0,正常
2024-01-20 21:10:00,1,0.3120000000001255,0,正常
2024-01-20 21:20:00,1,2.177999999999656,0,正常
2024-01-20 21:30:00,1,1.211999999999989,0,正常
2024-01-20 21:40:00,1,2.034000000000333,0,正常
2024-01-20 21:50:00,1,2.880000000000109,0,正常
2024-01-20 22:00:00,1,0.10199999999963438,0,正常
2024-01-20 22:10:00,1,1.1339999999997872,0,正常
2024-01-20 22:20:00,1,0.75,0,正常
2024-01-20 22:30:00,1,0.3840000000004693,0,正常
2024-01-20 22:40:00,1,6.011999999999716,0,正常
2024-01-20 22:50:00,1,5.958000000000311,0,正常
2024-01-20 23:00:00,1,2.9339999999995143,0,正常
2024-01-20 23:10:00,1,0.330000000000382,0,正常
2024-01-20 23:20:00,1,1.127999999999929,0,正常
2024-01-20 23:30:00,1,2.5799999999997,0,正常
2024-01-20 23:40:00,1,0.1800000000005184,0,正常
2024-01-20 23:50:00,1,1.1159999999995307,0,正常
2024-01-21 00:00:00,1,1.2360000000001037,0,正常
2024-01-21 00:10:00,1,1.2000000000002728,0,正常
2024-01-21 00:20:00,1,0.6359999999999673,0,正常
2024-01-21 00:30:00,1,4.055999999999585,0,正常
2024-01-21 00:40:00,1,1.206000000000131,0,正常
2024-01-21 00:50:00,1,1.41599999999994,0,正常
2024-01-21 01:00:00,1,0.2639999999998963,0,正常
2024-01-21 01:10:00,1,4.746000000000322,0,正常
2024-01-21 01:20:00,1,0.32399999999984175,0,正常
2024-01-21 01:30:00,1,0.09600000000045839,0,正常
2024-01-21 01:40:00,1,2.789999999999509,0,正常
2024-01-21 01:50:00,1,0.7680000000002565,0,正常
2024-01-21 02:00:00,1,3.546000000000049,0,正常
2024-01-21 02:10:00,1,0.4379999999998745,0,正常
2024-01-21 02:20:00,1,2.9340000000001965,0,正常
2024-01-21 02:30:00,1,1.4519999999997708,0,正常
2024-01-21 02:40:00,1,2.1000000000001364,0,正常
2024-01-21 02:50:00,1,2.6520000000000437,0,正常
2024-01-21 03:00:00,1,0.8459999999997763,0,正常
2024-01-21 03:10:00,1,1.1520000000000437,0,正常
2024-01-21 03:20:00,1,0.8159999999998035,0,正常
2024-01-21 03:30:00,1,2.3099999999999454,0,正常
2024-01-21 03:40:00,1,2.1480000000003656,0,正常
2024-01-21 03:50:00,1,0.3120000000001255,0,正常
2024-01-21 04:00:00,1,1.631999999999607,0,正常
2024-01-21 04:10:00,1,0.9300000000005184,0,正常
2024-01-21 04:20:00,1,1.0739999999998417,0,正常
2024-01-21 04:30:00,1,2.4359999999996944,0,正常
2024-01-21 04:40:00,1,6.0,0,正常
2024-01-21 04:50:00,1,2.6820000000000164,0,正常
2024-01-21 05:00:00,1,2.790000000000191,0,正常
2024-01-21 05:10:00,1,3.288000000000011,0,正常
2024-01-21 05:20:00,1,2.6760000000001583,1,关注
2024-01-21 05:30:00,1,1.16399999999976,0,正常
2024-01-21 05:40:00,1,0.7440000000001419,0,正常
2024-01-21 05:50:00,1,2.1839999999995143,0,正常
