时间,表面位移_mm,降雨量_mm,孔隙水压力_kPa,微震事件数,干湿入渗系数,爆破点距离_m,单段最大药量_kg,是否爆破,爆破点距离_m_建模,单段最大药量_kg_建模,稳健趋势位移_mm,平滑速度_mm_h,阶段标签,阶段内序号,阶段内相对进程,最优组合拟合位移_mm,最优组合残差_mm,预警等级编码,预警等级
2024-01-22 02:10:00,628.88,0.0,37.5,2,0.596,,,0,0.0,0.0,628.704,1.038000000000011,1,2937,0.6291773778920309,552.3258304846826,76.55416951531743,0,正常
2024-01-22 02:20:00,629.146,0.0,37.44,1,0.6109,,,0,0.0,0.0,628.88,1.0560000000002674,1,2938,0.6293916023993145,557.2587491325366,71.88725086746331,0,正常
2024-01-22 02:30:00,629.585,0.0,37.09,0,0.588,,,0,0.0,0.0,629.146,1.5959999999997763,1,2939,0.6296058269065982,559.5910436510326,69.99395634896746,0,正常
2024-01-22 02:40:00,629.908,0.0,37.13,3,0.6296,,,0,0.0,0.0,629.585,2.6340000000004693,1,2940,0.6298200514138818,557.2822952688279,72.62570473117216,0,正常
2024-01-22 02:50:00,630.109,0.0,37.07,3,0.5745,,,0,0.0,0.0,629.908,1.9379999999998745,1,2941,0.6300342759211653,556.104702975357,74.00429702464305,0,正常
2024-01-22 03:00:00,627.837,0.0,36.73,0,0.6686,,,0,0.0,0.0,630.109,1.206000000000131,1,2942,0.630248500428449,559.131785702031,68.70521429796895,0,正常
2024-01-22 03:10:00,630.916,0.0,36.73,1,0.5526,,,0,0.0,0.0,630.664,3.3299999999997,1,2943,0.6304627249357326,560.3668387332435,70.54916126675653,0,正常
2024-01-22 03:20:00,630.664,0.0,36.63,0,0.5675,,,0,0.0,0.0,630.916,1.5120000000003984,1,2944,0.6306769494430163,562.368682682489,68.29531731751104,0,正常
2024-01-22 03:30:00,631.053,0.0,36.62,2,0.5697,,,0,0.0,0.0,631.021,0.629999999999427,1,2945,0.6308911739502999,558.8014524339102,72.25154756608981,0,正常
2024-01-22 03:40:00,631.175,0.0,36.47,2,0.6014,,,0,0.0,0.0,631.053,0.19200000000023465,1,2946,0.6311053984575835,560.6674720995898,70.5075279004102,0,正常
2024-01-22 03:50:00,631.021,0.0,36.54,3,0.6233,,,0,0.0,0.0,631.175,0.7319999999997435,1,2947,0.6313196229648672,560.3258169318436,70.69518306815633,0,正常
2024-01-22 04:00:00,631.457,0.0,36.58,1,0.6187,,,0,0.0,0.0,631.274,0.5940000000002783,1,2948,0.6315338474721508,559.4420250203411,72.01497497965886,0,正常
2024-01-22 04:10:00,631.274,0.0,36.7,4,0.561,,,0,0.0,0.0,631.457,1.0979999999999563,1,2949,0.6317480719794345,554.2142843585991,77.05971564140089,0,正常
2024-01-22 04:20:00,632.114,0.0,36.74,2,0.5501,,,0,0.0,0.0,632.114,3.9420000000002346,1,2950,0.6319622964867181,552.1182653942568,79.99573460574322,0,正常
2024-01-22 04:30:00,632.211,0.0,36.3,3,0.59,,,0,0.0,0.0,632.211,0.58199999999988,1,2951,0.6321765209940017,551.304939665666,80.90606033433403,0,正常
2024-01-22 04:40:00,632.575,0.0,36.49,3,0.6638,,,0,0.0,0.0,632.575,2.1840000000001965,1,2952,0.6323907455012854,549.5941631079944,82.98083689200564,0,正常
2024-01-22 04:50:00,633.057,0.0,36.41,2,0.5662,,,0,0.0,0.0,632.61,0.209999999999809,1,2953,0.632604970008569,551.6718877368963,81.38511226310368,0,正常
2024-01-22 05:00:00,632.61,0.0,36.33,1,0.6354,,,0,0.0,0.0,632.708,0.5879999999997381,1,2954,0.6328191945158527,552.34278162789,80.26721837211005,0,正常
2024-01-22 05:10:00,632.708,0.0,36.48,6,0.5908,,,0,0.0,0.0,633.057,2.0940000000002783,1,2955,0.6330334190231363,547.8437737090832,84.8642262909168,0,正常
2024-01-22 05:20:00,633.855,0.0,36.17,1,0.6356,,,0,0.0,0.0,633.84,4.698000000000093,1,2956,0.6332476435304198,551.6744968842198,82.1805031157802,0,正常
2024-01-22 05:30:00,633.84,0.0,35.73,3,0.5238,,,0,0.0,0.0,633.855,0.08999999999991815,1,2957,0.6334618680377035,551.5568311673597,82.28316883264029,0,正常
2024-01-22 05:40:00,634.25,0.0,35.81,8,0.5529,3.89,1.16,1,3.89,1.16,634.25,2.369999999999891,1,2958,0.6336760925449871,563.2096628264901,71.0403371735099,0,正常
2024-01-22 05:50:00,634.594,0.0,35.9,0,0.6391,,,0,0.0,0.0,634.594,2.0640000000003056,1,2959,0.6338903170522708,552.6485617229029,81.9454382770972,0,正常
2024-01-22 06:00:00,634.805,0.0,35.87,2,0.5192,,,0,0.0,0.0,634.773,1.0739999999998417,1,2960,0.6341045415595544,549.4753287013048,85.32967129869519,0,正常
2024-01-22 06:10:00,634.773,0.0,36.02,5,0.5701,,,0,0.0,0.0,634.805,0.19199999999955253,1,2961,0.634318766066838,548.9498799232836,85.82312007671646,0,正常
2024-01-22 06:20:00,635.407,0.0,36.26,2,0.627,,,0,0.0,0.0,635.407,3.612000000000535,1,2962,0.6345329905741217,547.3624257293357,88.04457427066438,0,正常
2024-01-22 06:30:00,635.454,0.0,36.07,2,0.6059,,,0,0.0,0.0,635.454,0.2819999999994707,1,2963,0.6347472150814053,548.3732845037335,87.08071549626641,0,正常
2024-01-22 06:40:00,636.024,0.0,36.01,3,0.5404,,,0,0.0,0.0,636.024,3.4200000000003,1,2964,0.6349614395886889,560.4020327864657,75.62196721353428,0,正常
2024-01-22 06:50:00,636.198,0.0,36.21,3,0.5869,,,0,0.0,0.0,636.198,1.043999999999869,1,2965,0.6351756640959726,554.3106017118964,81.88739828810355,0,正常
2024-01-22 07:00:00,636.508,0.0,36.28,2,0.5848,,,0,0.0,0.0,636.222,0.14400000000000546,1,2966,0.6353898886032562,553.3688226022376,83.13917739776241,0,正常
2024-01-22 07:10:00,636.88,0.0,36.2,2,0.6196,,,0,0.0,0.0,636.508,1.7160000000003492,1,2967,0.6356041131105399,557.0445906074991,79.83540939250088,0,正常
2024-01-22 07:20:00,636.889,0.0,36.31,0,0.6347,,,0,0.0,0.0,636.88,2.2319999999997435,1,2968,0.6358183376178235,559.971946670862,76.91705332913796,0,正常
2024-01-22 07:30:00,636.955,0.0,36.43,4,0.5836,,,0,0.0,0.0,636.889,0.05400000000008731,1,2969,0.6360325621251071,555.1607025488044,81.79429745119569,0,正常
2024-01-22 07:40:00,638.063,0.0,36.42,0,0.6062,,,0,0.0,0.0,636.955,0.39600000000018554,1,2970,0.6362467866323908,560.4710266284735,77.59197337152648,0,正常
2024-01-22 07:50:00,637.78,0.0,36.49,3,0.5597,,,0,0.0,0.0,637.78,4.949999999999591,1,2971,0.6364610111396743,559.4159189072386,78.36408109276135,0,正常
2024-01-22 08:00:00,637.91,0.0,36.67,4,0.7044,,,0,0.0,0.0,637.91,0.7799999999999727,1,2972,0.636675235646958,556.0633826602665,81.84661733973348,0,正常
2024-01-22 08:10:00,636.222,0.0,36.14,2,0.5107,,,0,0.0,0.0,638.063,0.91800000000012,1,2973,0.6368894601542416,557.698151345923,78.52384865407703,0,正常
2024-01-22 08:20:00,638.708,0.0,36.15,2,0.7181,,,0,0.0,0.0,638.673,3.660000000000082,1,2974,0.6371036846615252,555.0816866989728,83.62631330102715,0,正常
2024-01-22 08:30:00,638.673,0.0,36.17,3,0.6369,,,0,0.0,0.0,638.708,0.209999999999809,1,2975,0.6373179091688089,556.3221669291701,82.35083307082994,0,正常
2024-01-22 08:40:00,639.3,0.0,35.99,1,0.6526,,,0,0.0,0.0,639.273,3.3900000000003274,1,2976,0.6375321336760925,556.0691363543864,83.23086364561357,0,正常
2024-01-22 08:50:00,639.415,0.0,36.17,2,0.5119,,,0,0.0,0.0,639.3,0.1619999999995798,1,2977,0.6377463581833762,556.9899266313502,82.4250733686498,0,正常
2024-01-22 09:00:00,639.273,0.0,36.03,3,0.6006,,,0,0.0,0.0,639.415,0.6900000000000546,1,2978,0.6379605826906598,558.632037126281,80.64096287371899,0,正常
2024-01-22 09:10:00,640.127,0.0,35.9,0,0.6484,,,0,0.0,0.0,640.127,4.2719999999999345,1,2979,0.6381748071979434,562.401089363599,77.72591063640095,0,正常
2024-01-22 09:20:00,640.253,0.0,36.01,0,0.6074,,,0,0.0,0.0,640.253,0.7560000000005402,1,2980,0.6383890317052271,565.1709709196566,75.08202908034343,0,正常
2024-01-22 09:30:00,640.652,0.0,35.88,4,0.6575,,,0,0.0,0.0,640.652,2.3940000000000055,1,2981,0.6386032562125107,562.8744560184315,77.77754398156856,0,正常
2024-01-22 09:40:00,641.007,0.0,35.92,1,0.5935,,,0,0.0,0.0,641.007,2.129999999999427,1,2982,0.6388174807197944,563.8805979714538,77.12640202854618,0,正常
2024-01-22 09:50:00,641.032,0.0,35.89,2,0.6154,,,0,0.0,0.0,641.032,0.1500000000005457,1,2983,0.639031705227078,563.9429102973911,77.08908970260893,0,正常
2024-01-22 10:00:00,641.235,0.0,35.61,1,0.6665,,,0,0.0,0.0,641.235,1.2179999999998472,1,2984,0.6392459297343616,567.6398148189763,73.59518518102368,0,正常
2024-01-22 10:10:00,641.922,0.0,35.38,2,0.6009,,,0,0.0,0.0,641.922,4.122000000000071,1,2985,0.6394601542416453,565.0018018666194,76.92019813338061,0,正常
2024-01-22 10:20:00,642.175,0.0,35.54,0,0.6447,5.34,1.5,1,5.34,1.5,642.175,1.5179999999995744,1,2986,0.6396743787489289,604.7585830070004,37.41641699299953,0,正常
2024-01-22 10:30:00,642.335,0.0,35.31,6,0.5655,,,0,0.0,0.0,642.335,0.9600000000004911,1,2987,0.6398886032562126,563.3763019765905,78.95869802340951,0,正常
2024-01-22 10:40:00,642.394,0.0,34.87,1,0.5753,,,0,0.0,0.0,642.381,0.27599999999961256,1,2988,0.6401028277634961,565.5037824634016,76.89021753659836,0,正常
2024-01-22 10:50:00,642.381,0.0,34.96,1,0.5594,,,0,0.0,0.0,642.394,0.07800000000020191,1,2989,0.6403170522707797,566.4384222655492,75.94257773445077,0,正常
2024-01-22 11:00:00,642.691,0.0,34.82,0,0.67,,,0,0.0,0.0,642.691,1.7820000000001528,1,2990,0.6405312767780634,568.0443729692346,74.64662703076544,0,正常
2024-01-22 11:10:00,642.952,0.0,34.94,1,0.6372,,,0,0.0,0.0,642.952,1.5659999999998035,1,2991,0.640745501285347,568.5921829338873,74.35981706611267,0,正常
2024-01-22 11:20:00,643.28,0.0,34.68,3,0.668,,,0,0.0,0.0,643.28,1.9679999999998472,1,2992,0.6409597257926307,567.5956414324908,75.68435856750921,0,正常
2024-01-22 11:30:00,643.494,0.0,34.47,0,0.6188,,,0,0.0,0.0,643.454,1.043999999999869,1,2993,0.6411739502999143,576.2729348949817,67.22106510501828,0,正常
2024-01-22 11:40:00,643.454,0.0,34.81,3,0.5872,,,0,0.0,0.0,643.494,0.24000000000046384,1,2994,0.6413881748071979,570.9187382407946,72.53526175920535,0,正常
2024-01-22 11:50:00,643.968,0.0,34.5,2,0.5825,,,0,0.0,0.0,643.968,2.843999999999596,1,2995,0.6416023993144816,570.1697268883561,73.79827311164388,0,正常
2024-01-22 12:00:00,644.422,0.0,34.55,1,0.6176,,,0,0.0,0.0,644.014,0.2760000000002947,1,2996,0.6418166238217652,568.7028379762944,75.71916202370562,0,正常
2024-01-22 12:10:00,644.634,0.0,34.52,3,0.5676,,,0,0.0,0.0,644.422,2.4480000000000928,1,2997,0.6420308483290489,565.2803080810646,79.3536919189354,0,正常
2024-01-22 12:20:00,644.87,0.0,34.68,1,0.654,,,0,0.0,0.0,644.634,1.2719999999999345,1,2998,0.6422450728363325,568.1707872754092,76.69921272459078,0,正常
2024-01-22 12:30:00,645.272,0.9,35.16,3,0.4948,,,0,0.0,0.0,644.87,1.41599999999994,1,2999,0.6424592973436161,562.1156934090453,83.15630659095473,0,正常
2024-01-22 12:40:00,645.458,0.0,35.25,1,0.6329,,,0,0.0,0.0,645.272,2.412000000000262,1,3000,0.6426735218508998,565.6213053711954,79.8366946288046,0,正常
2024-01-22 12:50:00,645.638,0.0,35.33,2,0.6891,,,0,0.0,0.0,645.458,1.1159999999995307,1,3001,0.6428877463581834,564.9887364577803,80.64926354221973,0,正常
2024-01-22 13:00:00,644.014,0.0,35.52,1,0.6075,,,0,0.0,0.0,645.603,0.8699999999998909,1,3002,0.643101970865467,565.1655545865982,78.8484454134018,0,正常
2024-01-22 13:10:00,645.603,0.0,35.47,1,0.5846,,,0,0.0,0.0,645.638,0.21000000000049113,1,3003,0.6433161953727506,568.1631471892603,77.4398528107397,0,正常
2024-01-22 13:20:00,646.346,0.0,35.35,2,0.6329,,,0,0.0,0.0,646.346,4.24799999999982,1,3004,0.6435304198800342,566.9606713499455,79.38532865005448,0,正常
2024-01-22 13:30:00,646.612,0.0,34.9,2,0.6202,,,0,0.0,0.0,646.612,1.5959999999997763,1,3005,0.6437446443873179,568.3195837607776,78.29241623922235,0,正常
2024-01-22 13:40:00,646.775,0.0,34.61,2,0.5766,,,0,0.0,0.0,646.775,0.9780000000000655,1,3006,0.6439588688946015,567.6759594593074,79.09904054069261,0,正常
2024-01-22 13:50:00,647.805,0.0,34.61,4,0.592,,,0,0.0,0.0,647.034,1.5540000000000873,1,3007,0.6441730934018852,564.4136866378731,83.39131336212688,0,正常
2024-01-22 14:00:00,647.034,0.0,34.78,4,0.6131,,,0,0.0,0.0,647.309,1.6499999999998636,1,3008,0.6443873179091688,560.2272460718411,86.80675392815886,0,正常
2024-01-22 14:10:00,647.309,0.0,34.83,5,0.6193,,,0,0.0,0.0,647.805,2.9759999999998854,1,3009,0.6446015424164524,554.3854070844088,92.92359291559114,0,正常
2024-01-22 14:20:00,647.908,0.0,34.59,4,0.6608,,,0,0.0,0.0,647.908,0.6180000000003929,1,3010,0.6448157669237361,552.4579493914626,95.45005060853737,0,正常
2024-01-22 14:30:00,648.264,0.0,34.53,1,0.5932,,,0,0.0,0.0,648.264,2.1359999999999673,1,3011,0.6450299914310197,554.7410366351763,93.52296336482368,0,正常
2024-01-22 14:40:00,648.683,0.0,34.48,2,0.6329,,,0,0.0,0.0,648.591,1.961999999999989,1,3012,0.6452442159383034,554.4052311921939,94.27776880780607,0,正常
2024-01-22 14:50:00,648.591,0.0,34.17,2,0.5919,,,0,0.0,0.0,648.665,0.4439999999997326,1,3013,0.645458440445587,557.8703480727379,90.72065192726211,0,正常
2024-01-22 15:00:00,648.665,0.0,34.33,2,0.6344,,,0,0.0,0.0,648.683,0.10800000000017462,1,3014,0.6456726649528706,560.6223705723186,88.04262942768139,0,正常
2024-01-22 15:10:00,649.281,0.0,34.27,1,0.6284,,,0,0.0,0.0,649.13,2.6820000000000164,1,3015,0.6458868894601543,566.8049548717399,82.47604512826001,0,正常
2024-01-22 15:20:00,649.13,0.0,34.0,4,0.5481,,,0,0.0,0.0,649.281,0.9059999999997217,1,3016,0.6461011139674379,566.2149324523447,82.91506754765533,0,正常
2024-01-22 15:30:00,649.691,0.0,34.15,3,0.6839,,,0,0.0,0.0,649.589,1.8480000000006385,1,3017,0.6463153384747216,563.5971129151084,86.09388708489166,0,正常
2024-01-22 15:40:00,649.82,0.0,34.1,2,0.6384,,,0,0.0,0.0,649.691,0.6119999999998527,1,3018,0.6465295629820051,564.1287451574109,85.69125484258916,0,正常
2024-01-22 15:50:00,649.589,0.0,33.83,1,0.5442,,,0,0.0,0.0,649.82,0.7740000000001146,1,3019,0.6467437874892887,566.2129590819361,83.37604091806395,0,正常
2024-01-22 16:00:00,649.993,0.0,33.68,3,0.5606,,,0,0.0,0.0,649.993,1.038000000000011,1,3020,0.6469580119965724,564.6904878340023,85.30251216599777,0,正常
2024-01-22 16:10:00,650.182,0.0,33.88,1,0.5688,,,0,0.0,0.0,650.182,1.1339999999997872,1,3021,0.647172236503856,565.1059828707326,85.07601712926737,0,正常
2024-01-22 16:20:00,651.018,0.0,33.6,2,0.6846,,,0,0.0,0.0,651.018,5.016000000000076,1,3022,0.6473864610111397,567.9603527219007,83.05764727809935,0,正常
2024-01-22 16:30:00,651.046,0.0,33.71,2,0.6105,,,0,0.0,0.0,651.046,0.16800000000012005,1,3023,0.6476006855184233,569.4002024000375,81.64579759996252,0,正常
2024-01-22 16:40:00,651.241,0.0,33.63,3,0.5403,,,0,0.0,0.0,651.178,0.791999999999689,1,3024,0.6478149100257069,567.9585639485723,83.28243605142768,0,正常
2024-01-22 16:50:00,651.178,0.0,33.51,2,0.631,,,0,0.0,0.0,651.241,0.37799999999992906,1,3025,0.6480291345329906,567.0753690448211,84.10263095517894,0,正常
2024-01-22 17:00:00,651.638,0.0,33.08,2,0.5499,,,0,0.0,0.0,651.627,2.3159999999998035,1,3026,0.6482433590402742,569.2784485418377,82.35955145816229,0,正常
2024-01-22 17:10:00,651.627,0.0,33.12,3,0.5547,,,0,0.0,0.0,651.638,0.06600000000048567,1,3027,0.6484575835475579,566.402593978349,85.2244060216509,0,正常
2024-01-22 17:20:00,652.214,0.0,32.85,0,0.6065,,,0,0.0,0.0,651.872,1.4039999999995416,1,3028,0.6486718080548415,570.5883192007894,81.62568079921061,0,正常
2024-01-22 17:30:00,651.872,0.0,32.76,3,0.5655,,,0,0.0,0.0,652.18,1.8479999999999563,1,3029,0.6488860325621251,568.5883961492395,83.28360385076041,0,正常
2024-01-22 17:40:00,652.436,0.0,32.56,1,0.5894,,,0,0.0,0.0,652.214,0.204000000000633,1,3030,0.6491002570694088,572.4464987055919,79.98950129440811,0,正常
2024-01-22 17:50:00,652.18,0.0,32.53,0,0.6618,,,0,0.0,0.0,652.436,1.33199999999988,1,3031,0.6493144815766924,575.6315400521758,76.5484599478242,0,正常
2024-01-22 18:00:00,653.008,0.0,32.55,2,0.5646,,,0,0.0,0.0,653.008,3.4320000000000164,1,3032,0.6495287060839761,574.6786374968558,78.32936250314424,0,正常
2024-01-22 18:10:00,653.034,0.0,32.36,3,0.5421,,,0,0.0,0.0,653.034,0.1559999999997217,1,3033,0.6497429305912596,574.8355022036276,78.19849779637241,0,正常
2024-01-22 18:20:00,653.229,0.0,32.28,0,0.6368,,,0,0.0,0.0,653.1,0.39600000000018554,1,3034,0.6499571550985432,575.880792221772,77.34820777822802,0,正常
2024-01-22 18:30:00,653.183,0.0,32.65,2,0.5805,,,0,0.0,0.0,653.183,0.4979999999998199,1,3035,0.6501713796058269,577.6579967758704,75.52500322412959,0,正常
2024-01-22 18:40:00,653.1,0.0,32.29,3,0.5875,,,0,0.0,0.0,653.229,0.2760000000002947,1,3036,0.6503856041131105,575.1180885786347,77.98191142136534,0,正常
2024-01-22 18:50:00,653.707,0.0,32.09,2,0.6839,,,0,0.0,0.0,653.707,2.867999999999711,1,3037,0.6505998286203942,573.0835866573594,80.62341334264056,0,正常
2024-01-22 19:00:00,654.229,0.0,31.93,2,0.6608,,,0,0.0,0.0,653.803,0.5760000000000218,1,3038,0.6508140531276778,573.4250311959446,80.80396880405544,0,正常
2024-01-22 19:10:00,653.803,0.0,31.9,5,0.5935,,,0,0.0,0.0,654.093,1.7399999999997817,1,3039,0.6510282776349614,569.5669435084245,84.23605649157548,0,正常
2024-01-22 19:20:00,654.093,0.0,32.07,2,0.6632,,,0,0.0,0.0,654.229,0.8160000000004857,1,3040,0.6512425021422451,567.487808831751,86.60519116824901,0,正常
2024-01-22 19:30:00,654.294,0.0,31.76,3,0.5874,,,0,0.0,0.0,654.294,0.3899999999996453,1,3041,0.6514567266495287,566.7004742485902,87.59352575140974,0,正常
2024-01-22 19:40:00,654.765,0.0,31.69,2,0.567,,,0,0.0,0.0,654.558,1.58400000000006,1,3042,0.6516709511568124,568.3231791450991,86.44182085490093,0,正常
2024-01-22 19:50:00,654.558,0.0,31.61,0,0.5282,,,0,0.0,0.0,654.765,1.2419999999999618,1,3043,0.651885175664096,571.8049025593627,82.75309744063725,0,正常
2024-01-22 20:00:00,654.801,0.0,31.32,4,0.5318,,,0,0.0,0.0,654.796,0.18600000000037653,1,3044,0.6520994001713796,568.1031327461684,86.69786725383165,0,正常
2024-01-22 20:10:00,654.796,0.0,30.95,4,0.6283,,,0,0.0,0.0,654.801,0.029999999999972715,1,3045,0.6523136246786633,570.1507763821076,84.6452236178925,0,正常
2024-01-22 20:20:00,654.996,0.0,31.12,2,0.6029,,,0,0.0,0.0,654.996,1.169999999999618,1,3046,0.6525278491859469,570.6875302657775,84.30846973422251,0,正常
2024-01-22 20:30:00,656.186,0.3,31.35,4,0.6338,,,0,0.0,0.0,655.407,2.4660000000003492,1,3047,0.6527420736932305,567.9263282297499,88.25967177025018,0,正常
2024-01-22 20:40:00,655.407,0.0,31.32,7,0.6321,,,0,0.0,0.0,655.44,0.19800000000009277,1,3048,0.6529562982005142,559.9923017071233,95.41469829287678,0,正常
2024-01-22 20:50:00,655.936,0.0,31.2,3,0.6286,,,0,0.0,0.0,655.936,2.9759999999998854,1,3049,0.6531705227077977,557.4314181053493,98.50458189465076,0,正常
2024-01-22 21:00:00,656.178,0.0,31.3,3,0.6721,,,0,0.0,0.0,656.178,1.4519999999997708,1,3050,0.6533847472150814,558.4523127210699,97.72568727893008,0,正常
2024-01-22 21:10:00,656.704,0.0,31.32,2,0.5452,,,0,0.0,0.0,656.186,0.04800000000022919,1,3051,0.653598971722365,561.2864036149513,95.41759638504868,0,正常
2024-01-22 21:20:00,656.723,0.0,31.22,4,0.5727,,,0,0.0,0.0,656.469,1.6980000000000928,1,3052,0.6538131962296486,558.2354963250192,98.48750367498076,0,正常
2024-01-22 21:30:00,656.469,0.0,31.12,4,0.4732,,,0,0.0,0.0,656.695,1.3559999999999945,1,3053,0.6540274207369323,558.2145876508434,98.25441234915661,0,正常
2024-01-22 21:40:00,656.695,0.0,30.61,0,0.6492,,,0,0.0,0.0,656.704,0.05399999999940519,1,3054,0.6542416452442159,570.2182658072846,86.47673419271541,0,正常
2024-01-22 21:50:00,656.804,0.0,30.78,0,0.6653,,,0,0.0,0.0,656.723,0.11400000000003274,1,3055,0.6544558697514996,574.0116343673261,82.79236563267386,0,正常
2024-01-22 22:00:00,656.896,0.0,30.73,1,0.6406,,,0,0.0,0.0,656.804,0.4860000000001037,1,3056,0.6546700942587832,576.6717797528635,80.22422024713649,0,正常
2024-01-22 22:10:00,657.127,0.0,30.55,2,0.5858,,,0,0.0,0.0,656.896,0.5519999999999072,1,3057,0.6548843187660668,576.7244856740311,80.40251432596881,0,正常
2024-01-22 22:20:00,657.216,0.0,30.44,4,0.5795,,,0,0.0,0.0,657.127,1.3859999999999673,1,3058,0.6550985432733505,576.2193984829893,80.99660151701073,0,正常
2024-01-22 22:30:00,655.44,0.0,30.21,2,0.5841,,,0,0.0,0.0,657.216,0.5340000000003329,1,3059,0.6553127677806341,580.0462147066082,75.39378529339183,0,正常
2024-01-22 22:40:00,657.631,0.0,30.38,3,0.6606,,,0,0.0,0.0,657.606,2.339999999999918,1,3060,0.6555269922879178,574.8566349531858,82.77436504681418,0,正常
2024-01-22 22:50:00,657.608,0.0,30.43,1,0.6156,,,0,0.0,0.0,657.608,0.011999999999716238,1,3061,0.6557412167952014,574.2595524010366,83.34844759896339,0,正常
2024-01-22 23:00:00,657.852,0.0,30.49,1,0.581,,,0,0.0,0.0,657.631,0.13800000000014734,1,3062,0.655955441302485,574.1906797107158,83.66132028928416,0,正常
2024-01-22 23:10:00,657.606,0.0,30.38,0,0.6268,,,0,0.0,0.0,657.852,1.3260000000000218,1,3063,0.6561696658097687,577.4225920067239,80.18340799327609,0,正常
2024-01-22 23:20:00,658.317,0.0,30.23,0,0.5811,,,0,0.0,0.0,657.978,0.7559999999998581,1,3064,0.6563838903170522,583.2320586292681,75.08494137073194,0,正常
2024-01-22 23:30:00,657.978,0.0,30.43,3,0.4942,,,0,0.0,0.0,658.301,1.9380000000005566,1,3065,0.6565981148243359,580.3622036365972,77.61579636340275,0,正常
2024-01-22 23:40:00,658.301,0.0,30.32,3,0.6625,,,0,0.0,0.0,658.317,0.09599999999977626,1,3066,0.6568123393316195,580.8247721407608,77.4762278592392,0,正常
2024-01-22 23:50:00,658.663,0.0,30.01,1,0.6187,,,0,0.0,0.0,658.388,0.42600000000015825,1,3067,0.6570265638389031,582.2211587805908,76.44184121940918,0,正常
2024-01-23 00:00:00,658.388,0.0,29.63,5,0.5881,,,0,0.0,0.0,658.663,1.6499999999998636,1,3068,0.6572407883461868,576.1460967001277,82.24190329987232,0,正常
2024-01-23 00:10:00,658.702,0.0,29.45,4,0.5993,,,0,0.0,0.0,658.689,0.1559999999997217,1,3069,0.6574550128534704,571.2638924145085,87.43810758549148,0,正常
2024-01-23 00:20:00,659.115,0.0,29.15,2,0.656,,,0,0.0,0.0,658.702,0.07800000000020191,1,3070,0.6576692373607541,569.6717062326176,89.44329376738244,0,正常
2024-01-23 00:30:00,658.94,0.0,29.35,2,0.6331,,,0,0.0,0.0,658.94,1.4280000000003383,1,3071,0.6578834618680377,570.896088323693,88.04391167630706,0,正常
2024-01-23 00:40:00,659.169,0.0,29.09,3,0.5576,,,0,0.0,0.0,659.115,1.0499999999997272,1,3072,0.6580976863753213,570.9931702120241,88.17582978797589,0,正常
2024-01-23 00:50:00,658.689,3.7,32.85,3,0.6156,,,0,0.0,0.0,659.169,0.32399999999984175,1,3073,0.658311910882605,560.4513877136261,98.23761228637386,0,正常
2024-01-23 01:00:00,660.109,0.0,32.61,2,0.6074,,,0,0.0,0.0,659.969,4.800000000000409,1,3074,0.6585261353898886,564.7212387477097,95.38776125229037,0,正常
2024-01-23 01:10:00,659.969,0.0,32.18,3,0.5884,,,0,0.0,0.0,660.109,0.8399999999999181,1,3075,0.6587403598971723,566.6692098488368,93.29979015116328,0,正常
2024-01-23 01:20:00,660.294,0.0,32.04,2,0.5508,,,0,0.0,0.0,660.294,1.1099999999996726,1,3076,0.6589545844044559,567.2683816649724,93.02561833502762,0,正常
2024-01-23 01:30:00,660.57,0.0,32.13,4,0.7288,,,0,0.0,0.0,660.552,1.5480000000002292,1,3077,0.6591688089117395,564.0915993690016,96.47840063099841,0,正常
2024-01-23 01:40:00,660.552,0.0,32.6,3,0.5149,,,0,0.0,0.0,660.57,0.10800000000017462,1,3078,0.6593830334190232,563.6569433980065,96.89505660199347,0,正常
2024-01-23 01:50:00,661.344,0.0,32.22,1,0.6661,,,0,0.0,0.0,661.344,4.6440000000000055,1,3079,0.6595972579263067,565.5485879373714,95.79541206262866,0,正常
2024-01-23 02:00:00,661.404,0.0,32.5,0,0.6195,,,0,0.0,0.0,661.404,0.3599999999996726,1,3080,0.6598114824335904,568.2496995396992,93.15430046030076,0,正常
2024-01-23 02:10:00,661.748,0.0,32.1,3,0.5396,,,0,0.0,0.0,661.436,0.19200000000023465,1,3081,0.660025706940874,567.9225251651027,93.82547483489736,0,正常
2024-01-23 02:20:00,661.436,0.0,31.81,4,0.6843,,,0,0.0,0.0,661.748,1.872000000000071,1,3082,0.6602399314481576,565.53192660748,95.90407339251999,0,正常
2024-01-23 02:30:00,661.891,0.0,31.77,0,0.6015,,,0,0.0,0.0,661.803,0.32999999999969987,1,3083,0.6604541559554413,573.4326376388653,88.45836236113462,0,正常
2024-01-23 02:40:00,661.803,0.0,31.77,9,0.6815,,,0,0.0,0.0,661.891,0.5279999999997926,1,3084,0.6606683804627249,562.7224184762341,99.08058152376589,0,正常
2024-01-23 02:50:00,662.913,0.0,31.7,3,0.5737,,,0,0.0,0.0,662.567,4.056000000000267,1,3085,0.6608826049700086,562.10151298896,100.81148701103996,0,正常
2024-01-23 03:00:00,662.567,0.0,31.32,1,0.6249,,,0,0.0,0.0,662.811,1.4640000000001692,1,3086,0.6610968294772922,562.5829692870223,99.98403071297776,0,正常
