dataset,row_index,column,issue,value
附件3_训练集,9452,b_孔隙水压力_kPa,缺失,
附件3_训练集,9454,b_孔隙水压力_kPa,缺失,
附件3_训练集,9457,b_孔隙水压力_kPa,缺失,
附件3_训练集,9463,b_孔隙水压力_kPa,缺失,
附件3_训练集,9484,b_孔隙水压力_kPa,缺失,
附件3_训练集,9488,b_孔隙水压力_kPa,缺失,
附件3_训练集,9541,b_孔隙水压力_kPa,缺失,
附件3_训练集,9550,b_孔隙水压力_kPa,缺失,
附件3_训练集,9553,b_孔隙水压力_kPa,缺失,
附件3_训练集,9558,b_孔隙水压力_kPa,缺失,
附件3_训练集,9562,b_孔隙水压力_kPa,缺失,
附件3_训练集,9563,b_孔隙水压力_kPa,缺失,
附件3_训练集,9580,b_孔隙水压力_kPa,缺失,
附件3_训练集,9593,b_孔隙水压力_kPa,缺失,
附件3_训练集,9609,b_孔隙水压力_kPa,缺失,
附件3_训练集,9646,b_孔隙水压力_kPa,缺失,
附件3_训练集,9662,b_孔隙水压力_kPa,缺失,
附件3_训练集,9668,b_孔隙水压力_kPa,缺失,
附件3_训练集,9687,b_孔隙水压力_kPa,缺失,
附件3_训练集,9697,b_孔隙水压力_kPa,缺失,
附件3_训练集,9704,b_孔隙水压力_kPa,缺失,
附件3_训练集,9737,b_孔隙水压力_kPa,缺失,
附件3_训练集,9769,b_孔隙水压力_kPa,缺失,
附件3_训练集,9800,b_孔隙水压力_kPa,缺失,
附件3_训练集,9802,b_孔隙水压力_kPa,缺失,
附件3_训练集,9916,b_孔隙水压力_kPa,缺失,
附件3_训练集,9930,b_孔隙水压力_kPa,缺失,
附件3_训练集,9940,b_孔隙水压力_kPa,缺失,
附件3_训练集,9984,b_孔隙水压力_kPa,缺失,
附件3_训练集,9988,b_孔隙水压力_kPa,缺失,
附件3_训练集,16,c_微震事件数,缺失,
附件3_训练集,35,c_微震事件数,缺失,
附件3_训练集,69,c_微震事件数,缺失,
附件3_训练集,104,c_微震事件数,缺失,
附件3_训练集,116,c_微震事件数,缺失,
附件3_训练集,137,c_微震事件数,缺失,
附件3_训练集,146,c_微震事件数,缺失,
附件3_训练集,177,c_微震事件数,缺失,
附件3_训练集,179,c_微震事件数,缺失,
附件3_训练集,180,c_微震事件数,缺失,
附件3_训练集,190,c_微震事件数,缺失,
附件3_训练集,203,c_微震事件数,缺失,
附件3_训练集,212,c_微震事件数,缺失,
附件3_训练集,239,c_微震事件数,缺失,
附件3_训练集,253,c_微震事件数,缺失,
附件3_训练集,256,c_微震事件数,缺失,
附件3_训练集,259,c_微震事件数,缺失,
附件3_训练集,260,c_微震事件数,缺失,
附件3_训练集,287,c_微震事件数,缺失,
附件3_训练集,323,c_微震事件数,缺失,
附件3_训练集,330,c_微震事件数,缺失,
附件3_训练集,336,c_微震事件数,缺失,
附件3_训练集,351,c_微震事件数,缺失,
附件3_训练集,393,c_微震事件数,缺失,
附件3_训练集,403,c_微震事件数,缺失,
附件3_训练集,415,c_微震事件数,缺失,
附件3_训练集,416,c_微震事件数,缺失,
附件3_训练集,434,c_微震事件数,缺失,
附件3_训练集,435,c_微震事件数,缺失,
附件3_训练集,439,c_微震事件数,缺失,
附件3_训练集,474,c_微震事件数,缺失,
附件3_训练集,477,c_微震事件数,缺失,
附件3_训练集,480,c_微震事件数,缺失,
附件3_训练集,513,c_微震事件数,缺失,
附件3_训练集,720,c_微震事件数,缺失,
附件3_训练集,752,c_微震事件数,缺失,
附件3_训练集,771,c_微震事件数,缺失,
附件3_训练集,778,c_微震事件数,缺失,
附件3_训练集,793,c_微震事件数,缺失,
附件3_训练集,795,c_微震事件数,缺失,
附件3_训练集,804,c_微震事件数,缺失,
附件3_训练集,806,c_微震事件数,缺失,
附件3_训练集,809,c_微震事件数,缺失,
附件3_训练集,850,c_微震事件数,缺失,
附件3_训练集,851,c_微震事件数,缺失,
附件3_训练集,866,c_微震事件数,缺失,
附件3_训练集,890,c_微震事件数,缺失,
附件3_训练集,900,c_微震事件数,缺失,
附件3_训练集,933,c_微震事件数,缺失,
附件3_训练集,937,c_微震事件数,缺失,
附件3_训练集,980,c_微震事件数,缺失,
附件3_训练集,1011,c_微震事件数,缺失,
附件3_训练集,1040,c_微震事件数,缺失,
附件3_训练集,1046,c_微震事件数,缺失,
附件3_训练集,1049,c_微震事件数,缺失,
附件3_训练集,1093,c_微震事件数,缺失,
附件3_训练集,1105,c_微震事件数,缺失,
附件3_训练集,1108,c_微震事件数,缺失,
附件3_训练集,1110,c_微震事件数,缺失,
附件3_训练集,1121,c_微震事件数,缺失,
附件3_训练集,1173,c_微震事件数,缺失,
附件3_训练集,1181,c_微震事件数,缺失,
附件3_训练集,1230,c_微震事件数,缺失,
附件3_训练集,1234,c_微震事件数,缺失,
附件3_训练集,1322,c_微震事件数,缺失,
附件3_训练集,1330,c_微震事件数,缺失,
附件3_训练集,1366,c_微震事件数,缺失,
附件3_训练集,1393,c_微震事件数,缺失,
附件3_训练集,1404,c_微震事件数,缺失,
附件3_训练集,1456,c_微震事件数,缺失,
附件3_训练集,1466,c_微震事件数,缺失,
附件3_训练集,1474,c_微震事件数,缺失,
附件3_训练集,1479,c_微震事件数,缺失,
附件3_训练集,1498,c_微震事件数,缺失,
附件3_训练集,1521,c_微震事件数,缺失,
附件3_训练集,1530,c_微震事件数,缺失,
附件3_训练集,1533,c_微震事件数,缺失,
附件3_训练集,1542,c_微震事件数,缺失,
附件3_训练集,1543,c_微震事件数,缺失,
附件3_训练集,1604,c_微震事件数,缺失,
附件3_训练集,1608,c_微震事件数,缺失,
附件3_训练集,1609,c_微震事件数,缺失,
附件3_训练集,1658,c_微震事件数,缺失,
附件3_训练集,1678,c_微震事件数,缺失,
附件3_训练集,1695,c_微震事件数,缺失,
附件3_训练集,1737,c_微震事件数,缺失,
附件3_训练集,1768,c_微震事件数,缺失,
附件3_训练集,1811,c_微震事件数,缺失,
附件3_训练集,1812,c_微震事件数,缺失,
附件3_训练集,1817,c_微震事件数,缺失,
附件3_训练集,1846,c_微震事件数,缺失,
附件3_训练集,1873,c_微震事件数,缺失,
附件3_训练集,1882,c_微震事件数,缺失,
附件3_训练集,1898,c_微震事件数,缺失,
附件3_训练集,1909,c_微震事件数,缺失,
附件3_训练集,1960,c_微震事件数,缺失,
附件3_训练集,1963,c_微震事件数,缺失,
附件3_训练集,1972,c_微震事件数,缺失,
附件3_训练集,1973,c_微震事件数,缺失,
附件3_训练集,1988,c_微震事件数,缺失,
附件3_训练集,2004,c_微震事件数,缺失,
附件3_训练集,2048,c_微震事件数,缺失,
附件3_训练集,2061,c_微震事件数,缺失,
附件3_训练集,2064,c_微震事件数,缺失,
附件3_训练集,2069,c_微震事件数,缺失,
附件3_训练集,2142,c_微震事件数,缺失,
附件3_训练集,2154,c_微震事件数,缺失,
附件3_训练集,2237,c_微震事件数,缺失,
附件3_训练集,2246,c_微震事件数,缺失,
附件3_训练集,2253,c_微震事件数,缺失,
附件3_训练集,2257,c_微震事件数,缺失,
附件3_训练集,2273,c_微震事件数,缺失,
附件3_训练集,2303,c_微震事件数,缺失,
附件3_训练集,2309,c_微震事件数,缺失,
附件3_训练集,2334,c_微震事件数,缺失,
附件3_训练集,2349,c_微震事件数,缺失,
附件3_训练集,2350,c_微震事件数,缺失,
附件3_训练集,2385,c_微震事件数,缺失,
附件3_训练集,2411,c_微震事件数,缺失,
附件3_训练集,2445,c_微震事件数,缺失,
附件3_训练集,2488,c_微震事件数,缺失,
附件3_训练集,2494,c_微震事件数,缺失,
附件3_训练集,2504,c_微震事件数,缺失,
附件3_训练集,2561,c_微震事件数,缺失,
附件3_训练集,2573,c_微震事件数,缺失,
附件3_训练集,2574,c_微震事件数,缺失,
附件3_训练集,2577,c_微震事件数,缺失,
附件3_训练集,2590,c_微震事件数,缺失,
附件3_训练集,2610,c_微震事件数,缺失,
附件3_训练集,2615,c_微震事件数,缺失,
附件3_训练集,2618,c_微震事件数,缺失,
附件3_训练集,2623,c_微震事件数,缺失,
附件3_训练集,2642,c_微震事件数,缺失,
附件3_训练集,2649,c_微震事件数,缺失,
附件3_训练集,2650,c_微震事件数,缺失,
附件3_训练集,2663,c_微震事件数,缺失,
附件3_训练集,2703,c_微震事件数,缺失,
附件3_训练集,2726,c_微震事件数,缺失,
附件3_训练集,2737,c_微震事件数,缺失,
附件3_训练集,2758,c_微震事件数,缺失,
附件3_训练集,2782,c_微震事件数,缺失,
附件3_训练集,2793,c_微震事件数,缺失,
附件3_训练集,2807,c_微震事件数,缺失,
附件3_训练集,2830,c_微震事件数,缺失,
附件3_训练集,2855,c_微震事件数,缺失,
附件3_训练集,2856,c_微震事件数,缺失,
附件3_训练集,2857,c_微震事件数,缺失,
附件3_训练集,2887,c_微震事件数,缺失,
附件3_训练集,2892,c_微震事件数,缺失,
附件3_训练集,2895,c_微震事件数,缺失,
附件3_训练集,2899,c_微震事件数,缺失,
附件3_训练集,2916,c_微震事件数,缺失,
附件3_训练集,2917,c_微震事件数,缺失,
附件3_训练集,2937,c_微震事件数,缺失,
附件3_训练集,2957,c_微震事件数,缺失,
附件3_训练集,2965,c_微震事件数,缺失,
附件3_训练集,2978,c_微震事件数,缺失,
附件3_训练集,2979,c_微震事件数,缺失,
附件3_训练集,2982,c_微震事件数,缺失,
附件3_训练集,3006,c_微震事件数,缺失,
附件3_训练集,3009,c_微震事件数,缺失,
附件3_训练集,3043,c_微震事件数,缺失,
附件3_训练集,3056,c_微震事件数,缺失,
附件3_训练集,3057,c_微震事件数,缺失,
附件3_训练集,3113,c_微震事件数,缺失,
附件3_训练集,3151,c_微震事件数,缺失,
附件3_训练集,3197,c_微震事件数,缺失,
附件3_训练集,3263,c_微震事件数,缺失,
附件3_训练集,3279,c_微震事件数,缺失,
附件3_训练集,3291,c_微震事件数,缺失,
附件3_训练集,3302,c_微震事件数,缺失,
附件3_训练集,3313,c_微震事件数,缺失,
附件3_训练集,3353,c_微震事件数,缺失,
附件3_训练集,3363,c_微震事件数,缺失,
附件3_训练集,3429,c_微震事件数,缺失,
附件3_训练集,3438,c_微震事件数,缺失,
附件3_训练集,3443,c_微震事件数,缺失,
附件3_训练集,3452,c_微震事件数,缺失,
附件3_训练集,3461,c_微震事件数,缺失,
附件3_训练集,3469,c_微震事件数,缺失,
附件3_训练集,3498,c_微震事件数,缺失,
附件3_训练集,3517,c_微震事件数,缺失,
附件3_训练集,3564,c_微震事件数,缺失,
附件3_训练集,3570,c_微震事件数,缺失,
附件3_训练集,3579,c_微震事件数,缺失,
附件3_训练集,3585,c_微震事件数,缺失,
附件3_训练集,3586,c_微震事件数,缺失,
附件3_训练集,3609,c_微震事件数,缺失,
附件3_训练集,3669,c_微震事件数,缺失,
附件3_训练集,3692,c_微震事件数,缺失,
附件3_训练集,3713,c_微震事件数,缺失,
附件3_训练集,3794,c_微震事件数,缺失,
附件3_训练集,3805,c_微震事件数,缺失,
附件3_训练集,3810,c_微震事件数,缺失,
附件3_训练集,3826,c_微震事件数,缺失,
附件3_训练集,3845,c_微震事件数,缺失,
附件3_训练集,3876,c_微震事件数,缺失,
附件3_训练集,3892,c_微震事件数,缺失,
附件3_训练集,3905,c_微震事件数,缺失,
附件3_训练集,3935,c_微震事件数,缺失,
附件3_训练集,3969,c_微震事件数,缺失,
附件3_训练集,3982,c_微震事件数,缺失,
附件3_训练集,3990,c_微震事件数,缺失,
附件3_训练集,4001,c_微震事件数,缺失,
附件3_训练集,4008,c_微震事件数,缺失,
附件3_训练集,4038,c_微震事件数,缺失,
附件3_训练集,4072,c_微震事件数,缺失,
附件3_训练集,4093,c_微震事件数,缺失,
附件3_训练集,4096,c_微震事件数,缺失,
附件3_训练集,4101,c_微震事件数,缺失,
附件3_训练集,4159,c_微震事件数,缺失,
附件3_训练集,4186,c_微震事件数,缺失,
附件3_训练集,4220,c_微震事件数,缺失,
附件3_训练集,4236,c_微震事件数,缺失,
附件3_训练集,4264,c_微震事件数,缺失,
附件3_训练集,4270,c_微震事件数,缺失,
附件3_训练集,4289,c_微震事件数,缺失,
附件3_训练集,4302,c_微震事件数,缺失,
附件3_训练集,4334,c_微震事件数,缺失,
附件3_训练集,4335,c_微震事件数,缺失,
附件3_训练集,4345,c_微震事件数,缺失,
附件3_训练集,4362,c_微震事件数,缺失,
附件3_训练集,4425,c_微震事件数,缺失,
附件3_训练集,4557,c_微震事件数,缺失,
附件3_训练集,4561,c_微震事件数,缺失,
附件3_训练集,4602,c_微震事件数,缺失,
附件3_训练集,4611,c_微震事件数,缺失,
附件3_训练集,4633,c_微震事件数,缺失,
附件3_训练集,4640,c_微震事件数,缺失,
附件3_训练集,4690,c_微震事件数,缺失,
附件3_训练集,4701,c_微震事件数,缺失,
附件3_训练集,4718,c_微震事件数,缺失,
附件3_训练集,4720,c_微震事件数,缺失,
附件3_训练集,4754,c_微震事件数,缺失,
附件3_训练集,4755,c_微震事件数,缺失,
附件3_训练集,4758,c_微震事件数,缺失,
附件3_训练集,4799,c_微震事件数,缺失,
附件3_训练集,4823,c_微震事件数,缺失,
附件3_训练集,4829,c_微震事件数,缺失,
附件3_训练集,4845,c_微震事件数,缺失,
附件3_训练集,4850,c_微震事件数,缺失,
附件3_训练集,4855,c_微震事件数,缺失,
附件3_训练集,4878,c_微震事件数,缺失,
附件3_训练集,4882,c_微震事件数,缺失,
附件3_训练集,4887,c_微震事件数,缺失,
附件3_训练集,4902,c_微震事件数,缺失,
附件3_训练集,4904,c_微震事件数,缺失,
附件3_训练集,4910,c_微震事件数,缺失,
附件3_训练集,4913,c_微震事件数,缺失,
附件3_训练集,4931,c_微震事件数,缺失,
附件3_训练集,4939,c_微震事件数,缺失,
附件3_训练集,4954,c_微震事件数,缺失,
附件3_训练集,4980,c_微震事件数,缺失,
附件3_训练集,4989,c_微震事件数,缺失,
附件3_训练集,5003,c_微震事件数,缺失,
附件3_训练集,5022,c_微震事件数,缺失,
附件3_训练集,5041,c_微震事件数,缺失,
附件3_训练集,5052,c_微震事件数,缺失,
附件3_训练集,5053,c_微震事件数,缺失,
附件3_训练集,5062,c_微震事件数,缺失,
附件3_训练集,5078,c_微震事件数,缺失,
附件3_训练集,5110,c_微震事件数,缺失,
附件3_训练集,5117,c_微震事件数,缺失,
附件3_训练集,5143,c_微震事件数,缺失,
附件3_训练集,5160,c_微震事件数,缺失,
附件3_训练集,5206,c_微震事件数,缺失,
附件3_训练集,5247,c_微震事件数,缺失,
附件3_训练集,5306,c_微震事件数,缺失,
附件3_训练集,5323,c_微震事件数,缺失,
附件3_训练集,5327,c_微震事件数,缺失,
附件3_训练集,5335,c_微震事件数,缺失,
附件3_训练集,5340,c_微震事件数,缺失,
附件3_训练集,5341,c_微震事件数,缺失,
附件3_训练集,5374,c_微震事件数,缺失,
附件3_训练集,5397,c_微震事件数,缺失,
附件3_训练集,5459,c_微震事件数,缺失,
附件3_训练集,5474,c_微震事件数,缺失,
附件3_训练集,5498,c_微震事件数,缺失,
附件3_训练集,5515,c_微震事件数,缺失,
附件3_训练集,5572,c_微震事件数,缺失,
附件3_训练集,5622,c_微震事件数,缺失,
附件3_训练集,5629,c_微震事件数,缺失,
附件3_训练集,5639,c_微震事件数,缺失,
附件3_训练集,5649,c_微震事件数,缺失,
附件3_训练集,5650,c_微震事件数,缺失,
附件3_训练集,5655,c_微震事件数,缺失,
附件3_训练集,5664,c_微震事件数,缺失,
附件3_训练集,5666,c_微震事件数,缺失,
附件3_训练集,5709,c_微震事件数,缺失,
附件3_训练集,5743,c_微震事件数,缺失,
附件3_训练集,5746,c_微震事件数,缺失,
附件3_训练集,5752,c_微震事件数,缺失,
附件3_训练集,5753,c_微震事件数,缺失,
附件3_训练集,5772,c_微震事件数,缺失,
附件3_训练集,5782,c_微震事件数,缺失,
附件3_训练集,5802,c_微震事件数,缺失,
附件3_训练集,5808,c_微震事件数,缺失,
附件3_训练集,5823,c_微震事件数,缺失,
附件3_训练集,5837,c_微震事件数,缺失,
附件3_训练集,5859,c_微震事件数,缺失,
附件3_训练集,5864,c_微震事件数,缺失,
附件3_训练集,5888,c_微震事件数,缺失,
附件3_训练集,5910,c_微震事件数,缺失,
附件3_训练集,5947,c_微震事件数,缺失,
附件3_训练集,5951,c_微震事件数,缺失,
附件3_训练集,6004,c_微震事件数,缺失,
附件3_训练集,6044,c_微震事件数,缺失,
附件3_训练集,6073,c_微震事件数,缺失,
附件3_训练集,6074,c_微震事件数,缺失,
附件3_训练集,6101,c_微震事件数,缺失,
附件3_训练集,6124,c_微震事件数,缺失,
附件3_训练集,6130,c_微震事件数,缺失,
附件3_训练集,6153,c_微震事件数,缺失,
附件3_训练集,6205,c_微震事件数,缺失,
附件3_训练集,6215,c_微震事件数,缺失,
附件3_训练集,6231,c_微震事件数,缺失,
附件3_训练集,6247,c_微震事件数,缺失,
附件3_训练集,6253,c_微震事件数,缺失,
附件3_训练集,6275,c_微震事件数,缺失,
附件3_训练集,6280,c_微震事件数,缺失,
附件3_训练集,6296,c_微震事件数,缺失,
附件3_训练集,6314,c_微震事件数,缺失,
附件3_训练集,6328,c_微震事件数,缺失,
附件3_训练集,6401,c_微震事件数,缺失,
附件3_训练集,6470,c_微震事件数,缺失,
附件3_训练集,6471,c_微震事件数,缺失,
附件3_训练集,6503,c_微震事件数,缺失,
附件3_训练集,6527,c_微震事件数,缺失,
附件3_训练集,6529,c_微震事件数,缺失,
附件3_训练集,6546,c_微震事件数,缺失,
附件3_训练集,6555,c_微震事件数,缺失,
附件3_训练集,6586,c_微震事件数,缺失,
附件3_训练集,6645,c_微震事件数,缺失,
附件3_训练集,6647,c_微震事件数,缺失,
附件3_训练集,6649,c_微震事件数,缺失,
附件3_训练集,6661,c_微震事件数,缺失,
附件3_训练集,6680,c_微震事件数,缺失,
附件3_训练集,6686,c_微震事件数,缺失,
附件3_训练集,6707,c_微震事件数,缺失,
附件3_训练集,6721,c_微震事件数,缺失,
附件3_训练集,6734,c_微震事件数,缺失,
附件3_训练集,6746,c_微震事件数,缺失,
附件3_训练集,6747,c_微震事件数,缺失,
附件3_训练集,6809,c_微震事件数,缺失,
附件3_训练集,6834,c_微震事件数,缺失,
附件3_训练集,6870,c_微震事件数,缺失,
附件3_训练集,6876,c_微震事件数,缺失,
附件3_训练集,6883,c_微震事件数,缺失,
附件3_训练集,6938,c_微震事件数,缺失,
附件3_训练集,6946,c_微震事件数,缺失,
附件3_训练集,6948,c_微震事件数,缺失,
附件3_训练集,6965,c_微震事件数,缺失,
附件3_训练集,6968,c_微震事件数,缺失,
附件3_训练集,6987,c_微震事件数,缺失,
附件3_训练集,6994,c_微震事件数,缺失,
附件3_训练集,7000,c_微震事件数,缺失,
附件3_训练集,7095,c_微震事件数,缺失,
附件3_训练集,7116,c_微震事件数,缺失,
附件3_训练集,7122,c_微震事件数,缺失,
附件3_训练集,7145,c_微震事件数,缺失,
附件3_训练集,7148,c_微震事件数,缺失,
附件3_训练集,7205,c_微震事件数,缺失,
附件3_训练集,7206,c_微震事件数,缺失,
附件3_训练集,7254,c_微震事件数,缺失,
附件3_训练集,7301,c_微震事件数,缺失,
附件3_训练集,7350,c_微震事件数,缺失,
附件3_训练集,7372,c_微震事件数,缺失,
附件3_训练集,7384,c_微震事件数,缺失,
附件3_训练集,7390,c_微震事件数,缺失,
附件3_训练集,7408,c_微震事件数,缺失,
附件3_训练集,7425,c_微震事件数,缺失,
附件3_训练集,7434,c_微震事件数,缺失,
附件3_训练集,7442,c_微震事件数,缺失,
附件3_训练集,7452,c_微震事件数,缺失,
附件3_训练集,7460,c_微震事件数,缺失,
附件3_训练集,7467,c_微震事件数,缺失,
附件3_训练集,7468,c_微震事件数,缺失,
附件3_训练集,7479,c_微震事件数,缺失,
附件3_训练集,7482,c_微震事件数,缺失,
附件3_训练集,7487,c_微震事件数,缺失,
附件3_训练集,7506,c_微震事件数,缺失,
附件3_训练集,7550,c_微震事件数,缺失,
附件3_训练集,7563,c_微震事件数,缺失,
附件3_训练集,7569,c_微震事件数,缺失,
附件3_训练集,7575,c_微震事件数,缺失,
附件3_训练集,7607,c_微震事件数,缺失,
附件3_训练集,7652,c_微震事件数,缺失,
附件3_训练集,7669,c_微震事件数,缺失,
附件3_训练集,7673,c_微震事件数,缺失,
附件3_训练集,7708,c_微震事件数,缺失,
附件3_训练集,7756,c_微震事件数,缺失,
附件3_训练集,7778,c_微震事件数,缺失,
附件3_训练集,7792,c_微震事件数,缺失,
附件3_训练集,7829,c_微震事件数,缺失,
附件3_训练集,7841,c_微震事件数,缺失,
附件3_训练集,7852,c_微震事件数,缺失,
附件3_训练集,7881,c_微震事件数,缺失,
附件3_训练集,7915,c_微震事件数,缺失,
附件3_训练集,7928,c_微震事件数,缺失,
附件3_训练集,7936,c_微震事件数,缺失,
附件3_训练集,7957,c_微震事件数,缺失,
附件3_训练集,7976,c_微震事件数,缺失,
附件3_训练集,8003,c_微震事件数,缺失,
附件3_训练集,8006,c_微震事件数,缺失,
附件3_训练集,8028,c_微震事件数,缺失,
附件3_训练集,8035,c_微震事件数,缺失,
附件3_训练集,8066,c_微震事件数,缺失,
附件3_训练集,8081,c_微震事件数,缺失,
附件3_训练集,8087,c_微震事件数,缺失,
附件3_训练集,8099,c_微震事件数,缺失,
附件3_训练集,8113,c_微震事件数,缺失,
附件3_训练集,8138,c_微震事件数,缺失,
附件3_训练集,8214,c_微震事件数,缺失,
附件3_训练集,8253,c_微震事件数,缺失,
附件3_训练集,8262,c_微震事件数,缺失,
附件3_训练集,8263,c_微震事件数,缺失,
附件3_训练集,8267,c_微震事件数,缺失,
附件3_训练集,8275,c_微震事件数,缺失,
附件3_训练集,8279,c_微震事件数,缺失,
附件3_训练集,8288,c_微震事件数,缺失,
附件3_训练集,8289,c_微震事件数,缺失,
附件3_训练集,8290,c_微震事件数,缺失,
附件3_训练集,8293,c_微震事件数,缺失,
附件3_训练集,8343,c_微震事件数,缺失,
附件3_训练集,8438,c_微震事件数,缺失,
附件3_训练集,8445,c_微震事件数,缺失,
附件3_训练集,8449,c_微震事件数,缺失,
附件3_训练集,8509,c_微震事件数,缺失,
附件3_训练集,8520,c_微震事件数,缺失,
附件3_训练集,8557,c_微震事件数,缺失,
附件3_训练集,8581,c_微震事件数,缺失,
附件3_训练集,8583,c_微震事件数,缺失,
附件3_训练集,8592,c_微震事件数,缺失,
附件3_训练集,8596,c_微震事件数,缺失,
附件3_训练集,8598,c_微震事件数,缺失,
附件3_训练集,8616,c_微震事件数,缺失,
附件3_训练集,8627,c_微震事件数,缺失,
附件3_训练集,8629,c_微震事件数,缺失,
附件3_训练集,8634,c_微震事件数,缺失,
附件3_训练集,8647,c_微震事件数,缺失,
附件3_训练集,8667,c_微震事件数,缺失,
附件3_训练集,8714,c_微震事件数,缺失,
附件3_训练集,8716,c_微震事件数,缺失,
附件3_训练集,8723,c_微震事件数,缺失,
附件3_训练集,8725,c_微震事件数,缺失,
附件3_训练集,8742,c_微震事件数,缺失,
附件3_训练集,8768,c_微震事件数,缺失,
附件3_训练集,8844,c_微震事件数,缺失,
附件3_训练集,8910,c_微震事件数,缺失,
附件3_训练集,8912,c_微震事件数,缺失,
附件3_训练集,8949,c_微震事件数,缺失,
附件3_训练集,8978,c_微震事件数,缺失,
附件3_训练集,9006,c_微震事件数,缺失,
附件3_训练集,9007,c_微震事件数,缺失,
附件3_训练集,9015,c_微震事件数,缺失,
附件3_训练集,9025,c_微震事件数,缺失,
附件3_训练集,9052,c_微震事件数,缺失,
附件3_训练集,9056,c_微震事件数,缺失,
附件3_训练集,9109,c_微震事件数,缺失,
附件3_训练集,9121,c_微震事件数,缺失,
附件3_训练集,9133,c_微震事件数,缺失,
附件3_训练集,9170,c_微震事件数,缺失,
附件3_训练集,9178,c_微震事件数,缺失,
附件3_训练集,9192,c_微震事件数,缺失,
附件3_训练集,9213,c_微震事件数,缺失,
附件3_训练集,9217,c_微震事件数,缺失,
附件3_训练集,9277,c_微震事件数,缺失,
附件3_训练集,9279,c_微震事件数,缺失,
附件3_训练集,9297,c_微震事件数,缺失,
附件3_训练集,9310,c_微震事件数,缺失,
附件3_训练集,9311,c_微震事件数,缺失,
附件3_训练集,9313,c_微震事件数,缺失,
附件3_训练集,9335,c_微震事件数,缺失,
附件3_训练集,9372,c_微震事件数,缺失,
附件3_训练集,9385,c_微震事件数,缺失,
附件3_训练集,9401,c_微震事件数,缺失,
附件3_训练集,9430,c_微震事件数,缺失,
附件3_训练集,9437,c_微震事件数,缺失,
附件3_训练集,9443,c_微震事件数,缺失,
附件3_训练集,9484,c_微震事件数,缺失,
附件3_训练集,9494,c_微震事件数,缺失,
附件3_训练集,9500,c_微震事件数,缺失,
附件3_训练集,9524,c_微震事件数,缺失,
附件3_训练集,9531,c_微震事件数,缺失,
附件3_训练集,9546,c_微震事件数,缺失,
附件3_训练集,9552,c_微震事件数,缺失,
附件3_训练集,9617,c_微震事件数,缺失,
附件3_训练集,9618,c_微震事件数,缺失,
附件3_训练集,9706,c_微震事件数,缺失,
附件3_训练集,9722,c_微震事件数,缺失,
附件3_训练集,9750,c_微震事件数,缺失,
附件3_训练集,9761,c_微震事件数,缺失,
附件3_训练集,9766,c_微震事件数,缺失,
附件3_训练集,9775,c_微震事件数,缺失,
附件3_训练集,9789,c_微震事件数,缺失,
附件3_训练集,9795,c_微震事件数,缺失,
附件3_训练集,9801,c_微震事件数,缺失,
附件3_训练集,9804,c_微震事件数,缺失,
附件3_训练集,9892,c_微震事件数,缺失,
附件3_训练集,9894,c_微震事件数,缺失,
附件3_训练集,9895,c_微震事件数,缺失,
附件3_训练集,9898,c_微震事件数,缺失,
附件3_训练集,9900,c_微震事件数,缺失,
附件3_训练集,9908,c_微震事件数,缺失,
附件3_训练集,9911,c_微震事件数,缺失,
附件3_训练集,9916,c_微震事件数,缺失,
附件3_训练集,9928,c_微震事件数,缺失,
附件3_训练集,9966,c_微震事件数,缺失,
附件3_训练集,9972,c_微震事件数,缺失,
附件3_训练集,9984,c_微震事件数,缺失,
附件3_训练集,19,d_深部位移_mm,缺失,
附件3_训练集,30,d_深部位移_mm,缺失,
附件3_训练集,38,d_深部位移_mm,缺失,
附件3_训练集,54,d_深部位移_mm,缺失,
附件3_训练集,63,d_深部位移_mm,缺失,
附件3_训练集,66,d_深部位移_mm,缺失,
附件3_训练集,72,d_深部位移_mm,缺失,
附件3_训练集,78,d_深部位移_mm,缺失,
附件3_训练集,172,d_深部位移_mm,缺失,
附件3_训练集,183,d_深部位移_mm,缺失,
附件3_训练集,204,d_深部位移_mm,缺失,
附件3_训练集,217,d_深部位移_mm,缺失,
附件3_训练集,241,d_深部位移_mm,缺失,
附件3_训练集,243,d_深部位移_mm,缺失,
附件3_训练集,256,d_深部位移_mm,缺失,
附件3_训练集,269,d_深部位移_mm,缺失,
附件3_训练集,279,d_深部位移_mm,缺失,
附件3_训练集,317,d_深部位移_mm,缺失,
附件3_训练集,367,d_深部位移_mm,缺失,
附件3_训练集,393,d_深部位移_mm,缺失,
附件3_训练集,432,d_深部位移_mm,缺失,
附件3_训练集,439,d_深部位移_mm,缺失,
附件3_训练集,467,d_深部位移_mm,缺失,
附件3_训练集,472,d_深部位移_mm,缺失,
附件3_训练集,492,d_深部位移_mm,缺失,
附件3_训练集,546,d_深部位移_mm,缺失,
附件3_训练集,553,d_深部位移_mm,缺失,
附件3_训练集,626,d_深部位移_mm,缺失,
附件3_训练集,635,d_深部位移_mm,缺失,
附件3_训练集,640,d_深部位移_mm,缺失,
附件3_训练集,650,d_深部位移_mm,缺失,
附件3_训练集,693,d_深部位移_mm,缺失,
附件3_训练集,699,d_深部位移_mm,缺失,
附件3_训练集,715,d_深部位移_mm,缺失,
附件3_训练集,773,d_深部位移_mm,缺失,
